Date,CMG,CTG,CTS,FPT,HAG,ITD,KDH,MSN,MWG,NLG,NVB,PDR,POT,PVB,PVC,PVD,PVS,VCB,VIC,VNM
2024-02-12,44.661026,33.755894,39.773716,103.090004,13.466787,10.254071,32.074455,72.326324,54.905083,41.08419,9.179475,23.83893,18.66877,22.794935,15.962152,30.762934,41.385952,61.572994,54.627186,64.24528
2024-02-13,45.71771,35.08632,42.782787,104.934586,13.532009,10.251421,32.184525,72.195076,54.546394,41.353256,9.106519,24.281542,18.828207,22.853151,16.002985,31.154463,41.69687,61.80823,55.079838,64.27507
2024-02-14,44.629944,34.929405,42.214947,102.68587,13.388313,10.18196,31.844114,70.15217,53.840904,40.691956,8.932484,23.301432,18.65885,22.518969,15.5949135,30.794577,40.80639,61.393246,54.573864,63.857082
2024-02-15,43.284992,34.431534,40.91574,99.84731,13.236468,10.115787,31.429144,68.19769,53.15484,39.832645,8.765463,22.472273,18.48774,22.113808,15.133989,30.304415,39.66656,60.930305,54.144314,63.49408
2024-02-16,42.009163,33.910854,39.55571,97.07129,13.089859,10.0632715,30.9835,66.34814,52.421116,38.89526,8.615511,21.593723,18.31607,21.661247,14.664976,29.803314,38.497646,60.469147,53.64481,63.1732
2024-02-17,42.10814,34.29529,41.82372,98.08699,12.978273,10.00372,30.949213,65.895874,52.534767,38.254337,8.168156,21.416931,18.444294,21.552801,14.897244,29.897596,39.060776,60.085457,51.691715,62.780045
2024-02-18,40.39429,33.45657,39.384495,96.17959,12.571439,9.9495,30.836432,66.931335,51.85771,37.313244,7.934975,19.917917,18.462952,21.757597,14.1835575,29.100239,38.125465,59.834106,50.093155,63.01206
2024-02-19,38.882668,33.122284,37.38788,93.265884,12.56383,9.922965,30.551819,66.91148,51.08126,36.592007,7.9086175,19.049809,18.165117,21.878712,14.167959,28.99205,37.90445,59.777718,48.63633,63.150303
2024-02-20,37.470753,32.797916,35.66561,90.47024,12.5807905,9.881406,30.23416,66.83086,50.183792,35.97051,7.894017,18.27691,17.827036,22.050423,14.172813,28.934387,37.765522,59.721104,47.406494,63.203606
2024-02-21,37.62929,32.910774,35.92682,91.48344,12.505262,9.973156,30.125753,67.12743,50.510445,36.13021,7.98895,18.847551,18.072628,22.099958,14.175559,28.995731,37.752472,59.591812,46.2314,63.38945
2024-02-22,37.762733,32.934315,36.315083,91.00979,12.5711355,9.988954,30.200247,66.41375,50.672855,36.494675,7.808057,18.741743,18.391062,22.16395,14.2177515,28.99793,37.910954,59.514286,46.610306,63.179424
2024-02-23,38.016193,33.053093,36.76939,93.01961,12.536293,10.090113,30.272015,67.861496,51.47744,36.73398,7.8787465,19.427896,18.737392,22.176586,14.246258,29.051912,37.883488,59.77268,45.74325,63.35647
2024-02-24,38.27808,32.46816,34.33608,98.85291,12.540489,9.893065,30.622961,63.02559,52.345364,36.358746,7.502854,17.505516,18.562529,22.416025,13.875424,28.6992,37.50572,59.40987,46.631245,62.56673
2024-02-25,40.48165,33.12275,35.577713,111.18366,12.576362,10.064633,31.242437,67.00767,55.219402,38.214146,7.7076693,20.16173,18.564934,22.906025,14.260254,29.162853,38.161213,59.514706,45.605324,63.17234
2024-02-26,40.297268,33.184566,35.193333,118.10109,12.676834,10.126336,31.395641,67.71893,56.658787,37.79756,7.663342,19.435629,17.958645,22.695467,14.069052,29.028194,38.173626,59.70296,44.416275,63.846687
2024-02-27,40.442764,33.18499,35.306896,117.33842,12.660257,10.034778,31.613571,67.26778,58.10136,37.484177,7.736516,19.523802,18.06514,22.583134,14.1432,28.994375,38.510704,59.856094,44.47863,64.07603
2024-02-28,40.612484,33.119736,35.135387,118.42481,12.670271,9.985343,31.605177,66.79729,57.701756,37.61027,7.6506133,18.60512,17.887356,22.640413,14.133885,28.954885,38.42634,59.679764,43.66854,63.704594
2024-02-29,41.07336,33.26038,35.324287,120.10548,12.685246,10.029278,31.631584,68.119194,58.42505,37.843105,7.7484627,19.30438,17.866629,22.77151,14.182942,29.120804,38.438026,59.172382,42.97438,63.90559
2024-03-01,41.462006,33.31657,35.312325,121.46508,12.749616,10.005245,31.49977,68.082756,58.05704,38.07484,7.716786,18.728281,17.70782,22.69067,14.164973,29.223896,38.517017,59.219097,43.307537,63.63355
2024-03-02,41.54305,33.377506,35.24471,120.87388,12.722551,10.101218,31.43634,69.7815,58.631527,38.130577,7.8542233,19.375513,17.68922,22.644184,14.199186,29.302958,38.524044,59.312424,42.87978,63.944477
2024-03-03,41.752567,33.371178,35.229034,122.86813,12.74403,10.064052,31.544348,69.8596,58.330593,38.3354,7.8114305,18.917356,17.53777,22.60823,14.161368,29.322426,38.485626,59.34773,43.062332,63.956562
2024-03-04,42.10693,33.377186,35.191624,124.59814,12.748111,10.045433,31.594336,70.565384,58.317257,38.637653,7.813302,18.94769,17.443014,22.631113,14.174282,29.353594,38.46387,59.475925,43.22359,63.957203
2024-03-05,41.1459,33.406807,35.14762,121.925545,12.853009,10.099313,32.34205,73.242615,58.1805,39.91426,7.8798037,19.826021,17.843082,22.886002,14.18361,29.469841,38.521004,59.821575,43.42529,64.11933
2024-03-06,41.74991,33.563488,35.730927,123.61075,13.010401,10.222797,32.480255,73.97726,58.701534,40.04164,7.8568974,20.585403,18.024736,23.139635,14.321535,29.584436,38.81754,60.01914,43.385773,64.22127
2024-03-07,42.35663,33.71831,36.59167,127.02832,13.096038,10.29757,32.524307,74.08819,59.435566,40.028404,7.851726,20.680628,18.07056,23.349035,14.423669,29.754448,39.120113,60.193855,43.718727,64.29886
2024-03-08,43.269688,33.90034,37.48505,125.045006,13.20679,10.42134,32.41624,75.63756,60.443,39.966076,7.9479175,21.258463,18.207312,23.74555,14.573578,29.853912,39.396156,60.289707,43.50094,64.44154
2024-03-09,44.733116,33.69756,38.131752,132.10559,13.242337,10.003513,32.71779,73.42972,60.00078,40.30991,7.8236856,19.346712,17.737679,24.048801,14.457306,29.863947,39.558987,60.35035,44.778458,65.83672
2024-03-10,47.735153,33.535294,38.667324,131.60637,13.313138,10.166155,32.58843,76.56385,59.964348,40.19624,7.8068104,19.880814,17.836847,25.396164,14.932636,30.213812,40.875862,60.41576,44.4876,65.327644
2024-03-11,50.830406,33.634747,38.34925,129.99323,13.245369,10.006282,32.588955,75.50695,59.792877,40.01478,7.92228,19.700245,17.81901,25.894222,14.923434,30.254742,40.857346,60.29092,44.18403,64.55175
2024-03-12,53.478424,33.632675,39.88546,131.69257,13.06237,10.337442,32.636852,75.67765,60.14824,40.47455,8.12837,21.894976,17.87828,26.285332,15.073345,30.460962,41.71386,60.15891,43.586864,64.93543
2024-03-13,54.25545,33.57536,40.099304,128.94997,13.125508,10.541139,32.784367,77.038795,60.58508,40.714954,8.155074,22.23977,18.051802,26.276333,15.189639,30.49164,41.993755,60.099583,43.524235,64.962814
2024-03-14,54.137627,33.5235,40.00287,121.75261,13.233117,10.6872,32.796978,77.35087,60.101902,40.797634,8.018447,21.816683,18.142372,26.396017,15.267777,30.558407,42.063255,59.928658,42.92537,64.50285
2024-03-15,54.084705,33.425957,40.108322,120.94182,13.327611,10.797294,32.87925,77.145035,60.001804,40.873806,7.9198565,21.73204,18.166273,26.823057,15.333266,30.626858,42.00795,59.839725,42.73051,64.006096
2024-03-16,56.45945,33.41836,39.69835,123.52614,13.217076,11.154065,32.651703,76.81013,61.46821,41.082993,7.951949,21.521004,18.18139,26.709225,15.181567,30.599411,41.664055,59.75515,44.789368,64.750534
