date,close,open,high,low,volume,change,symbol,return_day,return_week,return_month,volatility_day,volatility_week,volatility_month,liquidity_day,liquidity_week,liquidity_month,high_minus_close,low_minus_open,cumulative_return,stochastic_osc,atr,sma_3,sma_7,sma_14,sma_21,sma_50,sma_100,wma_3,wma_7,wma_14,wma_21,wma_50,wma_100,ema_6,ema_12,ema_26,out_macd,out_macd_signal,out_macd_hist,rsi_6,rsi_12,rsi_14,stochrsi_6,stochrsi_12,stochrsi_14,bbands_middle,bbands_upper,bbands_lower,obv,mfi_14,mom_1,mom_3,mom_7,cci_12,cci_20,rocr_3,rocr_12,willr,trix,invest_cost,from_invest,from_financial,from_sale,free_cash_flow,revenue,year_revenue_growth,quarter_revenue_growth,operation_expense,operation_profit,year_operation_profit_growth,quarter_operation_profit_growth,pre_tax_profit,post_tax_profit,share_holder_income,year_share_holder_income_growth,quarter_share_holder_income_growth,invest_profit,service_profit,other_profit,provision_expense,operation_income,price_to_earning,price_to_book,roe,roa,earning_per_share,book_value_per_share,interest_margin,non_interest_on_toi,bad_debt_percentage,provision_on_bad_debt,cost_of_financing,equity_on_total_asset,equity_on_loan,cost_to_income,equity_on_liability,eps_change,asset_on_equity,pre_provision_on_toi,post_tax_on_toi,loan_on_earn_asset,loan_on_asset,loan_on_deposit,deposit_on_earn_asset,bad_debt_on_asset,liquidity_on_liability,payable_on_equity,cancel_debt,book_value_per_share_change,credit_growth
2018-01-11,6150.8,5911.2,6150.8,5831.3,845040.0,2.67,NVB_RRC,0.0266733433483559,0.0405390926777002,-0.0494148244473342,0.0200905624743107,0.0186107584029475,0.0186107584029475,299544.0,296008.1818181818,296008.1818181818,0.0,-0.0135167140343753,0.0266733433483559,83.3298560400585,254.1272727272726,6017.666666666667,5979.6285714285705,5991.027272727273,5991.027272727273,5991.027272727273,5991.027272727273,6057.600000000001,6016.711904761905,6000.715656565656,6000.715656565656,6000.715656565656,6000.715656565656,6024.592270894974,6003.129492193006,5994.18757247564,8.941919717365636,-1.9520243465867415,10.893944063952375,72.24042507959969,65.307190552426,64.28249772168387,1.0,0.5657605395322777,0.5491987071463071,5991.027272727273,6166.0124652898485,5816.042080164698,1399270.0,75.708063089958,159.80000000000018,79.90000000000055,159.80000000000018,138.04131200973885,138.04131200973885,1.0131611457938692,1.004120879120879,-16.6701439599415,-0.0054706407895177,-11,161,0,3896,0,419,0.493,0.841,-313,471,0.164,0.93,21,14,14,1.637,8.905,10,10,32,-137,157,133.4,0.9,0.007,0.0,53,7910,0.019,0.109,0.015,0.73,0.051,0.045,0.1,0.666,0.0,0.693,22.3,0.235,0.031,0.54,0.447,0.702,0.769,0.007,0.417,21.3,0.006,0.005,0.267
2018-01-12,6710.0,6150.8,6710.0,6070.9,2930000.0,9.09,NVB_RRC,0.0909150029264485,0.1200071217541771,-0.0494148244473342,0.0425405955720572,0.0319011970859888,0.0319011970859888,849532.0,515507.5,515507.5,0.0,-0.0129901801391689,0.1200133533633784,100.0,286.20833333333326,6283.933333333333,6105.157142857143,6050.941666666667,6050.941666666667,6050.941666666667,6050.941666666667,6403.766666666666,6199.304761904762,6109.836324786324,6109.836324786324,6109.836324786324,6109.836324786324,6220.423050639267,6111.878801086389,6047.210715255223,64.66808583116654,11.371997688963914,53.29608814220262,90.6560262289173,83.93336778210697,82.67973344202912,1.0,0.7988987972745728,0.7813957287364957,6050.941666666667,6498.3156251028595,5603.567708230474,4329270.0,90.04472679631901,559.1999999999998,798.8000000000002,878.6999999999998,335.6210702004269,335.6210702004269,1.1351333062660711,1.004120879120879,-0.0,0.0218395797004999,-11,161,0,3896,0,419,0.493,0.841,-313,471,0.164,0.93,21,14,14,1.637,8.905,10,10,32,-137,157,133.4,0.9,0.007,0.0,53,7910,0.019,0.109,0.015,0.73,0.051,0.045,0.1,0.666,0.0,0.693,22.3,0.235,0.031,0.54,0.447,0.702,0.769,0.007,0.417,21.3,0.006,0.005,0.267
2018-01-13,6789.866666666667,6390.433333333333,6869.766666666666,6337.166666666666,2420000.0,7.25,NVB_RRC,0.0119026328862394,0.1184283494484619,-0.0494148244473342,0.042631685737013,0.0304182525573022,0.0304182525573022,1286688.0,662006.9230769231,662006.9230769231,0.0125030644765873,-0.008335376317725,0.1333444611361487,92.8556525885965,305.16153846153844,6550.222222222222,6230.685714285713,6107.782051282052,6107.782051282052,6107.782051282052,6107.782051282052,6656.733333333333,6370.482142857143,6206.983516483517,6206.983516483517,6206.983516483517,6206.983516483517,6383.121226647096,6216.184626560278,6102.222267211626,113.96235934865216,31.890070020901565,82.07228932775061,91.75032599854326,85.26837602892006,84.03489068715618,1.0,0.8156086939375141,0.798499574166757,6107.782051282052,6700.629385709156,5514.9347168549475,6749270.0,93.36362141111684,79.86666666666679,798.8666666666668,878.6999999999998,232.60744100600564,249.5071737133239,1.1333444611361487,1.1333444611361487,-7.144347411403501,0.0652780370393957,-11,161,0,3896,0,419,0.493,0.841,-313,471,0.164,0.93,21,14,14,1.637,8.905,10,10,32,-137,157,133.4,0.9,0.007,0.0,53,7910,0.019,0.109,0.015,0.73,0.051,0.045,0.1,0.666,0.0,0.693,22.3,0.235,0.031,0.54,0.447,0.702,0.769,0.007,0.417,21.3,0.006,0.005,0.267
2018-01-14,6869.733333333334,6630.066666666667,7029.533333333334,6603.433333333333,1910000.0,5.41,NVB_RRC,0.0117626266593355,0.1621554563089278,-0.0494148244473342,0.0340938353678002,0.0291242532796107,0.0291242532796107,1648856.0,751149.2857142857,751149.2857142857,0.0241023217463876,-0.0040170536243979,0.1466755689089189,87.49739203004381,313.8,6789.866666666666,6356.214285714285,6162.207142857143,6162.207142857143,6162.207142857143,6162.207142857143,6816.488888888889,6530.244047619047,6295.350158730158,6295.350158730158,6295.350158730158,6295.350158730158,6522.153257128878,6316.730581448441,6159.074938776197,157.65564267224363,57.04318455116998,100.61245812107364,92.91239574074886,86.58565907693279,85.35684846187947,1.0,0.8320967296187041,0.815184399138548,6162.207142857143,6862.427849542412,5461.986436171873,8659270.0,94.77359734669426,79.86666666666679,718.9333333333334,878.7000000000007,176.26943628152998,203.33380554374995,1.1168845245062973,1.146675568908919,-12.502607969956191,0.1200646068748145,-11,161,0,3896,0,419,0.493,0.841,-313,471,0.164,0.93,21,14,14,1.637,8.905,10,10,32,-137,157,133.4,0.9,0.007,0.0,53,7910,0.019,0.109,0.015,0.73,0.051,0.045,0.1,0.666,0.0,0.693,22.3,0.235,0.031,0.54,0.447,0.702,0.769,0.007,0.417,21.3,0.006,0.005,0.267
2018-01-15,6949.6,6869.7,7189.3,6869.7,1400000.0,3.57,NVB_RRC,0.0116258758224483,0.1600066766816892,-0.0494148244473342,0.0343430155388616,0.0279822401217443,0.0279822401217443,1901008.0,794406.0,794406.0,0.0348923533778767,0.0,0.1600066766816892,83.32985604005843,308.09999999999997,6869.733333333334,6481.742857142858,6230.678571428572,6214.7,6214.7,6214.7,6896.355555555557,6678.590476190476,6400.3358730158725,6377.131388888888,6377.131388888888,6377.131388888888,6644.280897949198,6414.0951073794495,6217.632350718701,196.4627566607487,84.92709897308573,111.53565768766298,94.07988655191548,87.86775446073543,86.63387282444135,1.0,1.0,0.8313021060588904,6214.7,7002.49246441187,5426.90753558813,10059270.0,95.49282402074864,79.86666666666679,239.60000000000036,878.7000000000007,147.6969170010161,180.05967065051402,1.0357078986587185,1.14473965968802,-16.670143959941562,0.1823336402340558,-11,161,0,3896,0,419,0.493,0.841,-313,471,0.164,0.93,21,14,14,1.637,8.905,10,10,32,-137,157,133.4,0.9,0.007,0.0,53,7910,0.019,0.109,0.015,0.73,0.051,0.045,0.1,0.666,0.0,0.693,22.3,0.235,0.031,0.54,0.447,0.702,0.769,0.007,0.417,21.3,0.006,0.005,0.267
2018-01-16,6789.9,6949.6,6949.6,6550.2,1300000.0,-2.3,NVB_RRC,-0.0229797398411419,0.1039051830656174,-0.0494148244473342,0.0420644189813198,0.0283565501501966,0.0283565501501966,1992000.0,826005.625,826005.625,0.022979739841142,-0.057470933578911,0.1333500250375563,70.58910162002941,308.09999999999997,6869.7444444444445,6607.271428571429,6287.742857142856,6250.65,6250.65,6250.65,6856.438888888889,6755.629761904762,6474.89873015873,6425.692401960784,6425.692401960784,6425.692401960784,6685.886355677999,6471.911244705688,6260.02254696176,211.88869774392788,110.31941872725416,101.5692790166737,64.38853592504667,71.67840633420494,72.12210605399403,0.0,0.7610817012833269,0.6481447516970633,6250.65,7064.2569459625565,5437.043054037443,8759270.0,85.00250975441259,-159.70000000000073,0.0333333333328482,878.6999999999998,81.8359814448684,108.77023834407908,1.000004909276569,1.1333500250375563,-29.410898379970583,0.241195774213998,-11,161,0,3896,0,419,0.493,0.841,-313,471,0.164,0.93,21,14,14,1.637,8.905,10,10,32,-137,157,133.4,0.9,0.007,0.0,53,7910,0.019,0.109,0.015,0.73,0.051,0.045,0.1,0.666,0.0,0.693,22.3,0.235,0.031,0.54,0.447,0.702,0.769,0.007,0.417,21.3,0.006,0.005,0.267
2018-01-17,6390.4,6789.9,6789.9,6390.4,935010.0,-5.88,NVB_RRC,-0.0588373908304982,-0.0476304023845007,-0.0494148244473342,0.0315125625715341,0.0321859498670916,0.0321859498670916,1593002.0,832417.6470588235,832417.6470588235,0.0588373908304982,-0.0588373908304982,0.0666666666666666,41.1708394698085,313.8142857142857,6709.966666666667,6664.328571428572,6310.564285714287,6258.870588235294,6258.870588235294,6258.870588235294,6616.766666666666,6701.411904761904,6488.58634920635,6421.771023965141,6421.771023965141,6421.771023965141,6601.461682627142,6459.371053212505,6269.680136075704,189.69091713680152,126.19371840916364,63.497198727637894,30.584281782367796,46.40261261676045,48.61633321112968,0.0,0.1335959831495899,0.4227961779820093,6258.870588235294,7049.553397542946,5468.187778927642,7824260.0,78.5652776663362,-399.5,-479.33333333333394,399.3999999999997,32.536766988820276,57.183485226195366,0.9302253362575936,1.095879135012776,-58.8291605301915,0.2816364789261838,-11,161,0,3896,0,419,0.493,0.841,-313,471,0.164,0.93,21,14,14,1.637,8.905,10,10,32,-137,157,133.4,0.9,0.007,0.0,53,7910,0.019,0.109,0.015,0.73,0.051,0.045,0.1,0.666,0.0,0.693,22.3,0.235,0.031,0.54,0.447,0.702,0.769,0.007,0.417,21.3,0.006,0.005,0.267
2018-01-18,6310.6,6390.4,6390.4,5991.0,455760.0,-1.25,NVB_RRC,-0.0124874812218326,-0.0705855785091508,-0.0494148244473342,0.0292127782396709,0.031435705375455,0.031435705375455,1200154.0,811492.2222222222,811492.2222222222,0.0124874812218326,-0.0624999999999999,0.0533466866967118,35.29455081001474,325.2285714285714,6496.966666666667,6687.157142857142,6333.392857142857,6261.7444444444445,6261.7444444444445,6261.7444444444445,6417.083333333333,6612.979761904762,6488.591111111111,6410.068810916179,6410.068810916179,6410.068810916179,6518.358344733673,6436.48319887212,6272.711237107133,163.77196176498728,133.70936708032838,30.062594684658904,26.66883759278622,42.83671101645648,45.21956051204239,0.0,0.0118486228825354,0.3712244507113408,6261.7444444444445,7029.206953801074,5494.281935087815,7368500.0,77.22208370433043,-79.79999999999927,-639.0,159.80000000000018,-26.30002722570097,-0.0030626229834096,0.9080522620006908,1.0675726731891615,-64.70544918998526,0.3048210179505295,-11,161,0,3896,0,419,0.493,0.841,-313,471,0.164,0.93,21,14,14,1.637,8.905,10,10,32,-137,157,133.4,0.9,0.007,0.0,53,7910,0.019,0.109,0.015,0.73,0.051,0.045,0.1,0.666,0.0,0.693,22.3,0.235,0.031,0.54,0.447,0.702,0.769,0.007,0.417,21.3,0.006,0.005,0.267
2018-01-19,6470.3,6390.4,6550.2,6390.4,184390.0,2.53,NVB_RRC,0.0253066269451398,-0.0581439357180288,-0.0494148244473342,0.0326462814308229,0.0309264574154192,0.0309264574154192,855032.0,778486.8421052631,778486.8421052631,0.0125031296945417,0.0,0.0800033383408447,47.05449189985272,330.93571428571425,6390.433333333333,6652.914285714286,6379.035714285715,6272.7210526315785,6272.7210526315785,6272.7210526315785,6403.75,6558.765476190477,6506.845396825396,6416.091929824562,6416.091929824562,6416.091929824562,6504.627389095481,6441.685783661024,6287.347441765864,154.33834189516074,137.83516204329484,16.503179851865895,46.02782810452971,51.628361461014606,52.829854495436024,0.2871783010449916,0.2047706790786193,0.276251239127011,6272.7210526315785,7024.6741652395085,5520.767940023648,7552890.0,77.91156720893491,159.69999999999982,-319.59999999999945,-239.69999999999985,12.715554421823848,47.08071118035835,0.9529300873356016,1.0799973293421836,-52.94550810014727,0.320014818339831,-11,161,0,3896,0,419,0.493,0.841,-313,471,0.164,0.93,21,14,14,1.637,8.905,10,10,32,-137,157,133.4,0.9,0.007,0.0,53,7910,0.019,0.109,0.015,0.73,0.051,0.045,0.1,0.666,0.0,0.693,22.3,0.235,0.031,0.54,0.447,0.702,0.769,0.007,0.417,21.3,0.006,0.005,0.267
2018-01-20,6470.3,6443.666666666666,6576.833333333333,6390.4,181190.0,1.6866666666666663,NVB_RRC,0.0,-0.0689679981581674,-0.0494148244473342,0.0309601565408162,0.0300746938867494,0.0300746938867494,611270.0,748622.0,748622.0,0.0165330298484299,-0.0082665149242149,0.0800033383408447,47.05449189985272,330.9428571428571,6417.066666666667,6607.2619047619055,6418.973809523809,6282.6,6282.6,6282.6,6443.683333333334,6513.111904761905,6519.013968253968,6421.254603174604,6421.254603174604,6421.254603174604,6494.819563639629,6446.087970790098,6300.89948311654,145.18848767355755,139.3058271693474,5.882660504210179,46.02782810452971,51.628361461014606,52.829854495436024,0.2871783010449916,0.2047706790786193,0.2309831191654702,6282.6,7019.811851925811,5545.388148074189,7552890.0,78.02023692374198,0.0,79.90000000000055,-319.5666666666666,6.903913780741924,46.754983038462456,1.012503129694542,1.0657892569470755,-52.94550810014727,0.328552175321728,-11,161,0,3896,0,419,0.493,0.841,-313,471,0.164,0.93,21,14,14,1.637,8.905,10,10,32,-137,157,133.4,0.9,0.007,0.0,53,7910,0.019,0.109,0.015,0.73,0.051,0.045,0.1,0.666,0.0,0.693,22.3,0.235,0.031,0.54,0.447,0.702,0.769,0.007,0.417,21.3,0.006,0.005,0.267
