Date,Price,Open,High,Low,Vol.,Change %,Symbol,return_day,return_week,return_month,volatility_day,volatility_week,volatility_month,liquidity_day,liquidity_week,liquidity_month,z_score,SMA_20,SMA_50,SMA_100,WMA_20,WMA_50,WMA_100,EMA26,EMA12,MACD,Signal_Line,RSI_14,BB_upper,BB_lower,StochRSI_14,Lãi/Lỗ ròng trước thuế,Khấu hao TSCĐ,Dự phòng RR tín dụng,Lãi/Lỗ chênh lệch tỷ giá chưa thực hiện,Lãi/Lỗ từ hoạt động đầu tư,Thu nhập lãi,Lưu chuyển tiền thuần từ HĐKD trước thay đổi VLĐ,Tăng/Giảm các khoản phải thu,Tăng/Giảm hàng tồn kho,Tăng/Giảm các khoản phải trả,Tăng/Giảm chi phí trả trước,Chi phí lãi vay đã trả,Tiền thu nhập doanh nghiệp đã trả,Tiền thu khác từ các hoạt động kinh doanh,Tiền chi khác từ các hoạt động kinh doanh,Lưu chuyển tiền tệ ròng từ các hoạt động SXKD,Mua sắm TSCĐ,Tiền thu được từ thanh lý tài sản cố định,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác (đồng)","Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác (đồng)",Đầu tư vào các doanh nghiệp khác,Tiền thu từ việc bán các khoản đầu tư vào doanh nghiệp khác,Tiền thu cổ tức và lợi nhuận được chia,Lưu chuyển từ hoạt động đầu tư,Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,"Chi trả cho việc mua lại, trả cổ phiếu",Tiền thu được các khoản đi vay,Tiền trả các khoản đi vay,Tiền thanh toán vốn gốc đi thuê tài chính,Cổ tức đã trả,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền thuần trong kỳ,Tiền và tương đương tiền,Ảnh hưởng của chênh lệch tỷ giá,Tiền và tương đương tiền cuối kỳ,Tăng trưởng doanh thu (%),Doanh thu (đồng),Lợi nhuận sau thuế của Cổ đông công ty mẹ (đồng),Tăng trưởng lợi nhuận (%),Thu nhập tài chính,Chi phí tiền lãi vay,Doanh thu bán hàng và cung cấp dịch vụ,Các khoản giảm trừ doanh thu,Doanh thu thuần,Giá vốn hàng bán,Lãi gộp,Chi phí tài chính,Lãi/lỗ từ công ty liên doanh,Chi phí bán hàng,Chi phí quản lý DN,Lãi/Lỗ từ hoạt động kinh doanh,Thu nhập khác,"Lãi lỗ trong công ty liên doanh, liên kết",Thu nhập/Chi phí khác,Lợi nhuận khác,LN trước thuế,Chi phí thuế TNDN hiện hành,Lợi nhuận thuần,Cổ đông của Công ty mẹ,(Vay NH+DH)/VCSH,Nợ/VCSH,TSCĐ / Vốn CSH,Vốn CSH/Vốn điều lệ,Vòng quay tài sản,Vòng quay TSCĐ,Số ngày thu tiền bình quân,Số ngày tồn kho bình quân,Số ngày thanh toán bình quân,Chu kỳ tiền,Vòng quay hàng tồn kho,Biên EBIT (%),Biên lợi nhuận gộp (%),Biên lợi nhuận ròng (%),ROE (%),ROIC (%),ROA (%),EBITDA (Tỷ đồng),EBIT (Tỷ đồng),Tỷ suất cổ tức (%),Chỉ số thanh toán hiện thời,Chỉ số thanh toán tiền mặt,Chỉ số thanh toán nhanh,Khả năng chi trả lãi vay,Đòn bẩy tài chính,Vốn hóa (Tỷ đồng),Số CP lưu hành (Triệu CP),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA
2014-07-24,10435.8,10435.8,10435.8,10435.8,200.0,0.73,POT_RRC,0.0073068792772268,-0.0142816661943894,0.0375930878829153,0.0423454771801819,0.0292774315183993,0.0404750267066446,25360.0,16350.47619047619,44316.19047619047,-0.3881317865032649,10394.175,9966.92,8814.277,10436.12619047619,10189.392549019609,9558.308673267326,10254.677460654828,10394.080544400533,139.40308374570486,200.44719333938144,51.89942212806613,10916.87997616314,9871.47002383686,0.588450896630602,4495729735,3397030707,2599268982,78518648,-936975308,1995444650,11629017414,-28327723055,-22968556107,32620060262,-1908193950,-1190837147,127594288,2762927,-2236125038,-12252000406,-6416619657,0,73290064372,-53981883364,0,0,-955638782,11935922569,0,0,78478427708,-79086840738,0,-7148942680,-7757355710,-8073433547,58280063114,0,50206629567,-0.2613311875866038,119162860284,3520344776,0.3453588096339919,720975957,-1995444650,119162860284,-402619000,118760241284,-96793725095,21966516189,-2197604880,0,-6566973989,-8038316378,5884596899,1152310977,-2330857841,-210320300,941990677,4495729735,-975384959,3520344776,3520344776,0.3944817976,1.2921672527,0.3708854052271784,1.5041581293930042,0.8098423869,4.885721882,114.25539765922464,103.6684215551,38.877592657,256.8014118713246,3.5208407201,0.061983924438117,0.1849652371155921,0.0296424522040296,0.0343717719,30.9772970501,0.0155629064,21247630216.0,7361225822,0.032051282,2.344511931,0.2599728646,1.6645127938,-3.689015288898141,2.292167252728061,300866997600,19286346,29.8442307231,1.0289275512,0.5734525032,-24.5595660813,182.530416907381,15161.417323634,17.2259274118
2014-07-25,10435.8,10435.8,10435.8,10435.8,1500.0,0.0,POT_RRC,0.0,-0.0142816661943894,0.0375930878829153,0.0423454771801819,0.0291988624123433,0.0404537766165143,24580.0,16145.714285714286,42108.09523809524,-0.3881317865032649,10413.079999999998,9998.682,8852.779,10440.090476190477,10207.78,9590.41803960396,10268.093945050769,10400.498922185066,132.40497713429977,186.83875009836515,51.89942212806613,10911.322505318152,9914.837494681844,0.588450896630602,4495729735,3397030707,2599268982,78518648,-936975308,1995444650,11629017414,-28327723055,-22968556107,32620060262,-1908193950,-1190837147,127594288,2762927,-2236125038,-12252000406,-6416619657,0,73290064372,-53981883364,0,0,-955638782,11935922569,0,0,78478427708,-79086840738,0,-7148942680,-7757355710,-8073433547,58280063114,0,50206629567,-0.2613311875866038,119162860284,3520344776,0.3453588096339919,720975957,-1995444650,119162860284,-402619000,118760241284,-96793725095,21966516189,-2197604880,0,-6566973989,-8038316378,5884596899,1152310977,-2330857841,-210320300,941990677,4495729735,-975384959,3520344776,3520344776,0.3944817976,1.2921672527,0.3708854052271784,1.5041581293930042,0.8098423869,4.885721882,114.25539765922464,103.6684215551,38.877592657,256.8014118713246,3.5208407201,0.061983924438117,0.1849652371155921,0.0296424522040296,0.0343717719,30.9772970501,0.0155629064,21247630216.0,7361225822,0.032051282,2.344511931,0.2599728646,1.6645127938,-3.689015288898141,2.292167252728061,300866997600,19286346,29.8442307231,1.0289275512,0.5734525032,-24.5595660813,182.530416907381,15161.417323634,17.2259274118
2014-07-28,10057.7,9982.0,10057.7,9528.3,1500.0,-3.62,POT_RRC,-0.0362310508058796,-0.043162661491333,0.0075836505710278,0.0451110175886283,0.0303612223570386,0.0403070088349695,23800.0,14769.52380952381,38712.857142857145,-0.4445452098372114,10409.3,10006.244,8888.223999999998,10406.244761904762,10210.094431372549,9614.27786138614,10252.50920838034,10347.760626464287,95.251418083948,168.5212836954817,39.24856073416789,10917.526824620272,9901.073175379726,0.2909482203067935,4495729735,3397030707,2599268982,78518648,-936975308,1995444650,11629017414,-28327723055,-22968556107,32620060262,-1908193950,-1190837147,127594288,2762927,-2236125038,-12252000406,-6416619657,0,73290064372,-53981883364,0,0,-955638782,11935922569,0,0,78478427708,-79086840738,0,-7148942680,-7757355710,-8073433547,58280063114,0,50206629567,-0.2613311875866038,119162860284,3520344776,0.3453588096339919,720975957,-1995444650,119162860284,-402619000,118760241284,-96793725095,21966516189,-2197604880,0,-6566973989,-8038316378,5884596899,1152310977,-2330857841,-210320300,941990677,4495729735,-975384959,3520344776,3520344776,0.3944817976,1.2921672527,0.3708854052271784,1.5041581293930042,0.8098423869,4.885721882,114.25539765922464,103.6684215551,38.877592657,256.8014118713246,3.5208407201,0.061983924438117,0.1849652371155921,0.0296424522040296,0.0343717719,30.9772970501,0.0155629064,21247630216.0,7361225822,0.032051282,2.344511931,0.2599728646,1.6645127938,-3.689015288898141,2.292167252728061,300866997600,19286346,29.8442307231,1.0289275512,0.5734525032,-24.5595660813,182.530416907381,15161.417323634,17.2259274118
2014-07-29,10208.9,10133.3,10208.9,9830.8,1500.0,1.5,POT_RRC,0.0150332581007586,0.0384607559913741,0.0150332581007586,0.0322944608835997,0.0304929204476518,0.0402480370078963,22700.0,14017.142857142857,36074.76190476191,-0.4219858085991985,10409.3,10021.368,8925.181,10387.159047619049,10218.041725490197,9640.429861386136,10249.278896648462,10326.39745316209,77.11855651362748,150.24073825911088,45.39066880422139,10917.526824620272,9901.073175379726,0.4353884708333165,4495729735,3397030707,2599268982,78518648,-936975308,1995444650,11629017414,-28327723055,-22968556107,32620060262,-1908193950,-1190837147,127594288,2762927,-2236125038,-12252000406,-6416619657,0,73290064372,-53981883364,0,0,-955638782,11935922569,0,0,78478427708,-79086840738,0,-7148942680,-7757355710,-8073433547,58280063114,0,50206629567,-0.2613311875866038,119162860284,3520344776,0.3453588096339919,720975957,-1995444650,119162860284,-402619000,118760241284,-96793725095,21966516189,-2197604880,0,-6566973989,-8038316378,5884596899,1152310977,-2330857841,-210320300,941990677,4495729735,-975384959,3520344776,3520344776,0.3944817976,1.2921672527,0.3708854052271784,1.5041581293930042,0.8098423869,4.885721882,114.25539765922464,103.6684215551,38.877592657,256.8014118713246,3.5208407201,0.061983924438117,0.1849652371155921,0.0296424522040296,0.0343717719,30.9772970501,0.0155629064,21247630216.0,7361225822,0.032051282,2.344511931,0.2599728646,1.6645127938,-3.689015288898141,2.292167252728061,300866997600,19286346,29.8442307231,1.0289275512,0.5734525032,-24.5595660813,182.530416907381,15161.417323634,17.2259274118
2014-07-30,10435.8,9830.8,10435.8,9603.9,36480.0,2.22,POT_RRC,0.0222257050220884,0.0073068792772268,0.0298520718818153,0.0227605282778067,0.0308228202626272,0.0395450263049066,8236.0,15316.190476190475,36450.31746031746,-0.3881317865032649,10439.55,10050.104,8962.96,10389.682857142856,10234.293960784316,9670.34310891089,10263.095274674502,10343.228614214077,80.13333953957408,136.2192585152035,53.526419423243965,10868.65866002181,10010.441339978188,0.6267120106066404,4495729735,3397030707,2599268982,78518648,-936975308,1995444650,11629017414,-28327723055,-22968556107,32620060262,-1908193950,-1190837147,127594288,2762927,-2236125038,-12252000406,-6416619657,0,73290064372,-53981883364,0,0,-955638782,11935922569,0,0,78478427708,-79086840738,0,-7148942680,-7757355710,-8073433547,58280063114,0,50206629567,-0.2613311875866038,119162860284,3520344776,0.3453588096339919,720975957,-1995444650,119162860284,-402619000,118760241284,-96793725095,21966516189,-2197604880,0,-6566973989,-8038316378,5884596899,1152310977,-2330857841,-210320300,941990677,4495729735,-975384959,3520344776,3520344776,0.3944817976,1.2921672527,0.3708854052271784,1.5041581293930042,0.8098423869,4.885721882,114.25539765922464,103.6684215551,38.877592657,256.8014118713246,3.5208407201,0.061983924438117,0.1849652371155921,0.0296424522040296,0.0343717719,30.9772970501,0.0155629064,21247630216.0,7361225822,0.032051282,2.344511931,0.2599728646,1.6645127938,-3.689015288898141,2.292167252728061,300866997600,19286346,29.8442307231,1.0289275512,0.5734525032,-24.5595660813,182.530416907381,15161.417323634,17.2259274118
2014-07-31,10284.5,10057.7,10284.5,9906.4,14620.0,-1.45,POT_RRC,-0.0144981697617815,-0.0144981697617815,0.0074053032158214,0.0234871093084411,0.0297891453458669,0.0395331435181071,11120.0,15707.619047619048,35503.01587301587,-0.4107061079801919,10420.645,10071.278,8999.949,10374.91619047619,10243.485960784314,9696.512217821784,10264.6808098838,10334.193442796526,69.51263291272699,122.87793339470824,48.02186543603269,10841.616025256742,9999.673974743258,0.4972647348698195,4495729735,3397030707,2599268982,78518648,-936975308,1995444650,11629017414,-28327723055,-22968556107,32620060262,-1908193950,-1190837147,127594288,2762927,-2236125038,-12252000406,-6416619657,0,73290064372,-53981883364,0,0,-955638782,11935922569,0,0,78478427708,-79086840738,0,-7148942680,-7757355710,-8073433547,58280063114,0,50206629567,-0.2613311875866038,119162860284,3520344776,0.3453588096339919,720975957,-1995444650,119162860284,-402619000,118760241284,-96793725095,21966516189,-2197604880,0,-6566973989,-8038316378,5884596899,1152310977,-2330857841,-210320300,941990677,4495729735,-975384959,3520344776,3520344776,0.3944817976,1.2921672527,0.3708854052271784,1.5041581293930042,0.8098423869,4.885721882,114.25539765922464,103.6684215551,38.877592657,256.8014118713246,3.5208407201,0.061983924438117,0.1849652371155921,0.0296424522040296,0.0343717719,30.9772970501,0.0155629064,21247630216.0,7361225822,0.032051282,2.344511931,0.2599728646,1.6645127938,-3.689015288898141,2.292167252728061,300866997600,19286346,29.8442307231,1.0289275512,0.5734525032,-24.5595660813,182.530416907381,15161.417323634,17.2259274118
2014-08-01,9830.8,9830.8,10662.6,9830.8,24050.0,-4.41,POT_RRC,-0.0441149302348194,-0.0579735142490274,0.0,0.0296891524104168,0.0249067730398362,0.0390266425753658,15630.0,15790.952380952382,33026.031746031746,-0.4783992319331452,10382.835,10087.914,9033.848999999998,10318.740476190476,10234.055450980391,9712.964712871286,10232.541490633148,10256.748297750906,24.206807117758217,103.14370813931824,35.41902789092171,10871.319247551248,9894.350752448754,0.2008914064296637,4495729735,3397030707,2599268982,78518648,-936975308,1995444650,11629017414,-28327723055,-22968556107,32620060262,-1908193950,-1190837147,127594288,2762927,-2236125038,-12252000406,-6416619657,0,73290064372,-53981883364,0,0,-955638782,11935922569,0,0,78478427708,-79086840738,0,-7148942680,-7757355710,-8073433547,58280063114,0,50206629567,-0.2613311875866038,119162860284,3520344776,0.3453588096339919,720975957,-1995444650,119162860284,-402619000,118760241284,-96793725095,21966516189,-2197604880,0,-6566973989,-8038316378,5884596899,1152310977,-2330857841,-210320300,941990677,4495729735,-975384959,3520344776,3520344776,0.3944817976,1.2921672527,0.3708854052271784,1.5041581293930042,0.8098423869,4.885721882,114.25539765922464,103.6684215551,38.877592657,256.8014118713246,3.5208407201,0.061983924438117,0.1849652371155921,0.0296424522040296,0.0343717719,30.9772970501,0.0155629064,21247630216.0,7361225822,0.032051282,2.344511931,0.2599728646,1.6645127938,-3.689015288898141,2.292167252728061,300866997600,19286346,29.8442307231,1.0289275512,0.5734525032,-24.5595660813,182.530416907381,15161.417323634,17.2259274118
2014-08-04,10587.0,10360.1,10587.0,10360.1,300.0,7.69,POT_RRC,0.0769215119827482,0.0526263459836742,-0.0070902031399471,0.0452097256664112,0.0304433588693308,0.0386978285344218,15390.0,14943.333333333334,31572.06349206349,-0.3655723852652517,10394.18,10107.576,9071.692,10338.18476190476,10253.627450980392,9743.720178217822,10258.797676512177,10307.556251943077,48.75857543090024,92.26668159763464,57.08089108529965,10890.910864755197,9897.449135244804,0.808788782659312,4495729735,3397030707,2599268982,78518648,-936975308,1995444650,11629017414,-28327723055,-22968556107,32620060262,-1908193950,-1190837147,127594288,2762927,-2236125038,-12252000406,-6416619657,0,73290064372,-53981883364,0,0,-955638782,11935922569,0,0,78478427708,-79086840738,0,-7148942680,-7757355710,-8073433547,58280063114,0,50206629567,-0.2613311875866038,119162860284,3520344776,0.3453588096339919,720975957,-1995444650,119162860284,-402619000,118760241284,-96793725095,21966516189,-2197604880,0,-6566973989,-8038316378,5884596899,1152310977,-2330857841,-210320300,941990677,4495729735,-975384959,3520344776,3520344776,0.3944817976,1.2921672527,0.3708854052271784,1.5041581293930042,0.8098423869,4.885721882,114.25539765922464,103.6684215551,38.877592657,256.8014118713246,3.5208407201,0.061983924438117,0.1849652371155921,0.0296424522040296,0.0343717719,30.9772970501,0.0155629064,21247630216.0,7361225822,0.032051282,2.344511931,0.2599728646,1.6645127938,-3.689015288898141,2.292167252728061,300866997600,19286346,29.8442307231,1.0289275512,0.5734525032,-24.5595660813,182.530416907381,15161.417323634,17.2259274118
2014-08-05,10587.0,9906.4,10587.0,9679.6,24400.0,0.0,POT_RRC,0.0,0.0370363114537315,0.0,0.0453834276944181,0.0300299457199651,0.0376227577680226,19970.0,15893.333333333334,31284.761904761905,-0.3655723852652517,10405.525,10124.212,9108.811,10356.548571428571,10272.428392156862,9773.726277227724,10283.108959733496,10350.547597797986,67.43863806449008,87.30107289100573,57.08089108529965,10909.293179246664,9901.756820753337,0.9362608880648448,4495729735,3397030707,2599268982,78518648,-936975308,1995444650,11629017414,-28327723055,-22968556107,32620060262,-1908193950,-1190837147,127594288,2762927,-2236125038,-12252000406,-6416619657,0,73290064372,-53981883364,0,0,-955638782,11935922569,0,0,78478427708,-79086840738,0,-7148942680,-7757355710,-8073433547,58280063114,0,50206629567,-0.2613311875866038,119162860284,3520344776,0.3453588096339919,720975957,-1995444650,119162860284,-402619000,118760241284,-96793725095,21966516189,-2197604880,0,-6566973989,-8038316378,5884596899,1152310977,-2330857841,-210320300,941990677,4495729735,-975384959,3520344776,3520344776,0.3944817976,1.2921672527,0.3708854052271784,1.5041581293930042,0.8098423869,4.885721882,114.25539765922464,103.6684215551,38.877592657,256.8014118713246,3.5208407201,0.061983924438117,0.1849652371155921,0.0296424522040296,0.0343717719,30.9772970501,0.0155629064,21247630216.0,7361225822,0.032051282,2.344511931,0.2599728646,1.6645127938,-3.689015288898141,2.292167252728061,300866997600,19286346,29.8442307231,1.0289275512,0.5734525032,-24.5595660813,182.530416907381,15161.417323634,17.2259274118
2014-08-06,10587.0,9830.8,10587.0,9830.8,15600.0,0.0,POT_RRC,0.0,0.0144885873627322,0.0219013329987161,0.0447386952533419,0.0300299457199651,0.0353178678584715,15794.0,15821.90476190476,28748.25396825397,-0.3655723852652517,10409.305,10134.798,9149.549,10373.831904761906,10290.57694117647,9802.997346534654,10305.619407160644,10386.92489044445,81.3054832838061,86.10195496956581,57.08089108529965,10917.532920172194,9901.077079827806,0.9362608880648448,4495729735,3397030707,2599268982,78518648,-936975308,1995444650,11629017414,-28327723055,-22968556107,32620060262,-1908193950,-1190837147,127594288,2762927,-2236125038,-12252000406,-6416619657,0,73290064372,-53981883364,0,0,-955638782,11935922569,0,0,78478427708,-79086840738,0,-7148942680,-7757355710,-8073433547,58280063114,0,50206629567,-0.2613311875866038,119162860284,3520344776,0.3453588096339919,720975957,-1995444650,119162860284,-402619000,118760241284,-96793725095,21966516189,-2197604880,0,-6566973989,-8038316378,5884596899,1152310977,-2330857841,-210320300,941990677,4495729735,-975384959,3520344776,3520344776,0.3944817976,1.2921672527,0.3708854052271784,1.5041581293930042,0.8098423869,4.885721882,114.25539765922464,103.6684215551,38.877592657,256.8014118713246,3.5208407201,0.061983924438117,0.1849652371155921,0.0296424522040296,0.0343717719,30.9772970501,0.0155629064,21247630216.0,7361225822,0.032051282,2.344511931,0.2599728646,1.6645127938,-3.689015288898141,2.292167252728061,300866997600,19286346,29.8442307231,1.0289275512,0.5734525032,-24.5595660813,182.530416907381,15161.417323634,17.2259274118
2014-08-07,10435.8,10435.8,10587.0,9982.0,4700.0,-1.43,POT_RRC,-0.0142816661943894,0.0147114589916863,0.0073068792772268,0.0447168244773985,0.0300592875857745,0.0347386969512722,13810.0,15845.714285714286,28159.36507936508,-0.3881317865032649,10409.304999999998,10145.386,9187.328,10376.355238095235,10302.38094117647,9828.467663366337,10315.262414037634,10394.44413806838,79.18172403074641,84.71790878180194,51.74932542505823,10917.532920172192,9901.077079827804,0.8234842360657652,4495729735,3397030707,2599268982,78518648,-936975308,1995444650,11629017414,-28327723055,-22968556107,32620060262,-1908193950,-1190837147,127594288,2762927,-2236125038,-12252000406,-6416619657,0,73290064372,-53981883364,0,0,-955638782,11935922569,0,0,78478427708,-79086840738,0,-7148942680,-7757355710,-8073433547,58280063114,0,50206629567,-0.2613311875866038,119162860284,3520344776,0.3453588096339919,720975957,-1995444650,119162860284,-402619000,118760241284,-96793725095,21966516189,-2197604880,0,-6566973989,-8038316378,5884596899,1152310977,-2330857841,-210320300,941990677,4495729735,-975384959,3520344776,3520344776,0.3944817976,1.2921672527,0.3708854052271784,1.5041581293930042,0.8098423869,4.885721882,114.25539765922464,103.6684215551,38.877592657,256.8014118713246,3.5208407201,0.061983924438117,0.1849652371155921,0.0296424522040296,0.0343717719,30.9772970501,0.0155629064,21247630216.0,7361225822,0.032051282,2.344511931,0.2599728646,1.6645127938,-3.689015288898141,2.292167252728061,300866997600,19286346,29.8442307231,1.0289275512,0.5734525032,-24.5595660813,182.530416907381,15161.417323634,17.2259274118
2014-08-08,10511.4,9830.8,10587.0,9830.8,9980.0,0.72,POT_RRC,0.0072442936813661,0.0692313952069008,0.0,0.0360437449360395,0.0300496442386082,0.0332519950945951,10996.0,15044.761904761905,25716.031746031746,-0.3768520858842583,10413.085,10168.072,9225.863,10386.078571428572,10316.734431372548,9854.68691089109,10329.79112410892,10412.437347596322,82.64622348740158,84.30357172292187,54.21645169218058,10923.263467329583,9902.906532670417,0.905165060332984,4495729735,3397030707,2599268982,78518648,-936975308,1995444650,11629017414,-28327723055,-22968556107,32620060262,-1908193950,-1190837147,127594288,2762927,-2236125038,-12252000406,-6416619657,0,73290064372,-53981883364,0,0,-955638782,11935922569,0,0,78478427708,-79086840738,0,-7148942680,-7757355710,-8073433547,58280063114,0,50206629567,-0.2613311875866038,119162860284,3520344776,0.3453588096339919,720975957,-1995444650,119162860284,-402619000,118760241284,-96793725095,21966516189,-2197604880,0,-6566973989,-8038316378,5884596899,1152310977,-2330857841,-210320300,941990677,4495729735,-975384959,3520344776,3520344776,0.3944817976,1.2921672527,0.3708854052271784,1.5041581293930042,0.8098423869,4.885721882,114.25539765922464,103.6684215551,38.877592657,256.8014118713246,3.5208407201,0.061983924438117,0.1849652371155921,0.0296424522040296,0.0343717719,30.9772970501,0.0155629064,21247630216.0,7361225822,0.032051282,2.344511931,0.2599728646,1.6645127938,-3.689015288898141,2.292167252728061,300866997600,19286346,29.8442307231,1.0289275512,0.5734525032,-24.5595660813,182.530416907381,15161.417323634,17.2259274118
2014-08-11,10208.9,9982.0,10662.6,9906.4,22080.0,-2.88,POT_RRC,-0.0287782788210895,-0.0357136110323982,-0.0217424634431475,0.0143882151085259,0.0307349696803203,0.0335290965772763,15352.0,15948.57142857143,25037.93650793651,-0.4219858085991985,10394.18,10177.146,9261.373,10366.63238095238,10318.335529411765,9874.15299009901,10320.83622602678,10381.12390950458,60.28768347780169,79.50039407389784,43.86198452558677,10905.244303710171,9883.11569628983,0.3897613311885527,4495729735,3397030707,2599268982,78518648,-936975308,1995444650,11629017414,-28327723055,-22968556107,32620060262,-1908193950,-1190837147,127594288,2762927,-2236125038,-12252000406,-6416619657,0,73290064372,-53981883364,0,0,-955638782,11935922569,0,0,78478427708,-79086840738,0,-7148942680,-7757355710,-8073433547,58280063114,0,50206629567,-0.2613311875866038,119162860284,3520344776,0.3453588096339919,720975957,-1995444650,119162860284,-402619000,118760241284,-96793725095,21966516189,-2197604880,0,-6566973989,-8038316378,5884596899,1152310977,-2330857841,-210320300,941990677,4495729735,-975384959,3520344776,3520344776,0.3944817976,1.2921672527,0.3708854052271784,1.5041581293930042,0.8098423869,4.885721882,114.25539765922464,103.6684215551,38.877592657,256.8014118713246,3.5208407201,0.061983924438117,0.1849652371155921,0.0296424522040296,0.0343717719,30.9772970501,0.0155629064,21247630216.0,7361225822,0.032051282,2.344511931,0.2599728646,1.6645127938,-3.689015288898141,2.292167252728061,300866997600,19286346,29.8442307231,1.0289275512,0.5734525032,-24.5595660813,182.530416907381,15161.417323634,17.2259274118
2014-08-12,10662.6,10057.7,10662.6,10057.7,30200.0,4.44,POT_RRC,0.0444416146695532,0.0071408330971947,0.0217328810440982,0.0275899020380572,0.0321333718959054,0.0321360870750002,16512.0,15548.57142857143,24718.4126984127,-0.3542926846462452,10390.395,10196.806,9300.696,10392.196190476192,10337.37294117647,9901.90005940594,10346.152061135906,10424.427923426952,78.275862291046,79.25548771732747,57.80722628940487,10891.757591660204,9889.032408339795,1.0,4495729735,3397030707,2599268982,78518648,-936975308,1995444650,11629017414,-28327723055,-22968556107,32620060262,-1908193950,-1190837147,127594288,2762927,-2236125038,-12252000406,-6416619657,0,73290064372,-53981883364,0,0,-955638782,11935922569,0,0,78478427708,-79086840738,0,-7148942680,-7757355710,-8073433547,58280063114,0,50206629567,-0.2613311875866038,119162860284,3520344776,0.3453588096339919,720975957,-1995444650,119162860284,-402619000,118760241284,-96793725095,21966516189,-2197604880,0,-6566973989,-8038316378,5884596899,1152310977,-2330857841,-210320300,941990677,4495729735,-975384959,3520344776,3520344776,0.3944817976,1.2921672527,0.3708854052271784,1.5041581293930042,0.8098423869,4.885721882,114.25539765922464,103.6684215551,38.877592657,256.8014118713246,3.5208407201,0.061983924438117,0.1849652371155921,0.0296424522040296,0.0343717719,30.9772970501,0.0155629064,21247630216.0,7361225822,0.032051282,2.344511931,0.2599728646,1.6645127938,-3.689015288898141,2.292167252728061,300866997600,19286346,29.8442307231,1.0289275512,0.5734525032,-24.5595660813,182.530416907381,15161.417323634,17.2259274118
2014-08-13,10587.0,10587.0,10587.0,10587.0,1000.0,-0.71,POT_RRC,-0.0070902031399471,0.0,0.0,0.0278814073141105,0.0320239848510098,0.0309340311857769,13592.0,15562.857142857143,21282.698412698413,-0.3655723852652517,10386.615,10213.442,9335.482,10410.920476190477,10352.674666666666,9927.371425742576,10363.992649199914,10449.4390121305,85.44636293058466,80.4936627599789,55.17216951505255,10880.419420159304,9892.810579840696,0.8823015265698709,4495729735,3397030707,2599268982,78518648,-936975308,1995444650,11629017414,-28327723055,-22968556107,32620060262,-1908193950,-1190837147,127594288,2762927,-2236125038,-12252000406,-6416619657,0,73290064372,-53981883364,0,0,-955638782,11935922569,0,0,78478427708,-79086840738,0,-7148942680,-7757355710,-8073433547,58280063114,0,50206629567,-0.2613311875866038,119162860284,3520344776,0.3453588096339919,720975957,-1995444650,119162860284,-402619000,118760241284,-96793725095,21966516189,-2197604880,0,-6566973989,-8038316378,5884596899,1152310977,-2330857841,-210320300,941990677,4495729735,-975384959,3520344776,3520344776,0.3944817976,1.2921672527,0.3708854052271784,1.5041581293930042,0.8098423869,4.885721882,114.25539765922464,103.6684215551,38.877592657,256.8014118713246,3.5208407201,0.061983924438117,0.1849652371155921,0.0296424522040296,0.0343717719,30.9772970501,0.0155629064,21247630216.0,7361225822,0.032051282,2.344511931,0.2599728646,1.6645127938,-3.689015288898141,2.292167252728061,300866997600,19286346,29.8442307231,1.0289275512,0.5734525032,-24.5595660813,182.530416907381,15161.417323634,17.2259274118
2014-08-14,10813.9,10587.0,10813.9,10511.4,10300.0,2.14,POT_RRC,0.0214319448380089,0.0362310508058798,0.0070402205190767,0.027784088729045,0.0323207299074455,0.028777556617034,14712.0,15495.714285714286,19381.74603174603,-0.3317183631693182,10397.96,10239.154,9374.049,10451.614285714286,10376.222039215689,9956.64702970297,10397.31911962955,10505.50993334119,108.19081371164066,86.03309295031126,61.2838496933253,10920.72541342569,9875.194586574313,1.0,4495729735,3397030707,2599268982,78518648,-936975308,1995444650,11629017414,-28327723055,-22968556107,32620060262,-1908193950,-1190837147,127594288,2762927,-2236125038,-12252000406,-6416619657,0,73290064372,-53981883364,0,0,-955638782,11935922569,0,0,78478427708,-79086840738,0,-7148942680,-7757355710,-8073433547,58280063114,0,50206629567,-0.2613311875866038,119162860284,3520344776,0.3453588096339919,720975957,-1995444650,119162860284,-402619000,118760241284,-96793725095,21966516189,-2197604880,0,-6566973989,-8038316378,5884596899,1152310977,-2330857841,-210320300,941990677,4495729735,-975384959,3520344776,3520344776,0.3944817976,1.2921672527,0.3708854052271784,1.5041581293930042,0.8098423869,4.885721882,114.25539765922464,103.6684215551,38.877592657,256.8014118713246,3.5208407201,0.061983924438117,0.1849652371155921,0.0296424522040296,0.0343717719,30.9772970501,0.0155629064,21247630216.0,7361225822,0.032051282,2.344511931,0.2599728646,1.6645127938,-3.689015288898141,2.292167252728061,300866997600,19286346,29.8442307231,1.0289275512,0.5734525032,-24.5595660813,182.530416907381,15161.417323634,17.2259274118
