date,close,open,high,low,volume,change,symbol,return_day,return_week,return_month,volatility_day,volatility_week,volatility_month,liquidity_day,liquidity_week,liquidity_month,high_minus_close,low_minus_open,cumulative_return,stochastic_osc,atr,adx_14,adx_20,sma_3,sma_7,sma_14,sma_21,sma_50,sma_100,wma_3,wma_7,wma_14,wma_21,wma_50,wma_100,ema_6,ema_12,ema_26,out_macd,out_macd_signal,out_macd_hist,rsi_6,rsi_12,rsi_14,stochrsi_6,stochrsi_12,stochrsi_14,bbands_middle,bbands_upper,bbands_lower,obv,mfi_14,mom_1,mom_3,mom_7,cci_12,cci_20,rocr_3,rocr_12,willr,trix,net_profit_loss_before_tax,depreciation_fixed_assets,credit_risk_reserve,unrealized_forex_gain_loss,investment_income_loss,interest_income,interest_dividend_income,net_cash_flow_operating_before_wc_changes,change_in_receivables,change_in_inventories,change_in_payables,change_in_prepaid_expenses,interest_expense_paid,corporate_income_tax_paid,other_cash_inflows_operating,other_cash_outflows_operating,net_cash_flow_from_business_activities,capital_expenditure,cash_from_fixed_assets_sale,cash_outflow_loans_debt_instruments,cash_inflow_loan_recoveries,investments_in_other_businesses,cash_from_sale_investments,dividends_profit_received,cash_flow_investing,increase_in_equity,cash_used_share_repurchase,cash_from_borrowings,cash_repayment_borrowings,dividends_paid,cash_flow_financing,net_cash_flow_period,cash_and_equivalents,exchange_rate_effect,ending_cash_equivalents,revenue_growth_percent,revenue_vnd,net_profit_after_tax_parent_vnd,profit_growth_percent,financial_income,interest_expense,sales_revenue_service_income,revenue_deductions,net_revenue,cogs,gross_profit,financial_expenses,profit_loss_associates,selling_expenses,administrative_expenses,operating_profit_loss,other_income,profit_loss_joint_ventures,other_income_expense,other_profit,profit_before_tax,current_corporate_tax_expense,deferred_corporate_tax_expense,net_profit,minority_interest,parent_company_shareholders,loans_to_equity_ratio,debt_to_equity,fixed_assets_to_equity,equity_to_chartered_capital,asset_turnover,fixed_asset_turnover,avg_collection_period,avg_inventory_days,avg_payment_days,cash_cycle,inventory_turnover,ebit_margin_percent,gross_profit_margin_percent,net_profit_margin_percent,roe_percent,roic_percent,roa_percent,ebitda_billion_vnd,ebit_billion_vnd,dividend_yield_percent,current_ratio,cash_ratio,quick_ratio,interest_coverage,financial_leverage,market_cap_billion_vnd,shares_outstanding_million,pe,pb,ps,p_cash_flow,eps_vnd,bvps_vnd,ev_ebitda
2019-10-11,30039.1,30235.7,30235.7,29410.0,12710.0,0.0,CMG_RRV,0.0,0.0159579625216172,-0.0026097610375295,0.0071366687086368,0.0105781826538945,0.01612531059127,42420.0,44810.47619047619,70446.03174603175,0.0065022473433723,-0.0273087773724438,0.6067126658108686,86.26011998369147,890.2857142857143,,,29934.233333333337,29747.0,29617.81428571429,29428.719047619048,30097.274000000005,30001.294,29986.666666666668,29825.638095238093,29739.76095238095,29589.106493506493,29741.650745098043,30144.040165016497,29836.08687200599,29711.265740866245,29723.104083247803,-11.838342381557595,-124.78636239770938,112.9480200161518,76.07216067040125,64.98055456676087,62.8960057488486,1.0,0.8863280025552125,0.9335272506467732,29428.719047619048,30279.964102445512,28577.473992792584,-1016800.0,80.94870528137879,0.0,314.59999999999854,157.29999999999927,88.43063350883797,91.0235494177694,1.0105838617975071,1.027341884132154,-13.739880016308536,-0.0715876641884993,84251624836,47715704754,-8118664882,758105118,-16262217799,12699673426,0,121044225453,126801864260,3126333510,-262908602502,33529404762,-20166576491,-5820858593,0,-10486547119,-14880756720,-141591739447,70652736,-705082000000,-24807601762,0,0,8994172448,-862416516025,844558000000,0,749841193916,-707592174131,-29607812845,857199206940,-20098065805,233765878930,51742090,213719555215,-0.0810141597352193,1170480231200,44796535573,0.1160924799515395,7705531838,-12699673426,1170480231200,17479855359,1187960086559,-971490174932,216469911627,-12831680294,4990459821,-91701665664,-46761154859,77871402469,3103905926,0,-1440307559,1663598367,79535000836,-15863108136,-20084714,63651807986,18855272413,44796535573,0.8056305785,1.0916979225,0.5275063063640799,1.145751851045352,1.2496623698,4.510908503,90.96799229213336,18.7218298208,51.622434921,161.31225703393338,19.4959575797,0.0656647407489525,0.1822198523975822,0.0377087884347663,0.0763184421,0.0731281145,0.0302654512,417197974474.0,78007091104,0.0366056572,1.7932165289,0.1247285031,1.6962738231,-6.142448588031905,2.11467293069398,3004995973300,99999866,19.3171388234,1.5813235222,0.6006674659,8.7908061315,447.96595600438104,19003.0689979525,10.1953107978
2019-10-12,30039.1,30065.3,30170.166666666668,29383.8,19833.333333333332,0.0,CMG_RRV,0.0,0.0213906834410064,0.0213906834410064,0.0058272135555934,0.0105717463373314,0.01612531059127,42046.66666666667,42890.793650793654,69147.83068783068,0.0043593999283782,-0.0226673274505825,0.6067126658108686,86.1544782251437,883.7333333333333,,,30039.1,29791.938095238093,29698.32380952381,29459.923809523803,30054.81,30024.923000000003,30039.099999999995,29898.663095238095,29795.93238095238,29644.59567099567,29739.369411764703,30144.78879867987,29894.090622861426,29761.701780732976,29746.51118819241,15.190592540566286,-96.79097141005424,111.98156395062054,76.07216067040125,64.98055456676087,62.8960057488486,1.0,0.8863280025552125,0.8982529596195384,29459.923809523803,30351.34844711767,28568.499171929932,-1016800.0,76.30493646663388,0.0,314.59999999999854,314.5666666666657,66.6718240556732,82.38700035083556,1.0105838617975071,1.015956817159497,-13.845521774856294,-0.0570601875962473,84251624836,47715704754,-8118664882,758105118,-16262217799,12699673426,0,121044225453,126801864260,3126333510,-262908602502,33529404762,-20166576491,-5820858593,0,-10486547119,-14880756720,-141591739447,70652736,-705082000000,-24807601762,0,0,8994172448,-862416516025,844558000000,0,749841193916,-707592174131,-29607812845,857199206940,-20098065805,233765878930,51742090,213719555215,-0.0810141597352193,1170480231200,44796535573,0.1160924799515395,7705531838,-12699673426,1170480231200,17479855359,1187960086559,-971490174932,216469911627,-12831680294,4990459821,-91701665664,-46761154859,77871402469,3103905926,0,-1440307559,1663598367,79535000836,-15863108136,-20084714,63651807986,18855272413,44796535573,0.8056305785,1.0916979225,0.5275063063640799,1.145751851045352,1.2496623698,4.510908503,90.96799229213336,18.7218298208,51.622434921,161.31225703393338,19.4959575797,0.0656647407489525,0.1822198523975822,0.0377087884347663,0.0763184421,0.0731281145,0.0302654512,417197974474.0,78007091104,0.0366056572,1.7932165289,0.1247285031,1.6962738231,-6.142448588031905,2.11467293069398,3004995973300,99999866,19.3171388234,1.5813235222,0.6006674659,8.7908061315,447.96595600438104,19003.0689979525,10.1953107978
2019-10-13,30039.1,29894.9,30104.63333333333,29357.6,26956.666666666664,0.0,CMG_RRV,0.0,0.0105838617975071,0.0223014041750897,0.0047332468887377,0.0105651195920084,0.01612531059127,26558.0,41209.04761904762,68184.76190476191,0.0021921241861766,-0.0179729652883936,0.6067126658108686,86.04719938487008,845.3499999999998,,,30039.1,29859.342857142856,29755.428571428572,29492.376190476192,30017.85066666667,30049.28,30039.099999999995,29960.45357142857,29841.369206349205,29697.24805194805,29738.753333333338,30145.069531353132,29935.521873472444,29804.378429850974,29768.18443351149,36.19399633948706,-70.19397786014599,106.38797419963304,76.07216067040125,64.98055456676087,62.8960057488486,1.0,0.8863280025552125,0.8982529596195384,29492.376190476192,30417.151625113904,28567.60075583848,-1016800.0,70.07009164819256,0.0,0.0,471.8333333333321,47.69066166871833,75.28901881030316,1.0,1.0186682311130404,-13.952800615129908,-0.0430103521828595,84251624836,47715704754,-8118664882,758105118,-16262217799,12699673426,0,121044225453,126801864260,3126333510,-262908602502,33529404762,-20166576491,-5820858593,0,-10486547119,-14880756720,-141591739447,70652736,-705082000000,-24807601762,0,0,8994172448,-862416516025,844558000000,0,749841193916,-707592174131,-29607812845,857199206940,-20098065805,233765878930,51742090,213719555215,-0.0810141597352193,1170480231200,44796535573,0.1160924799515395,7705531838,-12699673426,1170480231200,17479855359,1187960086559,-971490174932,216469911627,-12831680294,4990459821,-91701665664,-46761154859,77871402469,3103905926,0,-1440307559,1663598367,79535000836,-15863108136,-20084714,63651807986,18855272413,44796535573,0.8056305785,1.0916979225,0.5275063063640799,1.145751851045352,1.2496623698,4.510908503,90.96799229213336,18.7218298208,51.622434921,161.31225703393338,19.4959575797,0.0656647407489525,0.1822198523975822,0.0377087884347663,0.0763184421,0.0731281145,0.0302654512,417197974474.0,78007091104,0.0366056572,1.7932165289,0.1247285031,1.6962738231,-6.142448588031905,2.11467293069398,3004995973300,99999866,19.3171388234,1.5813235222,0.6006674659,8.7908061315,447.96595600438104,19003.0689979525,10.1953107978
2019-10-14,30039.1,29724.5,30039.1,29331.4,34080.0,0.0,CMG_RRV,0.0,0.0105838617975071,0.0232137504428153,0.0047332468887377,0.010558301563256,0.01612531059127,31042.0,39765.23809523809,67556.8253968254,0.0,-0.0132247809046409,0.6067126658108686,85.0003179245882,775.1357142857139,,,30039.1,29949.214285714286,29789.12857142857,29526.07619047619,29986.395999999997,30074.486666666664,30039.099999999995,30005.39285714286,29879.19206349206,29746.950216450216,29739.586640522877,30144.86794719472,29965.11562390889,29840.489440643138,29788.25225325138,52.23718739175456,-45.707744809765884,97.94493220152044,76.07216067040125,64.98055456676087,62.8960057488486,1.0,0.8863280025552125,0.8982529596195384,29526.07619047619,30477.41126525761,28574.741115694767,-1016800.0,62.20768482286121,0.0,0.0,629.0999999999985,22.693329112366246,64.36100218150618,1.0,1.026882988578832,-14.999682075411798,-0.0297999464851872,84251624836,47715704754,-8118664882,758105118,-16262217799,12699673426,0,121044225453,126801864260,3126333510,-262908602502,33529404762,-20166576491,-5820858593,0,-10486547119,-14880756720,-141591739447,70652736,-705082000000,-24807601762,0,0,8994172448,-862416516025,844558000000,0,749841193916,-707592174131,-29607812845,857199206940,-20098065805,233765878930,51742090,213719555215,-0.0810141597352193,1170480231200,44796535573,0.1160924799515395,7705531838,-12699673426,1170480231200,17479855359,1187960086559,-971490174932,216469911627,-12831680294,4990459821,-91701665664,-46761154859,77871402469,3103905926,0,-1440307559,1663598367,79535000836,-15863108136,-20084714,63651807986,18855272413,44796535573,0.8056305785,1.0916979225,0.5275063063640799,1.145751851045352,1.2496623698,4.510908503,90.96799229213336,18.7218298208,51.622434921,161.31225703393338,19.4959575797,0.0656647407489525,0.1822198523975822,0.0377087884347663,0.0763184421,0.0731281145,0.0302654512,417197974474.0,78007091104,0.0366056572,1.7932165289,0.1247285031,1.6962738231,-6.142448588031905,2.11467293069398,3004995973300,99999866,19.3171388234,1.5813235222,0.6006674659,8.7908061315,447.96595600438104,19003.0689979525,10.1953107978
2019-10-15,29763.9,29960.4,29960.4,29763.9,14430.0,-0.92,CMG_RRV,-0.0091613929844768,-0.0091613929844768,0.0147452900304791,0.0040970994963758,0.0096886920859162,0.0153560978832118,21602.0,38604.28571428572,66374.60317460318,0.0065586574278047,-0.0065586574278047,0.5919929396662389,67.50174858523569,727.3928571428563,,,29947.36666666667,29954.842857142856,29808.79285714286,29574.757142857143,29954.942000000003,30097.791,29901.5,29959.06428571429,29875.828253968255,29768.57056277056,29730.86130718954,30138.71771617161,29907.62544564921,29828.70644977496,29786.448382640167,42.25806713479324,-28.114582420854063,70.3726495556473,25.87827736584883,45.91781869428623,47.83949869888259,0.0,0.0031388599080743,0.0793356264631624,29574.757142857143,30459.808876472776,28689.70540924151,-1031230.0,60.46022418072222,-275.1999999999971,-275.1999999999971,39.400000000001455,31.494126903839582,64.32010902455342,0.9908386070155232,0.9895439917016864,-32.49825141476431,-0.0194700251025747,84251624836,47715704754,-8118664882,758105118,-16262217799,12699673426,0,121044225453,126801864260,3126333510,-262908602502,33529404762,-20166576491,-5820858593,0,-10486547119,-14880756720,-141591739447,70652736,-705082000000,-24807601762,0,0,8994172448,-862416516025,844558000000,0,749841193916,-707592174131,-29607812845,857199206940,-20098065805,233765878930,51742090,213719555215,-0.0810141597352193,1170480231200,44796535573,0.1160924799515395,7705531838,-12699673426,1170480231200,17479855359,1187960086559,-971490174932,216469911627,-12831680294,4990459821,-91701665664,-46761154859,77871402469,3103905926,0,-1440307559,1663598367,79535000836,-15863108136,-20084714,63651807986,18855272413,44796535573,0.8056305785,1.0916979225,0.5275063063640799,1.145751851045352,1.2496623698,4.510908503,90.96799229213336,18.7218298208,51.622434921,161.31225703393338,19.4959575797,0.0656647407489525,0.1822198523975822,0.0377087884347663,0.0763184421,0.0731281145,0.0302654512,417197974474.0,78007091104,0.0366056572,1.7932165289,0.1247285031,1.6962738231,-6.142448588031905,2.11467293069398,3004995973300,99999866,19.3171388234,1.5813235222,0.6006674659,8.7908061315,447.96595600438104,19003.0689979525,10.1953107978
2019-10-16,29881.8,29724.5,29881.8,29174.1,63600.0,0.4,CMG_RRV,0.0039611744428653,-0.0052365084173626,0.0396707211846243,0.0048531837438614,0.0095370991910819,0.0125577650064778,31780.0,39877.619047619046,64943.65079365079,0.0,-0.0185167118033945,0.5982991014120667,68.74900651724683,721.7785714285708,,,29894.933333333334,29977.314285714285,29853.72857142857,29615.94761904762,29917.982000000004,30123.124,29868.716666666664,29940.803571428572,29885.562539682534,29796.48354978355,29727.992993464057,30134.44066666667,29900.24674689229,29836.87468827112,29793.51146540756,43.363222863557894,-13.819021363971672,57.182244227529566,46.894614341132616,52.9118768655912,53.35880068712135,0.4187031485045046,0.3688840944409407,0.3795282309028072,29615.94761904762,30471.97474908879,28759.92048900645,-967630.0,56.722797765128256,117.89999999999782,-157.29999999999927,157.29999999999927,-49.313006883866066,17.01249554690666,0.9947634915826372,1.0,-31.25099348275318,-0.0107038800034042,84251624836,47715704754,-8118664882,758105118,-16262217799,12699673426,0,121044225453,126801864260,3126333510,-262908602502,33529404762,-20166576491,-5820858593,0,-10486547119,-14880756720,-141591739447,70652736,-705082000000,-24807601762,0,0,8994172448,-862416516025,844558000000,0,749841193916,-707592174131,-29607812845,857199206940,-20098065805,233765878930,51742090,213719555215,-0.0810141597352193,1170480231200,44796535573,0.1160924799515395,7705531838,-12699673426,1170480231200,17479855359,1187960086559,-971490174932,216469911627,-12831680294,4990459821,-91701665664,-46761154859,77871402469,3103905926,0,-1440307559,1663598367,79535000836,-15863108136,-20084714,63651807986,18855272413,44796535573,0.8056305785,1.0916979225,0.5275063063640799,1.145751851045352,1.2496623698,4.510908503,90.96799229213336,18.7218298208,51.622434921,161.31225703393338,19.4959575797,0.0656647407489525,0.1822198523975822,0.0377087884347663,0.0763184421,0.0731281145,0.0302654512,417197974474.0,78007091104,0.0366056572,1.7932165289,0.1247285031,1.6962738231,-6.142448588031905,2.11467293069398,3004995973300,99999866,19.3171388234,1.5813235222,0.6006674659,8.7908061315,447.96595600438104,19003.0689979525,10.1953107978
2019-10-17,30275.0,29881.8,30275.0,29331.4,67180.0,1.32,CMG_RRV,0.0131585112007979,0.0078530981287721,0.0433610873700753,0.0080638321689272,0.0098162111836684,0.0121433900811876,41249.33333333333,41416.666666666664,63189.68253968254,0.0,-0.0184192384662235,0.6193303380402224,100.0,713.3499999999991,,,29973.566666666666,30011.01428571428,29867.77142857143,29679.60476190476,29900.682,30160.037,30058.75,30015.225,29941.732063492054,29856.3974025974,29741.993699346407,30137.448112211216,30007.319104923063,29904.278582383256,29829.17728278478,75.10129959847472,3.9650428285176074,71.13625676995711,77.14768497320863,68.80987706504636,66.8549238398383,1.0,1.0,1.0,29679.60476190476,30522.673391848428,28836.536131961093,-900450.0,55.82002022190581,393.2000000000007,235.90000000000143,235.90000000000143,91.28479381715115,95.05492273564492,1.007853098128772,1.0185189338548628,-0.0,-0.0007590650829447,84251624836,47715704754,-8118664882,758105118,-16262217799,12699673426,0,121044225453,126801864260,3126333510,-262908602502,33529404762,-20166576491,-5820858593,0,-10486547119,-14880756720,-141591739447,70652736,-705082000000,-24807601762,0,0,8994172448,-862416516025,844558000000,0,749841193916,-707592174131,-29607812845,857199206940,-20098065805,233765878930,51742090,213719555215,-0.0810141597352193,1170480231200,44796535573,0.1160924799515395,7705531838,-12699673426,1170480231200,17479855359,1187960086559,-971490174932,216469911627,-12831680294,4990459821,-91701665664,-46761154859,77871402469,3103905926,0,-1440307559,1663598367,79535000836,-15863108136,-20084714,63651807986,18855272413,44796535573,0.8056305785,1.0916979225,0.5275063063640799,1.145751851045352,1.2496623698,4.510908503,90.96799229213336,18.7218298208,51.622434921,161.31225703393338,19.4959575797,0.0656647407489525,0.1822198523975822,0.0377087884347663,0.0763184421,0.0731281145,0.0302654512,417197974474.0,78007091104,0.0366056572,1.7932165289,0.1247285031,1.6962738231,-6.142448588031905,2.11467293069398,3004995973300,99999866,19.3171388234,1.5813235222,0.6006674659,8.7908061315,447.96595600438104,19003.0689979525,10.1953107978
2019-10-18,30078.4,30275.0,30275.0,29803.2,15700.0,-0.65,CMG_RRV,-0.0064938067712633,0.0013082948557048,0.0394012067094704,0.0088672011368254,0.0094683263594773,0.0109275101559364,38998.0,39718.57142857143,58089.68253968254,0.0064938067712633,-0.0155838150289017,0.6088147197261446,83.33333333333344,704.9214285714277,,,30078.4,30016.628571428573,29881.81428571429,29750.752380952377,29882.596,30189.885,30111.166666666668,30032.07142857143,29969.815873015872,29892.651515151516,29748.963032679738,30135.831537953793,30027.627932087904,29931.06649278583,29847.638224800725,83.42826798510941,19.85768785983597,63.570580125273445,55.15371220977928,57.36527121257487,57.29085793047906,0.5710117633527702,0.5013695996938842,0.5328695552394515,29750.752380952377,30444.563167382315,29056.94159452244,-916150.0,55.004357417877145,-196.59999999999857,314.5,39.30000000000291,116.41024343337436,117.83084014457468,1.0105664916224015,1.0172871350975967,-16.666666666666565,0.0082565253207267,84251624836,47715704754,-8118664882,758105118,-16262217799,12699673426,0,121044225453,126801864260,3126333510,-262908602502,33529404762,-20166576491,-5820858593,0,-10486547119,-14880756720,-141591739447,70652736,-705082000000,-24807601762,0,0,8994172448,-862416516025,844558000000,0,749841193916,-707592174131,-29607812845,857199206940,-20098065805,233765878930,51742090,213719555215,-0.0810141597352193,1170480231200,44796535573,0.1160924799515395,7705531838,-12699673426,1170480231200,17479855359,1187960086559,-971490174932,216469911627,-12831680294,4990459821,-91701665664,-46761154859,77871402469,3103905926,0,-1440307559,1663598367,79535000836,-15863108136,-20084714,63651807986,18855272413,44796535573,0.8056305785,1.0916979225,0.5275063063640799,1.145751851045352,1.2496623698,4.510908503,90.96799229213336,18.7218298208,51.622434921,161.31225703393338,19.4959575797,0.0656647407489525,0.1822198523975822,0.0377087884347663,0.0763184421,0.0731281145,0.0302654512,417197974474.0,78007091104,0.0366056572,1.7932165289,0.1247285031,1.6962738231,-6.142448588031905,2.11467293069398,3004995973300,99999866,19.3171388234,1.5813235222,0.6006674659,8.7908061315,447.96595600438104,19003.0689979525,10.1953107978
2019-10-19,29855.6,30143.933333333334,30222.566666666666,29672.133333333335,17036.666666666668,-1.1733333333333331,CMG_RRV,-0.0074073088994095,-0.0061087049878324,0.0444754638035564,0.0095229034943256,0.0094677519811327,0.0109295315939036,35589.33333333333,38029.365079365074,54376.50793650794,0.0121738149633203,-0.0156515738932543,0.5968977321352162,64.445574771109,697.4285714285704,,,30069.666666666668,29990.41428571429,29891.17619047619,29795.687301587302,29855.336,30216.049,29999.766666666663,29991.81428571429,29966.32063492064,29902.183116883116,29747.90436601307,30129.212033003296,29978.477094348505,29919.45626312647,29848.2279859266,71.22827719987617,30.131805727844014,41.09647147203216,37.976425138348446,46.914674158471655,48.26267883817858,0.235972060866233,0.0435459078445605,0.0919130253772731,29795.687301587302,30373.942694406254,29217.431908768347,-933186.6666666666,55.75666140675269,-222.79999999999927,-26.19999999999709,-183.49999999999636,47.37713440236659,68.11889042156551,0.9991232121224292,1.015151309078545,-35.554425228891006,0.0147801397283764,84251624836,47715704754,-8118664882,758105118,-16262217799,12699673426,0,121044225453,126801864260,3126333510,-262908602502,33529404762,-20166576491,-5820858593,0,-10486547119,-14880756720,-141591739447,70652736,-705082000000,-24807601762,0,0,8994172448,-862416516025,844558000000,0,749841193916,-707592174131,-29607812845,857199206940,-20098065805,233765878930,51742090,213719555215,-0.0810141597352193,1170480231200,44796535573,0.1160924799515395,7705531838,-12699673426,1170480231200,17479855359,1187960086559,-971490174932,216469911627,-12831680294,4990459821,-91701665664,-46761154859,77871402469,3103905926,0,-1440307559,1663598367,79535000836,-15863108136,-20084714,63651807986,18855272413,44796535573,0.8056305785,1.0916979225,0.5275063063640799,1.145751851045352,1.2496623698,4.510908503,90.96799229213336,18.7218298208,51.622434921,161.31225703393338,19.4959575797,0.0656647407489525,0.1822198523975822,0.0377087884347663,0.0763184421,0.0731281145,0.0302654512,417197974474.0,78007091104,0.0366056572,1.7932165289,0.1247285031,1.6962738231,-6.142448588031905,2.11467293069398,3004995973300,99999866,19.3171388234,1.5813235222,0.6006674659,8.7908061315,447.96595600438104,19003.0689979525,10.1953107978
2019-10-20,29632.8,30012.866666666665,30170.133333333335,29541.066666666666,18373.333333333332,-1.6966666666666668,CMG_RRV,-0.0074625865834215,-0.0044046647112778,0.0249320062396307,0.0091918841188742,0.0093870066354426,0.0109315996779148,36378.0,36349.04761904762,52050.15873015873,0.017903432527827,-0.0157199245656862,0.5849807445442876,45.55781620888424,690.8714285714278,,,29855.6,29932.37142857143,29895.85714285714,29814.40952380952,29826.371999999996,30232.701999999997,29781.333333333332,29902.410714285714,29931.870476190474,29887.375180375177,29739.177464052285,30117.66254785478,29879.71221024893,29875.355299568553,29832.270357339443,43.08494222911031,32.72243302809728,10.362509201013031,26.445583372308732,38.60338949022941,40.83728334770368,0.0110651952681907,0.0,0.0,29814.40952380952,30340.122715640337,29288.696331978703,-951560.0,56.24525331075602,-222.8000000000029,-642.2000000000007,-406.2999999999993,-52.311966271803165,14.301900995585074,0.9787877786952932,0.9969150027754882,-54.44218379111576,0.0178603064176385,84251624836,47715704754,-8118664882,758105118,-16262217799,12699673426,0,121044225453,126801864260,3126333510,-262908602502,33529404762,-20166576491,-5820858593,0,-10486547119,-14880756720,-141591739447,70652736,-705082000000,-24807601762,0,0,8994172448,-862416516025,844558000000,0,749841193916,-707592174131,-29607812845,857199206940,-20098065805,233765878930,51742090,213719555215,-0.0810141597352193,1170480231200,44796535573,0.1160924799515395,7705531838,-12699673426,1170480231200,17479855359,1187960086559,-971490174932,216469911627,-12831680294,4990459821,-91701665664,-46761154859,77871402469,3103905926,0,-1440307559,1663598367,79535000836,-15863108136,-20084714,63651807986,18855272413,44796535573,0.8056305785,1.0916979225,0.5275063063640799,1.145751851045352,1.2496623698,4.510908503,90.96799229213336,18.7218298208,51.622434921,161.31225703393338,19.4959575797,0.0656647407489525,0.1822198523975822,0.0377087884347663,0.0763184421,0.0731281145,0.0302654512,417197974474.0,78007091104,0.0366056572,1.7932165289,0.1247285031,1.6962738231,-6.142448588031905,2.11467293069398,3004995973300,99999866,19.3171388234,1.5813235222,0.6006674659,8.7908061315,447.96595600438104,19003.0689979525,10.1953107978
2019-10-21,29410.0,29881.8,30117.7,29410.0,19710.0,-2.22,CMG_RRV,-0.0075186954995815,-0.0157888748335106,0.0058265664526118,0.0091235550554626,0.0092248492263359,0.0109337158156928,27600.0,34677.619047619046,51110.63492063492,0.023683312250266,-0.0157888748335106,0.573063756953359,26.670057646659796,685.2499999999994,,,29632.800000000003,29842.5,29895.85714285714,29806.91904761905,29795.704,30247.733666666663,29558.533333333336,29771.817857142854,29867.08952380952,29850.610678210676,29722.8491503268,30101.371419141917,29745.50872160638,29803.762176558008,29800.991071610595,2.771104947412823,26.73216741196039,-23.961062464547567,18.557207558296795,31.92030244176003,34.680649867418495,0.0,0.0,0.0,29806.91904761905,30351.561589954927,29262.27650528317,-971270.0,56.458469354066054,-222.79999999999927,-668.4000000000015,-629.0999999999985,-142.86479199136102,-44.341621154909305,0.9777780733017714,0.9894195024306548,-73.3299423533402,0.017003516658276,84251624836,47715704754,-8118664882,758105118,-16262217799,12699673426,0,121044225453,126801864260,3126333510,-262908602502,33529404762,-20166576491,-5820858593,0,-10486547119,-14880756720,-141591739447,70652736,-705082000000,-24807601762,0,0,8994172448,-862416516025,844558000000,0,749841193916,-707592174131,-29607812845,857199206940,-20098065805,233765878930,51742090,213719555215,-0.0810141597352193,1170480231200,44796535573,0.1160924799515395,7705531838,-12699673426,1170480231200,17479855359,1187960086559,-971490174932,216469911627,-12831680294,4990459821,-91701665664,-46761154859,77871402469,3103905926,0,-1440307559,1663598367,79535000836,-15863108136,-20084714,63651807986,18855272413,44796535573,0.8056305785,1.0916979225,0.5275063063640799,1.145751851045352,1.2496623698,4.510908503,90.96799229213336,18.7218298208,51.622434921,161.31225703393338,19.4959575797,0.0656647407489525,0.1822198523975822,0.0377087884347663,0.0763184421,0.0731281145,0.0302654512,417197974474.0,78007091104,0.0366056572,1.7932165289,0.1247285031,1.6962738231,-6.142448588031905,2.11467293069398,3004995973300,99999866,19.3171388234,1.5813235222,0.6006674659,8.7908061315,447.96595600438104,19003.0689979525,10.1953107978
2019-10-22,30117.7,29410.0,30117.7,29213.4,167750.0,2.41,CMG_RRV,0.0240632437946277,-0.0051957060280759,0.0186151593145129,0.0139969066670796,0.0106097374792499,0.0113100811466011,47714.0,40885.71428571428,52644.28571428572,0.0,-0.0066848010880652,0.6109167736414207,86.66497117667011,707.721428571428,,,29720.166666666668,29893.042857142857,29923.942857142854,29836.876190476192,29781.942000000003,30270.449,29800.983333333337,29840.617857142857,29896.668571428578,29878.863492063498,29735.476444444444,30098.796495049508,29851.8490868617,29852.060303241393,29824.450992232032,27.60931100936068,26.90759613144045,0.7017148779202316,64.99293194259215,58.7366954117183,57.92758879410139,0.7925472949376757,0.7269368986713817,0.7225318882598708,29836.876190476192,30377.17041408491,29296.58196686747,-803520.0,61.54358536585709,707.7000000000007,262.09999999999854,353.7999999999993,-16.504013460956237,15.45026025958886,1.0087789225471937,1.0026165897114094,-13.335028823329898,0.0181619805049715,84251624836,47715704754,-8118664882,758105118,-16262217799,12699673426,0,121044225453,126801864260,3126333510,-262908602502,33529404762,-20166576491,-5820858593,0,-10486547119,-14880756720,-141591739447,70652736,-705082000000,-24807601762,0,0,8994172448,-862416516025,844558000000,0,749841193916,-707592174131,-29607812845,857199206940,-20098065805,233765878930,51742090,213719555215,-0.0810141597352193,1170480231200,44796535573,0.1160924799515395,7705531838,-12699673426,1170480231200,17479855359,1187960086559,-971490174932,216469911627,-12831680294,4990459821,-91701665664,-46761154859,77871402469,3103905926,0,-1440307559,1663598367,79535000836,-15863108136,-20084714,63651807986,18855272413,44796535573,0.8056305785,1.0916979225,0.5275063063640799,1.145751851045352,1.2496623698,4.510908503,90.96799229213336,18.7218298208,51.622434921,161.31225703393338,19.4959575797,0.0656647407489525,0.1822198523975822,0.0377087884347663,0.0763184421,0.0731281145,0.0302654512,417197974474.0,78007091104,0.0366056572,1.7932165289,0.1247285031,1.6962738231,-6.142448588031905,2.11467293069398,3004995973300,99999866,19.3171388234,1.5813235222,0.6006674659,8.7908061315,447.96595600438104,19003.0689979525,10.1953107978
