date,close,open,high,low,volume,change,symbol,return_day,return_week,return_month,volatility_day,volatility_week,volatility_month,liquidity_day,liquidity_week,liquidity_month,high_minus_close,low_minus_open,cumulative_return,stochastic_osc,atr,adx_14,adx_20,sma_3,sma_7,sma_14,sma_21,sma_50,sma_100,wma_3,wma_7,wma_14,wma_21,wma_50,wma_100,ema_6,ema_12,ema_26,out_macd,out_macd_signal,out_macd_hist,rsi_6,rsi_12,rsi_14,stochrsi_6,stochrsi_12,stochrsi_14,bbands_middle,bbands_upper,bbands_lower,obv,mfi_14,mom_1,mom_3,mom_7,cci_12,cci_20,rocr_3,rocr_12,willr,trix,net_profit_loss_before_tax,depreciation_fixed_assets,credit_risk_reserve,unrealized_forex_gain_loss,investment_income_loss,interest_income,interest_dividend_income,net_cash_flow_operating_before_wc_changes,change_in_receivables,change_in_inventories,change_in_payables,change_in_prepaid_expenses,interest_expense_paid,corporate_income_tax_paid,other_cash_inflows_operating,other_cash_outflows_operating,net_cash_flow_from_business_activities,capital_expenditure,cash_from_fixed_assets_sale,cash_outflow_loans_debt_instruments,cash_inflow_loan_recoveries,investments_in_other_businesses,cash_from_sale_investments,dividends_profit_received,cash_flow_investing,increase_in_equity,cash_used_share_repurchase,cash_from_borrowings,cash_repayment_borrowings,dividends_paid,cash_flow_financing,net_cash_flow_period,cash_and_equivalents,exchange_rate_effect,ending_cash_equivalents,revenue_growth_percent,revenue_vnd,net_profit_after_tax_parent_vnd,profit_growth_percent,financial_income,interest_expense,sales_revenue_service_income,revenue_deductions,net_revenue,cogs,gross_profit,financial_expenses,profit_loss_associates,selling_expenses,administrative_expenses,operating_profit_loss,other_income,profit_loss_joint_ventures,other_income_expense,other_profit,profit_before_tax,current_corporate_tax_expense,deferred_corporate_tax_expense,net_profit,minority_interest,parent_company_shareholders,loans_to_equity_ratio,debt_to_equity,fixed_assets_to_equity,equity_to_chartered_capital,asset_turnover,fixed_asset_turnover,avg_collection_period,avg_inventory_days,avg_payment_days,cash_cycle,inventory_turnover,ebit_margin_percent,gross_profit_margin_percent,net_profit_margin_percent,roe_percent,roic_percent,roa_percent,ebitda_billion_vnd,ebit_billion_vnd,dividend_yield_percent,current_ratio,cash_ratio,quick_ratio,interest_coverage,financial_leverage,market_cap_billion_vnd,shares_outstanding_million,pe,pb,ps,p_cash_flow,eps_vnd,bvps_vnd,ev_ebitda
2022-02-23,50421.0,50068.0,50509.0,49891.0,20950.0,0.71,CMG_RRV,0.007050411440441,0.007050411440441,0.1129923050094698,0.0059490311303628,0.0086563689948411,0.0171618474704032,28426.0,47099.52380952381,52712.06349206349,0.0017576096508748,-0.0035351921386913,1.6968870346598202,81.99320498301246,1454.2142857142858,,,50332.666666666664,50244.42857142857,49626.357142857145,48738.857142857145,46169.04,48260.58,50318.0,50292.75,49916.463492063485,49483.88600288601,47150.43006535948,47181.29874587459,50157.423606217184,49614.22818018448,48354.004994685434,1260.223185499046,1202.1263119284426,58.09687357060329,67.15671066025166,72.44594966033915,73.18902500816488,0.4061314526517576,0.3872660253063511,0.2744113167021934,48738.857142857145,51711.79550953434,45765.91877617995,5705505.0,82.67284673588091,353.0,59.0,971.0,69.36122638470397,90.32018544677469,1.0011715182081729,1.028832027424094,-18.006795016987542,0.4022753182568506,124848009763,56978935762,-18236567905,-13906731,-34759328925,19186588816,0,148003730780,-149266159002,-170423867768,402793663743,-38624444603,-11535726557,0,0,-8897626036,172049570557,-232681582105,7325597640,-413089737339,348148697106,0,0,31956800201,-258340224497,0,0,414694647800,-268591932767,-1161510903,144941204130,58650550190,331737649510,-274061482,390114138218,0.1891385296876289,1838358831869,98363579991,0.3691047791305523,19115595448,-19182899079,1838358831869,-71055127,1838287776742,-1495339930806,342947845936,-20145678818,6902754847,-110758647036,-105955567868,132106302509,4549189973,0,-816468558,3732721415,135839023924,-16662239341,-48349779,119128434804,20764854813,98363579991,0.8720774412000001,1.3147900514,0.4444909005195722,1.3605107445021232,1.0531952423,5.0060962722,75.84219105468517,24.7490856999,54.450394206,155.04167096058518,14.7480195602,0.0686691347400046,0.1865583018474979,0.0535082598249823,0.0997136883,0.0832789173,0.0443468623,568916909955.0,126233631032,0.0,1.4824707513,0.1546352744,1.3048829272,-6.580529382557776,2.314790051445738,7063127618400,108998883,28.7506285645,3.2563433044,1.2086240759,12.9307650903,902.4274128662402,19899.6217358209,14.7757688398
2022-02-24,49715.0,50421.0,50421.0,47684.0,48240.0,-1.4,CMG_RRV,-0.0140021022986454,-0.0099571841083341,0.0900021925016443,0.008940604679512,0.0095624024708315,0.0169834581919786,30464.0,45799.42857142857,52756.666666666664,0.0140021022986454,-0.0542829376648618,1.6591249465126232,66.00226500566252,1482.2857142857142,,,50068.0,50194.0,49645.28571428572,48919.67619047619,46155.54,48240.06,50009.166666666664,50160.392857142855,49928.28253968254,49572.62626262627,47289.48732026144,47210.09914191419,50031.0168615837,49629.73153707918,48454.81943952355,1174.9120975556289,1196.68346905388,-21.77137149825103,34.99387821646886,52.01290542436575,55.33597556734996,0.0,0.0,0.0,48919.67619047619,51621.516231891415,46217.83614906096,5657265.0,71.91364193072295,-706.0,-794.0,-353.0,-31.164625265846567,28.858781143756087,0.9842800293017088,1.0156420244061886,-33.997734994337485,0.4007989148525848,124848009763,56978935762,-18236567905,-13906731,-34759328925,19186588816,0,148003730780,-149266159002,-170423867768,402793663743,-38624444603,-11535726557,0,0,-8897626036,172049570557,-232681582105,7325597640,-413089737339,348148697106,0,0,31956800201,-258340224497,0,0,414694647800,-268591932767,-1161510903,144941204130,58650550190,331737649510,-274061482,390114138218,0.1891385296876289,1838358831869,98363579991,0.3691047791305523,19115595448,-19182899079,1838358831869,-71055127,1838287776742,-1495339930806,342947845936,-20145678818,6902754847,-110758647036,-105955567868,132106302509,4549189973,0,-816468558,3732721415,135839023924,-16662239341,-48349779,119128434804,20764854813,98363579991,0.8720774412000001,1.3147900514,0.4444909005195722,1.3605107445021232,1.0531952423,5.0060962722,75.84219105468517,24.7490856999,54.450394206,155.04167096058518,14.7480195602,0.0686691347400046,0.1865583018474979,0.0535082598249823,0.0997136883,0.0832789173,0.0443468623,568916909955.0,126233631032,0.0,1.4824707513,0.1546352744,1.3048829272,-6.580529382557776,2.314790051445738,7063127618400,108998883,28.7506285645,3.2563433044,1.2086240759,12.9307650903,902.4274128662402,19899.6217358209,14.7757688398
2022-02-25,49008.0,49715.0,49891.0,49008.0,9060.0,-1.42,CMG_RRV,-0.0142210600422407,-0.0268853500655256,0.0672985203994964,0.0098376808885853,0.0103094478124568,0.0169618713635957,25594.0,42330.90476190476,52534.12698412698,0.0177612390626571,-0.0142210600422407,1.6213093709884467,44.434191762436,1356.142857142857,,,49714.666666666664,50042.57142857143,49645.28571428572,49052.171428571426,46163.56,48206.8,49479.166666666664,49863.892857142855,49843.31111111111,49580.6556998557,47401.348496732026,47225.30587458746,49738.72632970264,49534.08053137469,48495.79577733662,1038.284754038068,1165.0037260507177,-126.7189720126496,20.936357233697095,38.99607510824299,43.168597459601784,0.0,0.0,0.0,49052.171428571426,51455.53564864857,46648.80720849428,5648205.0,75.43852597197119,-707.0,-1060.0,-1060.0,-38.37631357879945,22.953760103934485,0.9788287928417352,1.0023999127304462,-55.565808237564,0.3916190188977042,124848009763,56978935762,-18236567905,-13906731,-34759328925,19186588816,0,148003730780,-149266159002,-170423867768,402793663743,-38624444603,-11535726557,0,0,-8897626036,172049570557,-232681582105,7325597640,-413089737339,348148697106,0,0,31956800201,-258340224497,0,0,414694647800,-268591932767,-1161510903,144941204130,58650550190,331737649510,-274061482,390114138218,0.1891385296876289,1838358831869,98363579991,0.3691047791305523,19115595448,-19182899079,1838358831869,-71055127,1838287776742,-1495339930806,342947845936,-20145678818,6902754847,-110758647036,-105955567868,132106302509,4549189973,0,-816468558,3732721415,135839023924,-16662239341,-48349779,119128434804,20764854813,98363579991,0.8720774412000001,1.3147900514,0.4444909005195722,1.3605107445021232,1.0531952423,5.0060962722,75.84219105468517,24.7490856999,54.450394206,155.04167096058518,14.7480195602,0.0686691347400046,0.1865583018474979,0.0535082598249823,0.0997136883,0.0832789173,0.0443468623,568916909955.0,126233631032,0.0,1.4824707513,0.1546352744,1.3048829272,-6.580529382557776,2.314790051445738,7063127618400,108998883,28.7506285645,3.2563433044,1.2086240759,12.9307650903,902.4274128662402,19899.6217358209,14.7757688398
2022-02-26,48861.0,49626.666666666664,49744.0,48861.0,13966.666666666668,-1.2466666666666666,CMG_RRV,-0.0029995102840352,-0.032627848502247,0.0570116991450624,0.0088981560840224,0.0103458298001652,0.0169619017042004,22633.333333333336,38793.31746031746,52384.2328042328,0.0177928533046749,-0.015428533046749,1.613446726572529,33.33018778899694,1280.4523809523812,,,49194.666666666664,49849.142857142855,49638.9761904762,49163.00952380952,46184.84,48136.43,49052.333333333336,49568.5,49738.739682539686,49563.27647907648,47507.13045751634,47238.26033003301,49487.94737835903,49430.52968039397,48522.847941978354,907.6817384156166,1113.5393285236976,-205.857590108081,18.74448093937332,36.73692288845323,41.005493917921434,0.0,0.0,0.0,49163.00952380952,51275.5978948356,47050.42115278345,5634238.333333333,71.78291300068535,-147.0,-1560.0,-1354.0,-64.05391997536583,2.3519991993197875,0.9690605105015768,1.000593872870249,-66.66981221100306,0.3763435361410883,124848009763,56978935762,-18236567905,-13906731,-34759328925,19186588816,0,148003730780,-149266159002,-170423867768,402793663743,-38624444603,-11535726557,0,0,-8897626036,172049570557,-232681582105,7325597640,-413089737339,348148697106,0,0,31956800201,-258340224497,0,0,414694647800,-268591932767,-1161510903,144941204130,58650550190,331737649510,-274061482,390114138218,0.1891385296876289,1838358831869,98363579991,0.3691047791305523,19115595448,-19182899079,1838358831869,-71055127,1838287776742,-1495339930806,342947845936,-20145678818,6902754847,-110758647036,-105955567868,132106302509,4549189973,0,-816468558,3732721415,135839023924,-16662239341,-48349779,119128434804,20764854813,98363579991,0.8720774412000001,1.3147900514,0.4444909005195722,1.3605107445021232,1.0531952423,5.0060962722,75.84219105468517,24.7490856999,54.450394206,155.04167096058518,14.7480195602,0.0686691347400046,0.1865583018474979,0.0535082598249823,0.0997136883,0.0832789173,0.0443468623,568916909955.0,126233631032,0.0,1.4824707513,0.1546352744,1.3048829272,-6.580529382557776,2.314790051445738,7063127618400,108998883,28.7506285645,3.2563433044,1.2086240759,12.9307650903,902.4274128662402,19899.6217358209,14.7757688398
2022-02-27,48714.0,49538.333333333336,49597.0,48714.0,18873.333333333336,-1.0733333333333333,CMG_RRV,-0.0030085344139497,-0.0270432212191419,0.0468609643825725,0.0089204110103945,0.0103618871904922,0.0169612844424821,22218.0,35186.666666666664,52306.98412698413,0.0178245802913568,-0.0166403122161289,1.6055840821566112,29.161947904869763,1236.2857142857142,,,48861.0,49613.71428571428,49626.357142857145,49252.19047619047,46213.98,48057.3,48812.0,49284.71428571428,49615.409523809525,49522.45743145743,47606.31320261438,47249.697359735976,49266.81955597074,49320.29434494874,48537.007353683664,783.2869912650785,1047.4888610719738,-264.2018698068953,16.348319513939416,34.38286405146678,38.7642522531163,0.0,0.0,0.0,49252.19047619047,51093.87123717882,47410.509715202126,5615365.0,67.26086938139204,-147.0,-1001.0,-1648.0,-99.56412550876033,-24.991654983643688,0.979865231821382,1.0048681876315029,-70.83805209513024,0.3563466089874234,124848009763,56978935762,-18236567905,-13906731,-34759328925,19186588816,0,148003730780,-149266159002,-170423867768,402793663743,-38624444603,-11535726557,0,0,-8897626036,172049570557,-232681582105,7325597640,-413089737339,348148697106,0,0,31956800201,-258340224497,0,0,414694647800,-268591932767,-1161510903,144941204130,58650550190,331737649510,-274061482,390114138218,0.1891385296876289,1838358831869,98363579991,0.3691047791305523,19115595448,-19182899079,1838358831869,-71055127,1838287776742,-1495339930806,342947845936,-20145678818,6902754847,-110758647036,-105955567868,132106302509,4549189973,0,-816468558,3732721415,135839023924,-16662239341,-48349779,119128434804,20764854813,98363579991,0.8720774412000001,1.3147900514,0.4444909005195722,1.3605107445021232,1.0531952423,5.0060962722,75.84219105468517,24.7490856999,54.450394206,155.04167096058518,14.7480195602,0.0686691347400046,0.1865583018474979,0.0535082598249823,0.0997136883,0.0832789173,0.0443468623,568916909955.0,126233631032,0.0,1.4824707513,0.1546352744,1.3048829272,-6.580529382557776,2.314790051445738,7063127618400,108998883,28.7506285645,3.2563433044,1.2086240759,12.9307650903,902.4274128662402,19899.6217358209,14.7757688398
2022-02-28,48567.0,49450.0,49450.0,48567.0,23780.0,-0.9,CMG_RRV,-0.0030176130065279,-0.0367703932885107,0.0368436333825779,0.0060818752879551,0.0103579248456483,0.0169600211502757,22784.0,31510.95238095238,52302.380952380954,0.0178564206268958,-0.0178564206268958,1.5977214377406934,25.0,1223.642857142857,,,48714.0,49336.28571428572,49607.42857142857,49319.71428571428,46250.98,47984.8,48665.0,49023.03571428572,49474.1619047619,49460.16738816739,47698.58849673202,47259.79042904291,49066.87111140767,49204.40290726432,48539.22903118858,665.1738760757435,971.0258640727278,-305.85198799698435,13.866658251006328,31.96236917734321,36.464580910311646,0.0,0.0,0.0,49319.71428571428,50926.52897164369,47712.89959978488,5591585.0,62.05733254792722,-147.0,-441.0,-1942.0,-114.82395155864502,-48.35486352232378,0.9910014691478942,0.982143579373104,-75.0,0.33279218209461,124848009763,56978935762,-18236567905,-13906731,-34759328925,19186588816,0,148003730780,-149266159002,-170423867768,402793663743,-38624444603,-11535726557,0,0,-8897626036,172049570557,-232681582105,7325597640,-413089737339,348148697106,0,0,31956800201,-258340224497,0,0,414694647800,-268591932767,-1161510903,144941204130,58650550190,331737649510,-274061482,390114138218,0.1891385296876289,1838358831869,98363579991,0.3691047791305523,19115595448,-19182899079,1838358831869,-71055127,1838287776742,-1495339930806,342947845936,-20145678818,6902754847,-110758647036,-105955567868,132106302509,4549189973,0,-816468558,3732721415,135839023924,-16662239341,-48349779,119128434804,20764854813,98363579991,0.8720774412000001,1.3147900514,0.4444909005195722,1.3605107445021232,1.0531952423,5.0060962722,75.84219105468517,24.7490856999,54.450394206,155.04167096058518,14.7480195602,0.0686691347400046,0.1865583018474979,0.0535082598249823,0.0997136883,0.0832789173,0.0443468623,568916909955.0,126233631032,0.0,1.4824707513,0.1546352744,1.3048829272,-6.580529382557776,2.314790051445738,7063127618400,108998883,28.7506285645,3.2563433044,1.2086240759,12.9307650903,902.4274128662402,19899.6217358209,14.7757688398
2022-03-01,48302.0,48567.0,48567.0,47684.0,23780.0,-0.55,CMG_RRV,-0.0054563798463977,-0.0284220054309564,0.0244543892765487,0.0048577617527497,0.0103853578481041,0.0169634009300526,17892.0,29939.52380952381,52430.95238095238,0.0054563798463977,-0.0181810694504498,1.5835472828412491,17.497168742921858,1192.142857142857,,,48527.666666666664,49084.0,49594.857142857145,49359.19047619047,46293.48,47917.75,48459.0,48764.46428571428,49300.10476190476,49367.647907647915,47779.020653594765,47266.07161716172,48848.336508148335,49065.57169076212,48521.6565103598,543.9151804023204,885.6037273386464,-341.688546936326,10.025693107422384,27.793781315079784,32.459160622440436,0.0,0.0,0.0,49359.19047619047,50808.46133610404,47909.91961627691,5567805.0,62.76243105820202,-265.0,-559.0,-1766.0,-151.1175285022408,-117.8564617633966,0.9885593827387896,0.9647279699608532,-82.50283125707814,0.3061718061537544,124848009763,56978935762,-18236567905,-13906731,-34759328925,19186588816,0,148003730780,-149266159002,-170423867768,402793663743,-38624444603,-11535726557,0,0,-8897626036,172049570557,-232681582105,7325597640,-413089737339,348148697106,0,0,31956800201,-258340224497,0,0,414694647800,-268591932767,-1161510903,144941204130,58650550190,331737649510,-274061482,390114138218,0.1891385296876289,1838358831869,98363579991,0.3691047791305523,19115595448,-19182899079,1838358831869,-71055127,1838287776742,-1495339930806,342947845936,-20145678818,6902754847,-110758647036,-105955567868,132106302509,4549189973,0,-816468558,3732721415,135839023924,-16662239341,-48349779,119128434804,20764854813,98363579991,0.8720774412000001,1.3147900514,0.4444909005195722,1.3605107445021232,1.0531952423,5.0060962722,75.84219105468517,24.7490856999,54.450394206,155.04167096058518,14.7480195602,0.0686691347400046,0.1865583018474979,0.0535082598249823,0.0997136883,0.0832789173,0.0443468623,568916909955.0,126233631032,0.0,1.4824707513,0.1546352744,1.3048829272,-6.580529382557776,2.314790051445738,7063127618400,108998883,28.7506285645,3.2563433044,1.2086240759,12.9307650903,902.4274128662402,19899.6217358209,14.7757688398
2022-03-02,48302.0,48302.0,48302.0,47684.0,35900.0,0.0,CMG_RRV,0.0,-0.0144058112961149,0.0174625576643565,0.0019352343672083,0.008947570601505,0.0169634009300526,23260.0,26029.52380952381,52744.12698412698,0.0,-0.0127945012628876,1.5835472828412491,17.497168742921858,1141.642857142857,,,48390.333333333336,48781.28571428572,49512.857142857145,49344.666666666664,46368.38,47858.8,48346.166666666664,48568.96428571428,49127.723809523806,49271.53968253968,47857.78614379085,47273.680528052806,48692.24036296309,48948.09912295256,48505.38565774055,442.7134652120076,797.0256749133187,-354.3122097013111,10.025693107422384,27.793781315079784,32.459160622440436,0.0,0.0,0.0,49344.666666666664,50831.23059435659,47858.10273897674,5567805.0,50.48456821376807,0.0,-412.0,-2119.0,-130.4298464589809,-113.33481580312834,0.9915424723898674,0.9647279699608532,-82.50283125707814,0.2780905925284127,124848009763,56978935762,-18236567905,-13906731,-34759328925,19186588816,0,148003730780,-149266159002,-170423867768,402793663743,-38624444603,-11535726557,0,0,-8897626036,172049570557,-232681582105,7325597640,-413089737339,348148697106,0,0,31956800201,-258340224497,0,0,414694647800,-268591932767,-1161510903,144941204130,58650550190,331737649510,-274061482,390114138218,0.1891385296876289,1838358831869,98363579991,0.3691047791305523,19115595448,-19182899079,1838358831869,-71055127,1838287776742,-1495339930806,342947845936,-20145678818,6902754847,-110758647036,-105955567868,132106302509,4549189973,0,-816468558,3732721415,135839023924,-16662239341,-48349779,119128434804,20764854813,98363579991,0.8720774412000001,1.3147900514,0.4444909005195722,1.3605107445021232,1.0531952423,5.0060962722,75.84219105468517,24.7490856999,54.450394206,155.04167096058518,14.7480195602,0.0686691347400046,0.1865583018474979,0.0535082598249823,0.0997136883,0.0832789173,0.0443468623,568916909955.0,126233631032,0.0,1.4824707513,0.1546352744,1.3048829272,-6.580529382557776,2.314790051445738,7063127618400,108998883,28.7506285645,3.2563433044,1.2086240759,12.9307650903,902.4274128662402,19899.6217358209,14.7757688398
2022-03-03,49273.0,49450.0,49450.0,47772.0,11780.0,2.01,CMG_RRV,0.0201026872593268,0.0084320828472606,0.0137017302034685,0.0104544960661965,0.0092347015502386,0.0171146606969097,22822.666666666664,25641.428571428572,52590.15873015873,0.0035793731041456,-0.0339332659251769,1.6354835258878904,44.98867497168743,1116.428571428571,,,48625.666666666664,48718.142857142855,49456.07142857143,49336.23809523809,46462.7,47813.61,48787.5,48691.892857142855,49095.74285714285,49265.02453102454,47971.69281045751,47301.684488448846,48858.171687830785,48998.083873267555,48562.2459793894,435.8378938781534,724.7881187062857,-288.95022482813226,69.90110587217453,56.696858816255414,56.02390377266953,1.0,0.5067674256616557,0.4614072654211388,49336.23809523809,50822.30072503548,47850.175465440705,5579585.0,50.48460168385118,971.0,706.0,-442.0,-50.78612648686954,-42.97097449072609,1.0145366195153087,0.9812406651398984,-55.01132502831257,0.2537043168401975,124848009763,56978935762,-18236567905,-13906731,-34759328925,19186588816,0,148003730780,-149266159002,-170423867768,402793663743,-38624444603,-11535726557,0,0,-8897626036,172049570557,-232681582105,7325597640,-413089737339,348148697106,0,0,31956800201,-258340224497,0,0,414694647800,-268591932767,-1161510903,144941204130,58650550190,331737649510,-274061482,390114138218,0.1891385296876289,1838358831869,98363579991,0.3691047791305523,19115595448,-19182899079,1838358831869,-71055127,1838287776742,-1495339930806,342947845936,-20145678818,6902754847,-110758647036,-105955567868,132106302509,4549189973,0,-816468558,3732721415,135839023924,-16662239341,-48349779,119128434804,20764854813,98363579991,0.8720774412000001,1.3147900514,0.4444909005195722,1.3605107445021232,1.0531952423,5.0060962722,75.84219105468517,24.7490856999,54.450394206,155.04167096058518,14.7480195602,0.0686691347400046,0.1865583018474979,0.0535082598249823,0.0997136883,0.0832789173,0.0443468623,568916909955.0,126233631032,0.0,1.4824707513,0.1546352744,1.3048829272,-6.580529382557776,2.314790051445738,7063127618400,108998883,28.7506285645,3.2563433044,1.2086240759,12.9307650903,902.4274128662402,19899.6217358209,14.7757688398
2022-03-04,49361.0,49361.0,49450.0,48037.0,30690.0,0.18,CMG_RRV,0.001785967974347,0.01328160282465,-0.0017997977755308,0.0101266375537384,0.0090172292360029,0.0170856097566404,25186.0,26331.904761904763,52804.92063492064,0.00180304288811,-0.0268227953242438,1.6401904150620452,47.480181200453,1166.857142857143,,,48978.666666666664,48768.57142857143,49405.57142857143,49353.04761904762,46562.02,47753.91,49155.166666666664,48852.607142857145,49083.066666666666,49267.27561327561,48085.35163398693,47332.32587458746,49001.83691987913,49053.91712353408,48621.41294387908,432.50417965500674,666.33133089603,-233.8271512410232,72.24462542441842,58.477070238331706,57.57187005297205,1.0,0.5379804741497408,0.4917170754540811,49353.04761904762,50831.48259166283,47874.6126464324,5610275.0,48.71355306939846,88.0,1059.0,353.0,-30.2364212963726,-34.41573204571667,1.0219245579893173,0.9801239029426948,-52.519818799547,0.2326938510949228,124848009763,56978935762,-18236567905,-13906731,-34759328925,19186588816,0,148003730780,-149266159002,-170423867768,402793663743,-38624444603,-11535726557,0,0,-8897626036,172049570557,-232681582105,7325597640,-413089737339,348148697106,0,0,31956800201,-258340224497,0,0,414694647800,-268591932767,-1161510903,144941204130,58650550190,331737649510,-274061482,390114138218,0.1891385296876289,1838358831869,98363579991,0.3691047791305523,19115595448,-19182899079,1838358831869,-71055127,1838287776742,-1495339930806,342947845936,-20145678818,6902754847,-110758647036,-105955567868,132106302509,4549189973,0,-816468558,3732721415,135839023924,-16662239341,-48349779,119128434804,20764854813,98363579991,0.8720774412000001,1.3147900514,0.4444909005195722,1.3605107445021232,1.0531952423,5.0060962722,75.84219105468517,24.7490856999,54.450394206,155.04167096058518,14.7480195602,0.0686691347400046,0.1865583018474979,0.0535082598249823,0.0997136883,0.0832789173,0.0443468623,568916909955.0,126233631032,0.0,1.4824707513,0.1546352744,1.3048829272,-6.580529382557776,2.314790051445738,7063127618400,108998883,28.7506285645,3.2563433044,1.2086240759,12.9307650903,902.4274128662402,19899.6217358209,14.7757688398
2022-03-05,49243.333333333336,48802.0,49420.333333333336,47919.333333333336,23443.333333333332,-0.12,CMG_RRV,-0.0023837982752915,0.0139257795073473,0.0048019370987051,0.0100410451406211,0.0090313168644621,0.0170821663885747,25118.666666666664,26679.04761904762,52390.806878306874,0.0036269005368632,-0.0180866904361842,1.6338967337041792,44.1487353718385,1200.4523809523805,,,49292.444444444445,48823.19047619047,49336.166666666664,49367.04761904762,46667.08666666666,47691.41333333334,49287.5,48971.297619047626,49061.43492063492,49257.30158730159,48190.501176470585,47361.819405940594,49070.835895151766,49083.058078887814,48667.48112087569,415.57695801212685,616.1804563192494,-200.60349830712255,63.05428753285395,54.90989656974548,54.60631249753643,0.8522903311046695,0.6072743219321074,0.4336502510724521,49367.04761904762,50834.95673348616,47899.13850460907,5586831.666666667,39.63459449311638,-117.66666666666424,941.3333333333358,382.33333333333576,-30.95949706276274,-46.35676217205694,1.0194884959905042,0.9749417595544028,-55.8512646281615,0.2139027941497673,124848009763,56978935762,-18236567905,-13906731,-34759328925,19186588816,0,148003730780,-149266159002,-170423867768,402793663743,-38624444603,-11535726557,0,0,-8897626036,172049570557,-232681582105,7325597640,-413089737339,348148697106,0,0,31956800201,-258340224497,0,0,414694647800,-268591932767,-1161510903,144941204130,58650550190,331737649510,-274061482,390114138218,0.1891385296876289,1838358831869,98363579991,0.3691047791305523,19115595448,-19182899079,1838358831869,-71055127,1838287776742,-1495339930806,342947845936,-20145678818,6902754847,-110758647036,-105955567868,132106302509,4549189973,0,-816468558,3732721415,135839023924,-16662239341,-48349779,119128434804,20764854813,98363579991,0.8720774412000001,1.3147900514,0.4444909005195722,1.3605107445021232,1.0531952423,5.0060962722,75.84219105468517,24.7490856999,54.450394206,155.04167096058518,14.7480195602,0.0686691347400046,0.1865583018474979,0.0535082598249823,0.0997136883,0.0832789173,0.0443468623,568916909955.0,126233631032,0.0,1.4824707513,0.1546352744,1.3048829272,-6.580529382557776,2.314790051445738,7063127618400,108998883,28.7506285645,3.2563433044,1.2086240759,12.9307650903,902.4274128662402,19899.6217358209,14.7757688398
2022-03-06,49125.666666666664,48243.0,49390.666666666664,47801.666666666664,16196.666666666666,-0.42,CMG_RRV,-0.0023894943477967,0.017052433991691,0.0036023643495313,0.0094883186952268,0.009045083794634,0.0170781579664922,23602.0,26682.85714285714,51347.81746031746,0.0054930248948033,-0.0091481320260625,1.6276030523463128,40.81728954322379,1217.2142857142858,,,49243.333333333336,48882.0,49247.857142857145,49378.23809523809,46787.62666666667,47652.04,49204.11111111112,49046.916666666664,49033.36825396825,49235.35786435786,48286.91607843137,47390.22046204621,49086.50182987031,49089.613246238405,48701.42079093428,388.1924553041245,570.5828561162244,-182.3904008121,53.5222017570436,51.21750513804494,51.542851411207344,0.6990879950818361,0.5245820010765951,0.3736664356938646,49378.23809523809,50834.43052975593,47922.04566072025,5570635.0,31.357351288630156,-117.66666666667152,-147.33333333333576,411.66666666666424,-34.9280356780877,-56.66174888240537,0.99700985664901,0.9811789299885488,-59.18271045677621,0.1965055367756152,124848009763,56978935762,-18236567905,-13906731,-34759328925,19186588816,0,148003730780,-149266159002,-170423867768,402793663743,-38624444603,-11535726557,0,0,-8897626036,172049570557,-232681582105,7325597640,-413089737339,348148697106,0,0,31956800201,-258340224497,0,0,414694647800,-268591932767,-1161510903,144941204130,58650550190,331737649510,-274061482,390114138218,0.1891385296876289,1838358831869,98363579991,0.3691047791305523,19115595448,-19182899079,1838358831869,-71055127,1838287776742,-1495339930806,342947845936,-20145678818,6902754847,-110758647036,-105955567868,132106302509,4549189973,0,-816468558,3732721415,135839023924,-16662239341,-48349779,119128434804,20764854813,98363579991,0.8720774412000001,1.3147900514,0.4444909005195722,1.3605107445021232,1.0531952423,5.0060962722,75.84219105468517,24.7490856999,54.450394206,155.04167096058518,14.7480195602,0.0686691347400046,0.1865583018474979,0.0535082598249823,0.0997136883,0.0832789173,0.0443468623,568916909955.0,126233631032,0.0,1.4824707513,0.1546352744,1.3048829272,-6.580529382557776,2.314790051445738,7063127618400,108998883,28.7506285645,3.2563433044,1.2086240759,12.9307650903,902.4274128662402,19899.6217358209,14.7757688398
