Date,PVC,VIC,PVB,VNM,FPT,HAG,CTS,PVS,CTG,KDH,NVB,POT,NLG,MSN,MWG,PVD,CMG,VCB,PDR,ITD
2023-08-09,13.999105491622924,42.15355638885498,21.09708174648285,66.59437278113593,80.7442619562149,12.101198815153596,27.46779356718063,35.14353100785255,30.25657687122688,28.885672425596237,10.916712292270661,16.81324881591797,38.23804868837929,65.66942596435547,48.77402321251064,26.648117319002154,34.05872186742782,58.86680651950836,26.25749143600464,9.58019648315769
2023-08-10,14.097728055381195,42.10939375534057,21.33982676318599,66.15310884219359,81.80164604187011,12.685897363866806,27.889387637987134,35.336214993095396,30.636891838531493,28.838530589292525,11.088991450457268,16.941950906427383,38.215057373046875,67.1454834389559,48.10239845581055,26.921274060487747,34.16148468996048,59.3917911529541,26.35834213256836,9.489390838920594
2023-08-11,13.847512424629212,42.435866127387996,21.185789692275467,65.79715946273804,82.17969799232483,12.650870158624649,28.496616268157958,35.117546173152924,31.16907867540722,28.934082067651747,11.464177279930116,16.986233268075942,39.96415498778435,65.96433352661133,47.94588582069397,27.226238250732422,35.119620637893675,58.83612695789337,26.330299622726443,9.885078586606753
2023-08-12,13.914958533858604,42.099459899139404,21.409593726168243,66.37751731793976,83.03914548110961,12.686205628585816,28.498369932174683,35.11066400505066,31.67128246508789,28.655481646156307,11.476415227821352,17.055986281728746,39.93510276478351,66.4606403071518,47.49786854513168,26.67516789572239,35.27550624847412,59.406478786468504,26.592409687042235,9.5136265936203
2023-08-13,14.203197223491669,41.75679847412109,21.409549637086982,66.34031400508118,83.38666552734375,12.542801094055175,28.561319589614868,35.151934693119046,31.92491328259906,28.480890312194823,11.454579930850983,17.092205635768888,39.32475208282471,66.55914791608429,47.343330528133386,26.715574391727447,35.07287389411926,59.40017824172973,26.533330478668212,9.52291035993576
2023-08-14,14.475378951288137,41.206420568847655,21.415714092265606,65.67371617491828,83.30609301567078,12.562039852142334,28.62940378189087,35.49751000446258,32.038006004391285,28.598105624771115,11.12590838474018,16.595148901691434,39.299301621080474,66.67907729814148,47.68473438444019,26.70678918216705,35.08556087493896,59.42533950805664,26.487696533203124,9.52530845388794
2023-08-15,13.890916610572814,41.24045595300292,21.31484255032837,65.03307558611297,83.43077960586547,12.484816757583618,28.416165174007414,35.665015869140625,32.085189225987044,28.598743027496337,11.043608605567933,17.032849725723267,37.19068957127953,65.41561903875733,47.0229271829338,26.56014331098733,34.567715615844726,58.87568783283234,26.07326069869995,9.814782614227294
2023-08-16,14.41542843457091,41.00599482948303,21.565732622197118,65.53158934783895,83.69679336547851,12.485654585077285,28.721440207242967,35.63259796142578,34.32066873931885,29.299986645319404,11.433268477249145,17.37081997063179,37.210108445600504,65.5023327786255,47.171051129711145,26.84271978140831,34.47825827865601,58.90558678150177,26.437562828063964,9.823094336425783
2023-08-17,13.93170383605957,41.60535383088981,21.42748685914227,65.96882147369385,83.20027027130126,12.657501850128174,28.823265880823133,35.63138946533203,33.41828299713135,29.408576459204976,11.740217883641511,17.31662877888851,37.536787774085994,66.31052833343355,47.05315686660004,26.71280212954044,34.68616802215576,59.40716314315796,26.502621459960938,9.5382247521286
2023-08-18,13.49983856678009,41.810842655969466,20.296125411987305,67.65930210007872,82.42466127490998,12.628835773468017,29.116195249557496,35.75625732421875,34.73561685562134,27.466326570510862,11.686972528514328,17.034105329132082,37.69726066589355,67.88642631564332,47.25496838652329,26.967638435840605,33.81076583576203,59.13367509269714,26.277038669586183,9.925579660273131
2023-08-19,13.444968995332717,43.945007146453854,19.97867322063446,66.3848250762111,80.91899829076766,12.448483851242065,28.590357848167418,35.44098788452148,34.28208779067993,27.0352332572937,11.47584687423706,16.771319961547853,37.152678337097164,67.381592678833,46.15680265731812,26.563664995293617,33.62649331283569,58.675931925773625,25.397346359825136,9.805407131607057
2023-08-20,13.611928112268448,45.477641802165984,19.97205931034088,66.47784678973389,81.00226745195387,12.445541540908813,28.766253510475156,35.56995352706909,34.26579078655243,26.98166737604141,11.435357064056396,16.79420871734619,37.34173746757507,67.70700343322754,47.32899077087403,26.738725788373948,34.82039417266846,58.765499897003174,25.553190126228333,9.800263354064942
2023-08-21,14.246325901436805,46.52298121570587,20.599252142572404,69.32835152259796,82.80072331100463,12.291534726333618,28.877124482631682,35.50106267852783,34.41449054718017,28.529512943801883,11.391935294723512,16.826544799804687,38.86206683120728,70.31910062576294,47.57021423245239,27.55090878860035,35.94291184959412,58.73429010772705,25.889228364372254,10.087460854326784
2023-08-22,14.396037863223551,47.45045813938522,20.641364188076018,70.92554031281425,83.19833941394806,12.362555847167968,28.95118697690964,35.85749908447266,34.40819881439209,28.59805757180786,11.370286422729492,16.89755220988083,38.84063377532959,71.174872806427,46.82322122189735,27.861887325110438,34.78842221889496,59.340166854858396,26.468441791534424,10.188114946112508
2023-08-23,14.10739232101536,48.51845300473675,21.10157413482666,69.13415745391846,78.81027872162818,11.932191660690307,28.487394411506653,35.81534523010254,34.42665859222412,27.362486600875854,11.24193087683487,16.4204486166687,38.15166988563537,72.05833625482178,46.384038500427245,27.793248838877677,35.29400625228882,58.81546280765533,26.205529090261457,10.185237101272103
2023-08-24,14.737663921594619,49.092572412872315,20.97362023715973,70.87575655703944,79.8818697810173,12.287778014183045,29.000122069358827,35.65023651123047,34.72515232086182,28.730587571805952,11.385065711155585,17.013311239814758,39.12629516601562,71.64414441952104,46.85811918362595,27.525870475187304,35.68279266357422,60.53592590332031,26.52321827430725,10.09492425189789
2023-08-25,14.369492656488418,50.22993794766999,20.676592065811157,70.67696046812897,79.05450374744224,12.173333422851563,28.942440591573714,35.1962492980957,34.911136627197266,28.78357388420105,11.568703082244873,16.787737562633474,36.8677443397522,70.80510495300294,46.63828285112892,26.633623927116393,34.3358341792345,61.243064880371094,26.43712892726612,10.208468238215769
