time,open,high,low,close,volume
2024-09-12,18.9,18.9,18.9,18.9,5
2024-09-13,18.9,18.9,18.9,18.9,0
2024-09-16,18.9,18.9,18.9,18.9,0
2024-09-17,18.4,18.4,17.9,17.9,801
2024-09-18,17.9,17.9,17.9,17.9,1
2024-09-19,17.5,17.5,17.3,17.3,2544
2024-09-20,17.5,17.5,17.3,17.3,5580
2024-09-23,17.3,17.3,17.3,17.3,7
2024-09-24,18.7,18.7,18.7,18.7,186
2024-09-25,18.7,18.7,18.7,18.7,0
2024-09-26,18.7,18.7,18.7,18.7,1
2024-09-27,18.7,18.7,18.7,18.7,0
2024-09-30,17.4,17.6,17.4,17.6,396
2024-10-01,17.6,17.6,17.6,17.6,1
2024-10-02,18.0,18.0,18.0,18.0,100
2024-10-03,16.6,18.0,16.5,18.0,851
2024-10-04,17.0,17.0,16.7,16.8,1500
2024-10-07,16.9,18.0,16.8,16.9,553
2024-10-08,17.8,17.8,17.8,17.8,126
2024-10-09,17.8,17.8,17.8,17.8,0
2024-10-10,17.8,17.8,17.8,17.8,0
2024-10-11,17.0,17.6,17.0,17.6,301
2024-10-14,17.6,17.6,17.6,17.6,49
2024-10-15,17.5,17.9,17.5,17.9,203
2024-10-16,17.9,17.9,17.9,17.9,5
2024-10-17,17.9,17.9,17.9,17.9,5
2024-10-18,16.6,17.0,16.6,17.0,611
2024-10-21,17.8,17.8,17.8,17.8,113
2024-10-22,16.2,17.8,16.2,16.3,1501
2024-10-23,17.4,17.4,17.4,17.4,101
2024-10-24,16.5,16.5,16.5,16.5,500
2024-10-25,17.0,17.0,16.2,16.2,300
2024-10-28,17.4,17.4,17.4,17.4,100
2024-10-29,17.4,17.4,17.4,17.4,84
2024-10-30,16.5,16.5,15.8,16.0,8700
2024-10-31,16.1,16.8,16.1,16.8,608
2024-11-01,17.9,17.9,17.9,17.9,100
2024-11-04,17.9,17.9,17.9,17.9,0
2024-11-05,17.9,17.9,17.9,17.9,0
2024-11-06,17.9,17.9,17.9,17.9,0
2024-11-07,17.9,17.9,17.9,17.9,1
2024-11-08,16.2,17.7,16.2,17.7,301
2024-11-11,17.7,17.7,17.7,17.7,0
2024-11-12,17.7,17.7,17.7,17.7,0
2024-11-13,17.7,17.7,17.7,17.7,0
2024-11-14,17.0,17.6,16.1,17.4,2400
2024-11-15,15.8,15.8,15.8,15.8,2901
2024-11-18,16.8,16.8,15.8,16.5,300
2024-11-19,15.6,15.7,15.6,15.7,836
2024-11-20,15.8,16.4,15.5,15.8,4848
2024-11-21,16.8,17.0,16.8,17.0,2105
2024-11-22,17.0,17.0,17.0,17.0,0
2024-11-25,17.5,17.5,17.5,17.5,100
2024-11-26,17.5,17.5,17.5,17.5,0
2024-11-27,17.5,17.5,17.5,17.5,0
2024-11-28,17.5,17.5,17.5,17.5,0
2024-11-29,17.5,17.5,17.5,17.5,0
2024-12-02,18.5,18.5,16.8,16.8,210
2024-12-03,16.8,16.8,16.8,16.8,2
2024-12-04,16.0,16.7,16.0,16.7,1100
2024-12-05,16.9,16.9,16.9,16.9,100
2024-12-06,17.4,17.4,15.5,16.8,2300
2024-12-09,17.5,17.5,17.5,17.5,115
2024-12-10,16.0,16.7,15.9,15.9,3300
2024-12-11,16.0,16.0,15.9,15.9,4500
2024-12-12,15.9,15.9,14.8,14.8,12124
2024-12-13,14.9,16.1,14.9,16.1,2801
2024-12-16,16.1,16.1,16.1,16.1,0
2024-12-17,16.1,16.1,16.1,16.1,96
2024-12-18,15.0,15.8,15.0,15.8,200
2024-12-19,15.8,15.8,15.8,15.8,0
2024-12-20,15.8,15.8,15.8,15.8,0
2024-12-23,15.8,15.8,15.6,15.6,521
2024-12-24,15.6,16.7,14.4,16.7,11180
2024-12-25,16.0,16.6,15.4,16.6,2409
2024-12-26,15.5,16.4,15.5,16.2,8600
2024-12-27,16.2,16.2,16.2,16.2,4
2024-12-30,15.8,15.9,15.1,15.1,420
2024-12-31,15.1,15.3,15.1,15.3,700
2025-01-02,15.0,15.0,15.0,15.0,110
2025-01-03,15.7,15.7,15.7,15.7,118
2025-01-06,15.7,15.7,15.7,15.7,0
2025-01-07,14.7,14.7,14.7,14.7,10000
2025-01-08,15.3,15.3,15.3,15.3,100
2025-01-09,15.3,15.3,15.3,15.3,13
2025-01-10,14.5,15.5,14.1,15.5,1360
2025-01-13,15.5,15.5,15.5,15.5,0
2025-01-14,15.5,15.5,15.5,15.5,0
2025-01-15,15.5,15.5,15.5,15.5,0
2025-01-16,15.5,15.5,15.5,15.5,0
2025-01-17,15.5,15.5,15.5,15.5,0
2025-01-20,15.7,15.7,15.0,15.7,900
2025-01-21,15.7,15.7,15.7,15.7,0
2025-01-22,15.0,15.0,15.0,15.0,1300
2025-01-23,15.0,15.3,15.0,15.3,769
2025-01-24,15.7,15.7,15.7,15.7,100
