Date,POT,PVB,CMG,MSN,PVD,FPT,KDH,CTG,NVB,CTS,PVS,MWG,HAG,ITD,VNM,PVC,PDR,NLG,VIC,VCB
2023-11-19,17.899999999999995,20.200000000000003,35.58999999999999,66.39999999999999,27.35,81.99000000000001,28.46,31.499999999999993,11.5,28.60000000000001,36.41,45.48999999999999,13.4,9.770000000000001,63.800000000000004,14.53,25.249999999999993,38.71000000000001,43.35,60.94
2023-11-20,17.899999999999995,20.300000000000008,36.04,67.79999999999998,27.35,82.59,28.549999999999997,32.6,11.5,28.399999999999995,36.209999999999994,45.69,13.699999999999998,9.79,64.37,14.429999999999994,24.94,38.55999999999998,43.29999999999999,61.94
2023-11-21,17.899999999999995,20.300000000000008,36.04,67.76666666666667,27.31666666666666,82.62000000000002,28.486666666666665,32.616666666666674,11.5,28.5,36.14666666666668,45.720000000000006,13.799999999999999,9.783333333333331,64.46333333333334,14.396666666666668,25.059999999999995,38.660000000000004,43.29999999999999,61.806666666666665
2023-11-22,17.899999999999995,20.300000000000008,36.04,67.73333333333333,27.28333333333333,82.65,28.423333333333325,32.63333333333333,11.5,28.60000000000001,36.08333333333333,45.75,13.9,9.776666666666667,64.55666666666667,14.363333333333332,25.18,38.76,43.29999999999999,61.67333333333333
2023-11-23,17.899999999999995,20.300000000000008,36.04,67.70000000000002,27.249999999999996,82.68,28.36,32.649999999999984,11.5,28.700000000000003,36.02000000000002,45.78,14.0,9.770000000000001,64.65,14.33,25.299999999999997,38.859999999999985,43.29999999999999,61.54
2023-11-24,17.899999999999995,20.799999999999997,35.360000000000014,67.50000000000001,27.899999999999995,81.99000000000001,28.23,32.20000000000001,11.5,28.5,36.41,45.040000000000006,14.650000000000002,9.770000000000001,64.08,14.53,25.11999999999999,38.41,43.099999999999994,61.2
2023-11-25,17.899999999999995,20.9,35.360000000000014,66.19999999999999,27.699999999999996,81.48,28.08999999999999,32.0,11.399999999999999,28.700000000000003,36.209999999999994,44.05,14.3,9.6,63.69999999999999,14.429999999999994,24.94,37.82,43.14999999999999,60.94
2023-11-26,16.81,20.700000000000003,35.31999999999999,66.8,27.55,81.56000000000002,28.36,32.050000000000004,11.300000000000004,29.15000000000001,36.12,44.839999999999996,14.750000000000004,9.68,63.33,14.429999999999994,25.03,38.019999999999996,42.8,60.87000000000001
2023-11-27,16.81,20.6,35.95,65.8,27.649999999999995,82.25000000000001,28.319999999999997,32.09999999999999,11.300000000000004,29.049999999999983,36.209999999999994,44.53999999999999,14.699999999999996,9.65,63.42000000000001,14.429999999999994,25.750000000000007,39.099999999999994,42.8,61.54
2023-11-28,16.81,20.6,35.903333333333336,65.73333333333335,27.63333333333333,82.25000000000001,28.319999999999997,32.166666666666664,11.266666666666671,28.949999999999996,36.209999999999994,44.44333333333334,14.699999999999996,9.633333333333333,63.42000000000001,14.429999999999994,25.660000000000004,38.90333333333332,42.75,61.36
2023-11-29,16.81,20.6,35.85666666666667,65.66666666666664,27.61666666666666,82.25000000000001,28.319999999999997,32.233333333333334,11.233333333333338,28.849999999999998,36.209999999999994,44.34666666666664,14.699999999999996,9.616666666666669,63.42000000000001,14.429999999999994,25.57,38.70666666666665,42.70000000000001,61.18
2023-11-30,16.81,20.6,35.80999999999999,65.6,27.6,82.25000000000001,28.319999999999997,32.29999999999999,11.200000000000003,28.75000000000001,36.209999999999994,44.24999999999998,14.699999999999996,9.6,63.42000000000001,14.429999999999994,25.48,38.51,42.65,60.99999999999999
2023-12-01,17.11,20.6,36.04,66.1,27.95,81.99000000000001,28.18,32.20000000000001,11.100000000000001,29.15000000000001,36.51,45.040000000000006,14.95,9.500000000000002,63.33,14.429999999999994,25.700000000000003,38.660000000000004,42.70000000000001,60.87000000000001
2023-12-02,16.209999999999997,20.300000000000008,35.95,64.4,27.55,82.08000000000001,28.08999999999999,31.59999999999999,10.799999999999999,29.59999999999999,36.02000000000002,44.64000000000002,14.2,9.49,63.42000000000001,14.23,25.299999999999997,38.05999999999999,42.49999999999999,59.199999999999996
2023-12-03,16.209999999999997,20.300000000000008,36.85,65.1,27.55,85.68000000000002,27.73,32.050000000000004,10.699999999999998,30.900000000000013,36.209999999999994,45.84,14.349999999999998,9.6,63.9,14.139999999999999,25.519999999999996,38.61,42.349999999999994,60.06999999999999
2023-12-04,16.31,20.300000000000008,37.84000000000002,65.39999999999999,27.800000000000008,87.48000000000002,27.73,31.699999999999992,10.699999999999998,31.250000000000004,36.02000000000002,47.03,14.0,9.500000000000002,63.800000000000004,14.139999999999999,26.65,39.05,42.10000000000001,60.4
2023-12-05,16.31,20.366666666666674,37.79333333333332,65.23333333333332,27.95,87.90999999999998,27.83666666666666,32.43333333333332,10.766666666666664,31.21666666666666,36.02000000000002,47.03,13.783333333333333,9.473333333333333,63.99,14.139999999999999,26.709999999999997,39.05,42.13333333333333,60.33333333333332
2023-12-06,16.31,20.43333333333333,37.74666666666667,65.06666666666669,28.1,88.34000000000005,27.94333333333332,33.16666666666666,10.833333333333332,31.183333333333337,36.02000000000002,47.03,13.566666666666668,9.446666666666667,64.18,14.139999999999999,26.769999999999992,39.05,42.16666666666667,60.26666666666667
2023-12-07,16.31,20.499999999999996,37.70000000000001,64.90000000000002,28.250000000000007,88.77000000000001,28.050000000000004,33.9,10.9,31.149999999999995,36.02000000000002,47.03,13.349999999999996,9.420000000000002,64.37,14.139999999999999,26.830000000000005,39.05,42.199999999999996,60.19999999999999
2023-12-08,16.31,20.799999999999997,36.88999999999999,64.8,28.750000000000007,89.28,28.269999999999996,34.4,11.100000000000001,31.149999999999995,36.9,46.63,13.299999999999999,9.49,63.99,14.33,27.06,39.39999999999999,42.300000000000004,59.86999999999998
2023-12-09,16.709999999999997,20.799999999999997,36.710000000000015,64.90000000000002,28.750000000000007,89.97000000000001,28.36,35.5,10.799999999999999,31.250000000000004,36.9,46.22999999999999,13.150000000000002,9.750000000000002,63.99,14.23,27.149999999999988,39.35,42.400000000000006,60.19999999999999
2023-12-10,16.709999999999997,20.787499999999998,36.705,64.90000000000002,28.731250000000006,89.87375000000002,28.38875,35.43749999999999,10.874999999999996,31.206249999999997,36.87500000000001,46.13750000000001,13.187499999999996,9.7425,63.99,14.23,27.10999999999999,39.293749999999996,42.418749999999974,60.19124999999999
2023-12-11,16.709999999999997,20.775,36.7,64.90000000000002,28.712500000000006,89.7775,28.417499999999997,35.37499999999999,10.950000000000001,31.162500000000016,36.85,46.045,13.225,9.735000000000001,63.99,14.23,27.069999999999993,39.23749999999999,42.43749999999999,60.182500000000005
2023-12-12,16.709999999999997,20.7625,36.695,64.90000000000002,28.693750000000005,89.68125000000002,28.44625,35.31249999999999,11.025000000000006,31.118750000000002,36.82500000000001,45.95249999999999,13.262500000000003,9.7275,63.99,14.23,27.029999999999994,39.181250000000006,42.45625,60.17375000000001
2023-12-13,16.709999999999997,20.75,36.69,64.90000000000002,28.675000000000004,89.58500000000001,28.474999999999998,35.25000000000001,11.100000000000001,31.07499999999999,36.8,45.85999999999999,13.299999999999999,9.72,63.99,14.23,26.989999999999995,39.125,42.475,60.165
2023-12-14,16.709999999999997,20.737499999999994,36.68499999999999,64.90000000000002,28.65625000000001,89.48875000000001,28.503749999999993,35.18749999999999,11.174999999999999,31.031250000000004,36.775,45.7675,13.337500000000002,9.7125,63.99,14.23,26.95,39.06875,42.49375,60.15625
2023-12-15,16.709999999999997,20.72500000000001,36.68,64.90000000000002,28.637500000000003,89.3925,28.532499999999995,35.125,11.249999999999996,30.987499999999994,36.75,45.675000000000004,13.375,9.705000000000002,63.99,14.23,26.91,39.012499999999996,42.5125,60.147499999999994
2023-12-16,16.709999999999997,20.712499999999995,36.675,64.90000000000002,28.618750000000002,89.29625000000001,28.56124999999999,35.0625,11.325000000000001,30.94375000000001,36.72500000000001,45.58250000000001,13.4125,9.6975,63.99,14.23,26.87,38.95625,42.53125000000001,60.13875
2023-12-17,16.709999999999997,20.700000000000003,36.669999999999995,64.90000000000002,28.599999999999998,89.20000000000003,28.59,35.0,11.399999999999999,30.900000000000013,36.7,45.48999999999999,13.450000000000001,9.690000000000001,63.99,14.23,26.830000000000005,38.89999999999999,42.54999999999999,60.13000000000002
2023-12-18,16.709999999999997,20.700000000000003,36.44000000000001,66.19999999999999,28.500000000000007,90.14000000000001,28.549999999999997,35.25000000000001,11.399999999999999,30.999999999999993,36.51,45.93,12.749999999999998,9.59,66.26,14.53,26.830000000000005,38.859999999999985,43.95,59.93
2023-12-19,16.709999999999997,20.966666666666665,36.45666666666666,67.10000000000001,28.58333333333333,90.11,28.519999999999992,35.3,11.33333333333334,30.933333333333337,36.606666666666676,46.09666666666666,12.833333333333332,9.56,66.86,14.596666666666668,26.72666666666667,38.676666666666655,44.96666666666668,60.06666666666667
2023-12-20,16.709999999999997,21.23333333333333,36.473333333333336,67.99999999999999,28.66666666666668,90.08000000000003,28.48999999999999,35.35,11.266666666666664,30.86666666666667,36.70333333333335,46.26333333333333,12.916666666666668,9.530000000000001,67.46000000000001,14.66333333333333,26.623333333333335,38.49333333333333,45.98333333333333,60.203333333333326
