Date,Price,Open,High,Low,Vol.,Change %,Symbol,return_day,return_week,return_month,volatility_day,volatility_week,volatility_month,liquidity_day,liquidity_week,liquidity_month,z_score,SMA_20,SMA_50,SMA_100,WMA_20,WMA_50,WMA_100,EMA26,EMA12,MACD,Signal_Line,RSI_14,BB_upper,BB_lower,StochRSI_14
2010-02-02,12249.7,12249.7,12249.7,12249.7,43040.0,4.17,KDH_RRC,0.0,-0.0200004898079136,-0.1000024490395683,0.0328265529646201,0.0318567995036409,0.0301657584194043,183786.0,113659.04761904762,227995.2380952381,-0.3862636854940009,12249.7,12249.7,12249.7,11056.083333333334,11492.40588235294,12526.18299009901,12249.7,12249.7,0.0,0.0,0.0,12675.204905076089,10065.095094923912,0.5338682128410797
2010-02-03,12249.7,12739.6,12739.6,12249.7,361470.0,0.0,KDH_RRC,0.0,-0.0200004898079136,-0.1000024490395683,0.0328265529646201,0.0318567995036409,0.0301657584194043,183786.0,113659.04761904762,227995.2380952381,-0.3862636854940009,12249.7,12249.7,12249.7,11056.083333333334,11492.40588235294,12526.18299009901,12249.7,12249.7,0.0,0.0,0.0,12675.204905076089,10065.095094923912,0.5338682128410797
2010-02-04,12249.7,12249.7,12249.7,12004.7,198320.0,0.0,KDH_RRC,0.0,-0.0200004898079136,-0.1000024490395683,0.0328265529646201,0.0318567995036409,0.0301657584194043,183786.0,113659.04761904762,227995.2380952381,-0.3862636854940009,12249.7,12249.7,12249.7,11056.083333333334,11492.40588235294,12526.18299009901,12249.7,12249.7,0.0,0.0,0.0,12675.204905076089,10065.095094923912,0.5338682128410797
2010-02-05,11637.2,11759.7,11784.2,11637.2,65630.0,-5.0,KDH_RRC,-0.0500012245197841,-0.0200004898079136,-0.1000024490395683,0.0328265529646201,0.0318567995036409,0.0301657584194043,183786.0,113659.04761904762,227995.2380952381,-0.4407197248969904,12096.575,12096.575,12096.575,11056.083333333334,11492.40588235294,12526.18299009901,12204.32962962963,12155.469230769231,-48.86039886039907,-9.772079772079817,0.0,12675.204905076089,10065.095094923912,0.5338682128410797
2010-02-08,12127.2,11147.2,12127.2,11147.2,250470.0,4.21,KDH_RRC,0.0421063486061938,-0.0200004898079136,-0.1000024490395683,0.0328265529646201,0.0318567995036409,0.0301657584194043,183786.0,113659.04761904762,227995.2380952381,-0.3971548933745988,12102.7,12102.7,12102.7,11056.083333333334,11492.40588235294,12526.18299009901,12198.61632373114,12151.120118343197,-47.49620538794443,-17.316904895252737,47.99999999999999,12675.204905076089,10065.095094923912,0.5338682128410797
2010-02-09,12004.7,12127.2,12127.2,11563.7,41880.0,-1.01,KDH_RRC,-0.010101259977571,-0.0200004898079136,-0.1000024490395683,0.0328265529646201,0.0318567995036409,0.0301657584194043,183554.0,113659.04761904762,227995.2380952381,-0.4080461012551967,12086.366666666669,12086.366666666669,12086.366666666669,11056.083333333334,11492.40588235294,12526.18299009901,12184.252151602906,12128.593946290395,-55.6582053125112,-24.98516497870443,42.162162162162154,12675.204905076089,10065.095094923912,0.5338682128410797
2010-02-10,12004.7,12004.7,12004.7,11980.2,29000.0,0.0,KDH_RRC,0.0,-0.0200004898079136,-0.1000024490395683,0.0328265529646201,0.0318567995036409,0.0301657584194043,117060.0,113659.04761904762,227995.2380952381,-0.4080461012551967,12074.7,12074.7,12074.7,11056.083333333334,11492.40588235294,12526.18299009901,12170.951992224913,12109.533339168796,-61.418653056116455,-32.271862594186835,42.162162162162154,12675.204905076089,10065.095094923912,0.5338682128410797
2010-02-11,11759.7,11637.2,12004.7,11637.2,32990.0,-2.04,KDH_RRC,-0.020408673269636,-0.0400009796158272,-0.1000024490395683,0.0335284601900011,0.0318567995036409,0.0301657584194043,83994.0,113659.04761904762,227995.2380952381,-0.4298285170163924,12035.325,12035.325,12035.325,11056.083333333334,11492.40588235294,12526.18299009901,12140.488881689736,12055.71282545052,-84.77605623921409,-42.77270132319229,31.848272529596528,12675.204905076089,10065.095094923912,0.5338682128410797
2010-02-12,11759.7,11514.7,11759.7,11392.2,79950.0,0.0,KDH_RRC,0.0,0.0105265871515485,-0.1000024490395683,0.0237938995378643,0.0318567995036409,0.0301657584194043,86858.0,113659.04761904762,227995.2380952381,-0.4298285170163924,12004.7,12004.7,12004.7,11056.083333333334,11492.40588235294,12526.18299009901,12112.282297860866,12010.172390765823,-102.1099070950404,-54.64014247756191,31.848272529596528,12675.204905076089,10065.095094923912,0.5338682128410797
2010-02-22,11563.7,11441.2,11637.2,11294.2,61740.0,-1.67,KDH_RRC,-0.0166670918475811,-0.0464657958968269,-0.1000024490395683,0.0093702589219573,0.0318567995036409,0.0301657584194043,49112.0,113659.04761904762,227995.2380952381,-0.4472544496253491,11960.6,11960.6,11960.6,11056.083333333334,11492.40588235294,12526.18299009901,12071.646572093394,11941.484330648003,-130.16224144538864,-69.74456227112726,25.26544642928025,12675.204905076089,10065.095094923912,0.5338682128410797
2010-02-23,11000.2,11000.2,11465.7,11000.2,99110.0,-4.87,KDH_RRC,-0.0487300777432828,-0.0836755604055078,-0.1000024490395683,0.0199774738039415,0.0318567995036409,0.0301657584194043,60558.0,113659.04761904762,227995.2380952381,-0.4973540058760994,11873.29090909091,11873.29090909091,11873.29090909091,11056.083333333334,11492.40588235294,12526.18299009901,11992.280159345735,11796.671356702158,-195.6088026435773,-94.91741034561728,14.988411041998049,12675.204905076089,10065.095094923912,0.5338682128410797
2010-02-24,10485.7,11000.2,11000.2,10461.2,69190.0,-4.68,KDH_RRC,-0.0467718768749658,-0.1265337742717435,-0.1000024490395683,0.0208636315421397,0.0318567995036409,0.0301657584194043,68596.0,113659.04761904762,227995.2380952381,-0.5430970789746106,11757.658333333336,11757.658333333336,11757.658333333336,11056.083333333334,11492.40588235294,12526.18299009901,11880.68162902383,11594.983455671058,-285.69817335277185,-133.0735629470482,10.492199176973289,12675.204905076089,10065.095094923912,0.5338682128410797
2010-02-25,10779.7,10412.2,10951.2,10412.2,30700.0,2.8,KDH_RRC,0.028038185338127,-0.0833354592379057,-0.1000024490395683,0.0324444154368917,0.0318567995036409,0.0301657584194043,68138.0,113659.04761904762,227995.2380952381,-0.5169581800611757,11682.43076923077,11682.43076923077,11682.43076923077,11056.083333333334,11492.40588235294,12526.18299009901,11799.127434281325,11469.555231721664,-329.57220255965876,-172.37329086957033,25.272449158406005,12675.204905076089,10065.095094923912,0.5338682128410797
2010-02-26,10951.2,10975.7,10975.7,10779.7,64959.99999999999,1.59,KDH_RRC,0.0159095336604915,-0.0687517538712721,-0.1000024490395683,0.0351725890716081,0.0318567995036409,0.0301657584194043,65140.0,113659.04761904762,227995.2380952381,-0.5017104890283386,11630.2,11630.2,11630.2,11056.083333333334,11492.40588235294,12526.18299009901,11736.317994704928,11389.808272995257,-346.5097217096736,-207.200577037591,32.747188275198596,12675.204905076089,10065.095094923912,0.5338682128410797
