Date,Close,Open,High,Low,Volume,Change,Symbol,return_day,return_week,return_month,volatility_day,volatility_week,volatility_month,liquidity_day,liquidity_week,liquidity_month,high_minus_close,low_minus_open,cumulative_return,Stochastic_Osc,ATR,SMA_3,SMA_7,SMA_14,SMA_21,SMA_50,SMA_100,WMA_3,WMA_7,WMA_14,WMA_21,WMA_50,WMA_100,EMA6,EMA12,EMA26,outMACD,outMACDSignal,outMACDHist,RSI6,RSI12,RSI14,StochRSI_6,StochRSI_12,StochRSI_14,BBANDSMIDDLE,BBANDSUPPER,BBANDSLOWER,OBV,MFI14,MOM1,MOM3,MOM7,CCI12,CCI20,ROCR3,ROCR12,WILLR,TRIX
2018-01-01,7421.2,7664.5,7786.2,7177.9,834420.0,-2.4,PVC_RRC,0.0,-0.0477707006369426,0.07168458781362,0.0126212412275406,0.0244408288793347,0.0153161624978203,834420.0,834420.0,834420.0,0.0476221540870245,-0.0634875073390306,0.0,39.996712148610904,608.3000000000002,7421.2,7421.2,7421.2,7421.2,7421.2,7421.2,7421.2,7421.2,7421.2,7421.2,7421.2,7421.2,7421.2,7421.2,7421.2,0.0,0.0,0.0,13.695442996794467,37.29902294260185,41.79156783975886,0.0,0.0,0.0,7421.2,32922.70649410104,26715.388743994197,0.0,59.36392074221004,0.0,-333.3333333333321,-1800.0,-127.08333333333356,1.7743366400514995,0.9889746416758544,0.9614147909967846,-60.003287851389096,0.4373944192958001
2018-01-02,7421.2,7664.5,7786.2,7177.9,834420.0,-2.4,PVC_RRC,0.0,-0.0477707006369426,0.07168458781362,0.0126212412275406,0.0244408288793347,0.0153161624978203,834420.0,834420.0,834420.0,0.0476221540870245,-0.0634875073390306,0.0,39.996712148610904,608.3000000000002,7421.2,7421.2,7421.2,7421.2,7421.2,7421.2,7421.2,7421.2,7421.2,7421.2,7421.2,7421.2,7421.2,7421.2,7421.2,0.0,0.0,0.0,13.695442996794467,37.29902294260185,41.79156783975886,0.0,0.0,0.0,7421.2,7421.2,7421.2,0.0,59.36392074221004,0.0,-333.3333333333321,-1800.0,-127.08333333333356,1.7743366400514995,0.9889746416758544,0.9614147909967846,-60.003287851389096,0.0
2018-01-03,7603.7,7421.2,7664.5,7238.7,917480.0,2.46,PVC_RRC,0.0245917102355415,-0.0477707006369426,0.07168458781362,0.017388965068526,0.017388965068526,0.017388965068526,862106.6666666666,862106.6666666666,862106.6666666666,0.0081927451086077,-0.0245917102355414,0.0245917102355415,69.99835607430545,547.4666666666668,7482.033333333333,7482.033333333333,7482.033333333333,7482.033333333333,7482.033333333333,7482.033333333333,7512.45,7512.45,7512.45,7512.45,7512.45,7512.45,7473.342857142857,7449.276923076923,7434.718518518518,14.558404558404618,2.9116809116809237,11.646723646723697,100.0,100.0,100.0,0.0,0.0,0.0,7482.033333333333,7692.766181587546,7271.300485079119,917480.0,100.0,182.5,-333.3333333333321,-1800.0,100.00000000000168,100.00000000000168,0.9889746416758544,0.9614147909967846,-30.001643925694548,0.004803068405379
2018-01-04,7847.0,7725.3,8029.5,7725.3,608400.0,3.2,PVC_RRC,0.0319975801254652,-0.0477707006369426,0.07168458781362,0.016750344548799,0.016750344548799,0.016750344548799,798680.0,798680.0,798680.0,0.0236236780448655,0.0,0.0573761655796907,78.5697510568342,517.0500000000002,7623.966666666666,7573.275,7573.275,7573.275,7573.275,7573.275,7694.933333333333,7646.27,7646.27,7646.27,7646.27,7646.27,7580.102040816327,7510.465088757396,7465.257887517147,45.20720124024956,11.370784977394653,33.83641626285491,100.0,100.0,100.0,0.0,0.0,0.0,7573.275,7976.767531942455,7169.782468057544,1525880.0,100.0,243.30000000000015,425.8000000000002,-1800.0,133.33333333333354,133.33333333333354,1.0573761655796907,0.9614147909967846,-21.430248943165797,0.0190103554181364
2018-01-05,7542.9,7847.0,7847.0,7421.2,776020.0,-3.88,PVC_RRC,-0.0387536638205684,-0.0477707006369426,0.07168458781362,0.031890000586336,0.031890000586336,0.031890000586336,794148.0,794148.0,794148.0,0.0387536638205684,-0.0542627755830253,0.0163989651269336,42.86049788633159,498.8000000000002,7664.533333333333,7567.2,7567.2,7567.2,7567.2,7567.2,7654.399999999999,7611.813333333333,7611.813333333333,7611.813333333333,7611.813333333333,7611.813333333333,7569.472886297376,7515.455075102413,7471.009155108469,44.44591999394379,17.98581198070448,26.46010801323931,46.74236656909312,52.53146610287684,53.36159799875261,0.0,0.0,0.0,7567.2,7917.689343632584,7216.710656367415,749860.0,66.41701912718649,-304.10000000000036,121.69999999999982,-1800.0,12.991865405555057,12.991865405555057,1.0163989651269336,0.9614147909967846,-57.13950211366841,0.0308618230630663
2018-01-06,7502.333333333333,7745.633333333333,7765.9,7380.633333333333,696036.6666666666,-3.1233333333333335,PVC_RRC,-0.0053781260081223,0.0109326434179557,0.07168458781362,0.0279657387760843,0.0279657387760843,0.0279657387760843,766471.3333333333,777796.1111111111,777796.1111111111,0.034027774789236,-0.0471233254005482,0.0109326434179557,38.096915609832465,479.8777777777779,7630.744444444444,7556.388888888888,7556.388888888888,7556.388888888888,7556.388888888888,7556.388888888888,7573.3,7580.533333333334,7580.533333333334,7580.533333333334,7580.533333333334,7580.533333333334,7550.290156879078,7513.436345599477,7473.329464606607,40.106880992870174,22.41002578313762,17.696855209732554,42.51380392894558,48.873945437886256,49.78751278665715,0.0,0.0,0.0,7556.388888888888,7874.318671958928,7238.459105818847,53823.33333333337,51.126431548987725,-40.566666666666606,-101.3666666666668,-1800.0,-15.384615384616277,-15.384615384616277,0.9866687709053924,0.9614147909967846,-61.90308439016754,0.0394935139402807
2018-01-07,7461.766666666666,7644.266666666666,7684.8,7340.066666666667,616053.3333333334,-2.366666666666667,PVC_RRC,-0.0054072066468209,0.0054663217089778,0.07168458781362,0.0281898235185072,0.0252203151770448,0.0252203151770448,722798.0,754690.0,754690.0,0.0291765506174562,-0.0397945301053512,0.0054663217089778,33.33333333333333,460.5714285714287,7502.333333333333,7542.871428571429,7542.871428571429,7542.871428571429,7542.871428571429,7542.871428571429,7488.811111111111,7550.841666666666,7550.841666666666,7550.841666666666,7550.841666666666,7550.841666666666,7524.997731104103,7505.487164225198,7472.4729610555005,33.014203169697794,24.530861260449655,8.48334190924814,37.734655717865046,45.15813198633734,46.21581580915815,0.0,0.0,0.0,7542.871428571429,7841.784455507288,7243.958401635569,-562230.0,42.52364026292776,-40.566666666666606,-385.2333333333336,-1800.0,-45.75656405179139,-45.75656405179139,0.9509069283377936,0.9614147909967846,-66.66666666666667,0.0444510852985136
2018-01-08,7421.2,7542.9,7603.7,7299.5,536070.0,-1.61,PVC_RRC,-0.0054366034853229,-0.024001472967108,0.07168458781362,0.0250390320042008,0.0231581180392523,0.0231581180392523,646516.0,727362.5,727362.5,0.0241949382863354,-0.0322687560487345,0.0,28.569751056834203,441.0250000000001,7461.766666666666,7542.871428571429,7527.662499999999,7527.662499999999,7527.662499999999,7527.662499999999,7448.244444444444,7520.42380952381,7522.032407407408,7522.032407407408,7522.032407407408,7522.032407407408,7495.341236502931,7492.519908190552,7468.674963940278,23.84494425027424,24.393677858414573,-0.5487336081403349,32.603524508642934,41.43510948680617,42.68272935462332,0.0,0.0,0.0,7527.662499999999,7817.467302259552,7237.857697740446,-1098300.0,37.126795568076744,-40.566666666666606,-121.69999999999982,0.0,-75.344732894208,-75.344732894208,0.9838656219756328,0.9614147909967846,-71.4302489431658,0.0455818194516677
2018-01-09,7482.0,7421.2,7603.7,7360.4,1010000.0,0.82,PVC_RRC,0.0081927451086079,-0.0465145915636548,0.07168458781362,0.0174567981803983,0.0216242683988234,0.0216242683988234,726836.0,758766.6666666666,758766.6666666666,0.0163989651269336,-0.0081927451086077,0.0081927451086079,35.709253170502606,419.05555555555566,7454.988888888889,7551.557142857142,7522.588888888889,7522.588888888889,7522.588888888889,7522.588888888889,7458.36111111111,7505.205952380952,7514.025925925925,7514.025925925925,7514.025925925925,7514.025925925925,7491.52945464495,7490.901460776621,7469.662003648405,21.23945712821569,23.7628337123748,-2.52337658415911,47.56451398581602,48.897631788843626,49.375508276029734,0.2219847457615448,0.1274231410089677,0.1167672299474062,7522.588888888889,7795.38032122421,7249.797456553569,-88300.0,49.312967907771494,60.80000000000018,-20.33333333333303,60.80000000000018,-44.06642703892528,-44.06642703892528,0.997289732083352,0.9614147909967846,-64.2907468294974,0.0456115652353483
2018-01-10,8212.0,7542.9,8212.0,7482.0,4000000.0,9.76,PVC_RRC,0.0975674953221064,0.0887059353829429,0.07168458781362,0.0449189114108395,0.0379533956167815,0.0379533956167815,1371632.0,1082890.0,1082890.0,0.0,-0.008073817762399,0.1065595860507735,100.0,450.1500000000001,7705.066666666667,7638.457142857143,7591.530000000001,7591.530000000001,7591.530000000001,7591.530000000001,7836.866666666666,7670.316666666667,7640.930303030303,7640.930303030303,7640.930303030303,7640.930303030303,7697.37818188925,7601.839697580218,7524.650003378153,77.18969420206486,34.448205810312814,42.74148839175204,88.91752644026076,81.80168590642934,80.66042741833091,1.0,0.6892623902460666,0.6625873429786375,7591.530000000001,8097.753158178825,7085.306841821176,3911700.0,72.11221141348736,730.0,750.2333333333336,608.3000000000002,186.27650075589744,186.27650075589744,1.1005436603485323,0.9614147909967846,-0.0,0.0639820198252483
