Date,Close,Open,High,Low,Volume,Change,Symbol,return_day,return_week,return_month,volatility_day,volatility_week,volatility_month,liquidity_day,liquidity_week,liquidity_month,high_minus_close,low_minus_open,cumulative_return,Stochastic_Osc,ATR,ADX14,ADX20,SMA_3,SMA_7,SMA_14,SMA_21,SMA_50,SMA_100,WMA_3,WMA_7,WMA_14,WMA_21,WMA_50,WMA_100,EMA6,EMA12,EMA26,outMACD,outMACDSignal,outMACDHist,RSI6,RSI12,RSI14,StochRSI_6,StochRSI_12,StochRSI_14,BBANDSMIDDLE,BBANDSUPPER,BBANDSLOWER,OBV,MFI14,MOM1,MOM3,MOM7,CCI12,CCI20,ROCR3,ROCR12,WILLR,TRIX
2018-01-01,18602.5,18043.3,18639.8,17782.4,5120000.0,3.1,CTG_RRV,0.0030549898167007,-0.0132238028451212,-0.0358450304418472,0.0136909258936876,0.0130747478496298,0.0176282436730621,5120000.0,5120000.0,5120000.0,0.0020672493390898,-0.0144596609267704,0.0,95.64963844180086,857.3999999999978,,,18602.5,18602.5,18602.5,18602.5,18602.5,18602.5,18602.5,18602.5,18602.5,18602.5,18602.5,18602.5,18602.5,18602.5,18602.5,0.0,0.0,0.0,51.144622967413035,44.076150244391634,43.85673552609846,1.0,0.4901403808315627,0.4681427160067834,18602.5,51431.76843523257,48265.37442191029,0.0,50.97931177509162,150.0,510.66666666666424,-300.0,-57.52855659397688,-65.40536574251144,1.0104775061893885,0.9675644879275456,-4.3503615581991335,-0.0408645539541452
2018-01-02,18602.5,18043.3,18639.8,17782.4,5120000.0,3.1,CTG_RRV,0.0,-0.0132238028451212,-0.0358450304418472,0.0136909258936876,0.0130747478496298,0.0176282436730621,5120000.0,5120000.0,5120000.0,0.0020672493390898,-0.0144596609267704,0.0,95.64963844180086,857.3999999999978,,,18602.5,18602.5,18602.5,18602.5,18602.5,18602.5,18602.5,18602.5,18602.5,18602.5,18602.5,18602.5,18602.5,18602.5,18602.5,0.0,0.0,0.0,51.144622967413035,44.076150244391634,43.85673552609846,1.0,0.4901403808315627,0.4681427160067834,18602.5,18602.5,18602.5,0.0,50.97931177509162,0.0,510.66666666666424,-300.0,-57.52855659397688,-65.40536574251144,1.0104775061893885,0.9675644879275456,-4.3503615581991335,0.0
2018-01-03,18490.7,18714.4,18826.2,18229.7,5090000.0,-0.6,CTG_RRV,-0.006009944899879,-0.0132238028451212,-0.0358450304418472,0.0042496727932619,0.0042496727932619,0.0042496727932619,5110000.0,5110000.0,5110000.0,0.0179273714358996,-0.025899841833027,-0.006009944899879,67.85782716995591,770.4333333333319,,,18565.233333333337,18565.233333333337,18565.233333333337,18565.233333333337,18565.233333333337,18565.233333333337,18546.6,18546.6,18546.6,18546.6,18546.6,18546.6,18570.557142857146,18585.3,18594.21851851852,-8.918518518519704,-1.783703703703941,-7.134814814815764,0.0,0.0,0.0,1.0,0.4901403808315627,0.4681427160067834,18565.233333333337,18694.328853524137,18436.137813142537,-5090000.0,100.0,-111.79999999999929,510.66666666666424,-300.0,99.99999999999687,99.99999999999687,1.0104775061893885,0.9675644879275456,-32.14217283004409,-0.0011738173632647
2018-01-04,19161.7,18490.7,19161.7,18378.8,6450000.0,3.63,CTG_RRV,0.0362885126036331,-0.0132238028451212,-0.0358450304418472,0.022884256203265,0.022884256203265,0.022884256203265,5445000.0,5445000.0,5445000.0,0.0,-0.0060516908499949,0.0300604757425078,100.0,773.5499999999993,,,18751.633333333335,18714.35,18714.35,18714.35,18714.35,18714.35,18844.833333333332,18792.640000000003,18792.640000000003,18792.640000000003,18792.640000000003,18792.640000000003,18739.455102040814,18673.976923076923,18636.25418381344,37.722739263481344,6.117584889733116,31.605154373748228,89.36453576864542,87.6436781609196,87.38192804556195,1.0,1.0,1.0,18714.35,19320.05860981168,18108.641390188317,1360000.0,100.0,671.0,559.2000000000007,-300.0,133.33333333333334,133.33333333333334,1.0300604757425078,0.9675644879275456,-0.0,0.003963779980709
2018-01-05,18714.4,19012.6,19087.2,18639.8,3960000.0,-2.33,CTG_RRV,-0.023343440300182,-0.0132238028451212,-0.0358450304418472,0.0250723472621787,0.0250723472621787,0.0250723472621787,5148000.0,5148000.0,5148000.0,0.0196080493988196,-0.0196080493988196,0.0060153205214352,67.57050677880088,723.2199999999997,,,18788.933333333334,18714.36,18714.36,18714.36,18714.36,18714.36,18826.21666666667,18766.56,18766.56,18766.56,18766.56,18766.56,18732.296501457724,18680.195857988165,18642.042762790225,38.153095197940274,12.524686951374548,25.628408246565726,48.726391508308545,51.84560811997337,52.258212161671615,0.5452542341232053,0.5915498893688761,0.5980437068683536,18714.36,19238.91904529424,18189.800954705763,-2600000.0,74.36745343868334,-447.2999999999993,111.90000000000146,-300.0,70.14371024906528,70.14371024906528,1.0060153205214353,0.9675644879275456,-32.429493221199124,0.00840435821714
2018-01-06,18863.5,18913.2,19161.733333333337,18627.366666666665,4800000.0,-0.7566666666666666,CTG_RRV,0.0079671269183088,0.0140303722617927,-0.0358450304418472,0.0218915021428945,0.0218915021428945,0.0218915021428945,5084000.0,5090000.0,5090000.0,0.0157685285056644,-0.0151129017476331,0.0140303722617927,78.37844369260509,691.7444444444445,,,18913.2,18739.216666666667,18739.216666666667,18739.216666666667,18739.216666666667,18739.216666666667,18863.5,18794.257142857143,18794.257142857143,18794.257142857143,18794.257142857143,18794.257142857143,18769.783215326945,18708.396495220753,18658.44700258354,49.94949263721355,20.009648088542352,29.9398445486712,57.70253496904456,58.51994010981335,58.650747626254514,0.6456983687402554,0.6677029232201649,0.6711999716425727,18739.216666666667,19223.94158522014,18254.491748113196,2200000.0,80.46091522568867,149.09999999999854,372.7999999999993,-300.0,71.79658111518587,71.79658111518587,1.0201614865851485,0.9675644879275456,-21.621556307394915,0.0137353917949001
2018-01-07,19012.6,18813.8,19236.266666666663,18614.933333333334,5640000.0,0.8166666666666669,CTG_RRV,0.0079041535240014,0.0220454240021503,-0.0358450304418472,0.0219078530225389,0.0196832610993356,0.0196832610993356,5188000.0,5168571.428571428,5168571.428571428,0.0118884365022836,-0.0105702551673061,0.0220454240021503,84.61573734409406,681.6857142857142,,,18863.5,18778.27142857143,18778.27142857143,18778.27142857143,18778.27142857143,18778.27142857143,18913.2,18848.842857142856,18848.842857142856,18848.842857142856,18848.842857142856,18848.842857142856,18839.159439519248,18755.19703441756,18684.68055794772,70.51647646983838,30.11101376480156,40.405462705036825,66.02856280202212,64.35818584794211,64.18420942771849,0.7388676305885203,0.7343163500027488,0.7345249854666985,18778.27142857143,19266.64241753079,18289.900439612065,7840000.0,84.73946043544973,149.10000000000218,-149.09999999999854,-300.0,76.78676972039207,76.78676972039207,0.9922188532332727,0.9675644879275456,-15.38426265590594,0.0209707440801176
2018-01-08,19161.7,18714.4,19310.8,18602.5,6480000.0,2.39,CTG_RRV,0.0078421678255471,0.0362885126036331,-0.0358450304418472,0.021097708859046,0.0180330779341395,0.0180330779341395,5466000.0,5332500.0,5332500.0,0.0079671269183088,-0.0059793527978455,0.0300604757425078,90.24470034022517,685.0124999999998,,,19012.6,18858.157142857144,18826.2,18826.2,18826.2,18826.2,19062.300000000003,18944.7,18918.366666666665,18918.366666666665,18918.366666666665,18918.366666666665,18931.31388537089,18817.735952199473,18720.015331433075,97.7206207663985,43.63293516512095,54.08768560127755,73.36790166269768,69.44128670834311,68.97482575898663,0.8209957230980173,0.7923136975247012,0.7893488653972289,18826.2,19353.40265553201,18298.997344467993,14320000.0,87.81614274163044,149.09999999999854,447.2999999999993,559.2000000000007,83.46178686759951,83.46178686759951,1.0239013807549266,0.9675644879275456,-9.755299659774847,0.0306916883213048
2018-01-09,19161.7,19236.3,19273.6,17894.2,8470000.0,0.0,CTG_RRV,0.0,0.0,-0.0358450304418472,0.0135308829565591,0.0167669966701738,0.0167669966701738,5870000.0,5681111.111111111,5681111.111111111,0.0058171269942763,-0.0697691343969473,0.0300604757425078,90.24470034022517,762.1666666666663,,,19112.0,18938.04285714286,18863.477777777774,18863.477777777774,18863.477777777774,18863.477777777774,19136.85,19020.585714285717,18967.033333333336,18967.033333333336,18967.033333333336,18967.033333333336,18997.13848955064,18870.653498014937,18752.732714289883,117.9207837250542,58.4905048771076,59.4302788479466,73.36790166269768,69.44128670834311,68.97482575898663,0.6063640602417818,0.7923136975247012,0.7893488653972289,18863.477777777774,19404.98178309794,18321.973772457615,14320000.0,69.69078782219538,0.0,298.2000000000007,559.2000000000007,14.708368554522051,14.708368554522051,1.0158083070480028,0.9675644879275456,-9.755299659774847,0.0415942836790028
2018-01-10,19012.6,19087.2,19534.5,18788.9,12420000.0,-0.78,CTG_RRV,-0.0077811467667274,0.0159342538366176,-0.0358450304418472,0.0070219112292922,0.0161546674379135,0.0161546674379135,7562000.0,6355000.0,6355000.0,0.0273429313885746,-0.0156282744457017,0.0220454240021501,70.21288739227202,760.5099999999995,,,19112.0,19012.6,18878.39,18878.39,18878.39,18878.39,19087.15,19039.225,18975.318181818184,18975.318181818184,18975.318181818184,18975.318181818184,19001.55606396474,18892.491421397255,18771.982142861,120.509278536254,70.89425960893688,49.61501892731711,51.54241790937452,57.906765600262624,58.54855817179163,0.114279781694483,0.6607067025866026,0.6700305141042864,18878.39,19397.563218364223,18359.216781635772,1900000.0,76.82896440595698,-149.10000000000218,-3.637978807091713e-12,521.8999999999978,104.58832256013564,104.58832256013564,0.9999999999999998,0.9675644879275456,-29.787112607727977,0.0511676334219002
