Date,PVC,VIC,PVB,VNM,FPT,HAG,CTS,PVS,CTG,KDH,NVB,POT,NLG,MSN,MWG,PVD,CMG,VCB,PDR,ITD
2023-10-25,14.394342,44.161945,20.529732,65.08248,84.56526,13.928355,28.647745,36.13351,32.43008,28.218452,11.304747,17.887444,38.60272,68.05472,45.51394,27.545727,36.027027,61.167835,25.199041,9.791798
2023-10-26,14.629409,44.198547,20.892551,64.64418,83.38148,14.204362,28.394896,36.387753,32.217552,28.254948,11.307495,17.84341,38.399014,67.92276,45.23592,28.115318,35.13808,60.885136,25.319433,9.716478
2023-10-27,14.360947,43.72888,20.600563,63.344166,81.60815,14.142526,28.375893,36.012985,32.49063,27.987436,11.351144,17.12715,38.420113,64.26638,43.6032,27.516163,35.1889,60.96561,24.519495,9.68809
2023-10-28,14.386858,43.365295,20.719255,63.793354,81.92201,14.27014,28.974276,36.270885,32.31913,28.228008,11.401617,16.340652,38.15313,66.337135,45.088627,27.465685,34.886845,60.64581,24.805857,9.701115
2023-10-29,14.503456,43.39169,20.73364,63.437424,83.41835,14.1021385,29.179504,36.479626,32.421116,28.397083,11.232091,16.67489,39.26302,65.551575,44.771618,27.631493,35.534615,61.434105,25.408438,9.695993
2023-10-30,14.534016,43.02606,20.81855,63.456627,83.53135,14.0606365,29.1408,36.674473,32.457104,28.379145,11.169979,16.756304,39.13024,66.14239,44.425503,27.685337,35.746853,61.42224,25.67285,9.653244
2023-10-31,14.527329,42.734707,20.83974,63.452816,83.38225,14.028113,29.089735,36.804462,32.485336,28.354572,11.136673,16.754147,38.98292,66.52535,44.16127,27.686722,35.890854,61.300568,25.870848,9.637333
2023-11-01,14.6301775,42.85757,20.59698,63.411827,82.984764,14.015625,28.804749,36.63612,32.626022,28.361431,11.136574,16.811975,39.085556,65.650475,43.81331,27.39549,35.96265,61.108276,25.569609,9.633705
2023-11-02,14.448757,42.791637,20.578926,63.640095,83.284546,13.91121,28.883627,36.786137,32.600285,28.271832,11.197337,16.945356,38.790306,65.77882,45.365253,27.62871,36.28158,60.813366,25.779291,9.51614
2023-11-03,14.376018,42.411488,20.508167,63.900864,83.31626,13.577192,29.361853,36.79407,32.426933,28.377518,11.028053,16.258848,38.416,65.1453,45.924248,27.93073,36.480465,59.573868,25.979322,9.513859
2023-11-04,14.148135,42.130722,20.430136,64.05299,84.42055,13.820127,30.241642,36.37594,32.71029,27.976845,10.841726,16.09873,38.568596,65.196785,46.47776,27.846188,37.11376,59.95658,25.93998,9.529512
2023-11-05,14.13257,42.014477,20.423038,64.016335,86.987114,13.607387,31.136429,36.232536,32.60491,28.048742,10.793643,16.329557,39.063225,65.46774,46.948128,27.891682,37.97446,60.304302,26.834938,9.519317
2023-11-06,14.085028,42.205414,20.449446,64.06947,88.57367,13.409158,31.491268,36.206894,33.104656,28.10247,10.825682,16.422861,39.161724,65.536354,46.916718,27.98706,38.105427,60.33558,27.268887,9.535341
2023-11-07,14.024843,42.385563,20.493433,64.10243,89.44098,13.19085,31.445013,36.2006,33.54946,28.170118,10.845247,16.466085,39.2127,65.48733,46.754948,28.041176,37.96236,60.291927,27.556555,9.537937
2023-11-08,13.987726,42.777275,20.655176,64.16167,89.81963,13.046167,31.2217,36.58311,33.91171,28.34974,10.986198,16.732906,39.263664,65.327644,46.946407,28.432793,38.026188,60.473255,28.044922,9.440443
2023-11-09,14.206488,42.051086,21.05128,63.980236,89.81156,13.2260685,30.8784,36.786728,34.41816,28.455782,10.937086,16.52989,39.72001,64.69209,46.441833,28.798897,37.444683,60.35732,27.38054,9.589423
2023-11-10,13.829722,42.065395,20.660204,64.011536,91.13787,13.161065,31.054855,36.69518,34.91385,28.229898,10.858371,16.66751,39.287827,65.22692,46.379105,28.73924,37.566998,60.68605,26.322042,9.685227
2023-11-11,13.850987,41.751514,20.46874,63.975315,90.96267,12.97656,30.722809,36.70251,34.83632,28.31844,10.922116,16.69712,39.30369,65.8088,46.013027,28.619347,37.571823,60.81818,26.25909,9.656842
2023-11-12,13.844884,41.855957,20.306362,64.10709,91.174965,13.063161,30.77514,37.034008,34.791557,28.258202,10.988053,16.72685,39.15054,65.923134,46.11066,28.657007,37.462753,60.795704,26.502481,9.6779175
2023-11-13,13.865498,41.807793,20.287943,64.222694,91.37075,13.137008,30.715408,37.03369,34.778564,28.242405,11.054679,16.71706,39.02437,66.07665,46.284813,28.613895,37.322384,60.738598,26.710611,9.694707
2023-11-14,13.832802,41.83533,20.297403,64.24166,91.80762,13.216281,30.701323,37.017494,34.7714,28.311995,11.126656,16.658514,38.93509,66.13836,46.51034,28.63152,37.142952,60.76758,26.895018,9.703177
2023-11-15,13.888353,41.91123,20.408356,64.05151,92.30276,13.301209,30.981102,37.251896,34.855907,28.322174,11.1336,16.737562,39.433056,65.70228,47.14499,28.732788,37.136265,60.85696,27.236458,9.705505
2023-11-16,13.830204,41.699135,20.311516,63.791992,91.51795,13.296601,30.932152,36.85381,35.08127,28.432604,11.135912,16.746927,39.537212,64.0497,47.75926,28.468277,37.228523,60.209908,27.127035,9.75251
2023-11-17,13.563355,41.496166,20.217897,64.31518,90.600075,13.31577,30.12956,36.863586,34.8477,28.371445,11.33421,16.563763,39.18488,66.01757,47.195724,28.440762,36.69375,60.569817,26.09497,9.765884
2023-11-18,13.443976,43.081833,19.958015,64.1621,91.80182,13.273384,29.69473,36.29718,35.006924,28.710127,11.206507,16.676643,39.42207,64.934105,47.39837,27.946915,37.18635,60.8115,25.73647,9.809293
2023-11-19,13.919053,43.54802,20.144405,65.53787,94.028046,13.200407,30.12688,36.72029,35.119907,28.78776,11.185785,16.606928,39.819683,67.32721,47.70001,28.298819,36.935204,60.396378,26.033897,9.737883
2023-11-20,14.203994,44.38641,20.422136,65.95272,94.336044,13.302945,30.00601,36.711475,35.011787,28.795551,11.115869,16.540865,39.84844,68.9636,47.892136,28.346668,36.7846,60.429813,26.23184,9.719557
2023-11-21,14.379605,45.479164,20.771576,66.57272,94.02343,13.360435,29.717031,36.664593,34.85724,28.747644,11.007768,16.443357,39.659233,70.59509,47.931488,28.295275,36.61741,60.501076,26.133566,9.741583
