date,symbol,asset_on_equity,atr,bbands_lower,bbands_middle,bbands_upper,book_value_per_share,book_value_per_share_change,cci_12,cci_20,change,close,cumulative_return,earning_per_share,ema_12,ema_26,ema_6,eps_change,equity_on_liability,equity_on_total_asset,free_cash_flow,from_financial,from_invest,from_sale,high,high_minus_close,invest_cost,liquidity_day,liquidity_month,liquidity_week,low,low_minus_open,mfi_14,mom_1,mom_3,mom_7,obv,open,operation_expense,operation_profit,out_macd,out_macd_hist,out_macd_signal,payable_on_equity,post_tax_profit,pre_tax_profit,price_to_book,price_to_earning,quarter_operation_profit_growth,quarter_revenue_growth,quarter_share_holder_income_growth,return_day,return_month,return_week,revenue,roa,rocr_12,rocr_3,roe,rsi_12,rsi_14,rsi_6,share_holder_income,sma_100,sma_14,sma_21,sma_3,sma_50,sma_7,stochastic_osc,stochrsi_12,stochrsi_14,stochrsi_6,trix,volatility_day,volatility_month,volatility_week,volume,willr,wma_100,wma_14,wma_21,wma_3,wma_50,wma_7,year_operation_profit_growth,year_revenue_growth,year_share_holder_income_growth
2018-01-01,NVB_RRC,22.3,399.40000000000055,35440.335717425245,5991.0,38112.0452349557,7910,0.005,107.51879699247743,-29.678318892540823,4.17,5991.0,0.0,53,5991.0,5991.0,5991.0,0.693,0.0,0.045,0,0,161,3896,6150.8,0.0277845394164899,-11,526670.0,526670.0,526670.0,5751.4,0.0,47.90201815216471,200.0,166.66666666666424,850.0,0.0,5751.4,-313,471,0.0,0.0,0.0,21.3,14,21,0.9,133.4,0.93,0.841,8.905,0.0055020632737277,-0.0494148244473342,0.0096685082872927,419,0.0,1.004120879120879,1.0045808520384791,0.007,53.49893051220925,50.30744710183081,72.91795676716598,14,5991.0,5991.0,5991.0,5991.0,5991.0,5991.0,59.98998497746621,1.0,1.0,1.0,-0.1777761243893949,0.0032707613930246,0.0104036210619926,0.0080155582204716,526670.0,-40.01001502253379,5991.0,5991.0,5991.0,5991.0,5991.0,5991.0,0.164,0.493,1.637
2018-01-02,NVB_RRC,22.3,399.40000000000055,5991.0,5991.0,5991.0,7910,0.005,107.51879699247743,-29.678318892540823,4.17,5991.0,0.0,53,5991.0,5991.0,5991.0,0.693,0.0,0.045,0,0,161,3896,6150.8,0.0277845394164899,-11,526670.0,526670.0,526670.0,5751.4,0.0,47.90201815216471,0.0,166.66666666666424,850.0,0.0,5751.4,-313,471,0.0,0.0,0.0,21.3,14,21,0.9,133.4,0.93,0.841,8.905,0.0,-0.0494148244473342,0.0096685082872927,419,0.0,1.004120879120879,1.0045808520384791,0.007,53.49893051220925,50.30744710183081,72.91795676716598,14,5991.0,5991.0,5991.0,5991.0,5991.0,5991.0,59.98998497746621,1.0,1.0,1.0,0.0,0.0032707613930246,0.0104036210619926,0.0080155582204716,526670.0,-40.01001502253379,5991.0,5991.0,5991.0,5991.0,5991.0,5991.0,0.164,0.493,1.637
2018-01-03,NVB_RRC,22.3,372.7666666666671,5925.372760316833,6017.633333333334,6109.893906349836,7910,0.005,100.0,100.0,1.33,6070.9,0.0133366716741778,53,6003.292307692308,5996.918518518519,6013.828571428571,0.693,0.0,0.045,0,0,161,3896,6230.7,0.0256471985491197,-11,443296.6666666667,443296.6666666667,443296.6666666667,5911.2,-0.0512783475371948,100.0,79.89999999999964,166.66666666666424,850.0,276550.0,6230.7,-313,471,6.373789173789191,5.099031339031353,1.2747578347578383,21.3,14,21,0.9,133.4,0.93,0.841,8.905,0.0133366716741778,-0.0494148244473342,0.0096685082872927,419,0.0,1.004120879120879,1.0045808520384791,0.007,100.0,100.0,100.0,14,6017.633333333334,6017.633333333334,6017.633333333334,6017.633333333334,6017.633333333334,6017.633333333334,66.6597120801168,1.0,1.0,1.0,0.0026048186863691,0.0094304509792697,0.0094304509792697,0.0094304509792697,276550.0,-33.34028791988319,6030.95,6030.95,6030.95,6030.95,6030.95,6030.95,0.164,0.493,1.637
2018-01-04,NVB_RRC,22.3,339.47500000000014,5931.075000000001,6010.975,6090.875,7910,0.005,-71.79487179487249,-71.79487179487249,-1.32,5991.0,0.0,53,6001.401183431953,5996.480109739369,6007.306122448979,0.693,0.0,0.045,0,0,161,3896,5991.0,0.0,-11,390182.5,390182.5,390182.5,5831.3,-0.0266566516441328,55.05383491241818,-79.89999999999964,0.0,850.0,45710.0,5991.0,-313,471,4.921073692583377,2.9170526862604307,2.0040210063229464,21.3,14,21,0.9,133.4,0.93,0.841,8.905,-0.013161145793869,-0.0494148244473342,0.0096685082872927,419,0.0,1.004120879120879,1.0,0.007,45.833333333333336,46.42857142857143,41.66666666666666,14,6010.975,6010.975,6010.975,6017.633333333334,6010.975,6010.975,49.98956812017531,0.0,0.0,0.0,0.0042327201106528,0.0132490056263493,0.0132490056263493,0.0132490056263493,230840.0,-50.01043187982469,6014.969999999999,6014.969999999999,6014.969999999999,6017.633333333334,6014.969999999999,6014.969999999999,0.164,0.493,1.637
2018-01-05,NVB_RRC,22.3,303.5200000000001,5800.070025432933,5975.04,6150.009974567067,7910,0.005,-124.96610134134475,-124.96610134134475,-2.67,5831.3,-0.0266566516441328,53,5975.231770596268,5984.244546054972,5957.018658892128,0.693,0.0,0.045,0,0,161,3896,5991.0,0.0270165110299092,-11,326494.0,326494.0,326494.0,5831.3,-0.0135167140343753,48.35941584575922,-159.69999999999982,-159.69999999999982,850.0,-26030.0,5911.2,-313,471,-9.0127754587038,-8.813437172021397,-0.1993382866824027,21.3,14,21,0.9,133.4,0.93,0.841,8.905,-0.0266566516441328,-0.0494148244473342,0.0096685082872927,419,0.0,1.004120879120879,0.9733433483558672,0.007,20.106732331036568,20.76885571419997,15.828928704444737,14,5975.04,5975.04,5975.04,5964.400000000001,5975.04,5975.04,16.67014395994169,0.0,0.0,0.0,-7.81351428669197e-05,0.0171886313339086,0.0171886313339086,0.0171886313339086,71740.0,-83.32985604005832,5953.746666666667,5953.746666666667,5953.746666666667,5924.466666666667,5953.746666666667,5953.746666666667,0.164,0.493,1.637
2018-01-06,NVB_RRC,22.3,283.9888888888889,5799.435473563581,5964.394444444445,6129.3534153253095,7910,0.005,-57.46352413018956,-57.46352413018956,-0.4099999999999997,5911.166666666667,-0.0133255438713625,53,5965.3756007609445,5978.8313698039865,5943.918089684853,0.693,0.0,0.045,0,0,161,3896,6017.633333333333,0.0180925245132747,-11,246340.0,293061.6666666667,293061.6666666667,5831.3,-0.0090519267915507,57.48644130346637,79.86666666666679,-159.73333333333267,850.0,99870.0,5884.566666666667,-313,471,-13.455769043041984,-10.605144605087665,-2.850624437954319,21.3,14,21,0.9,133.4,0.93,0.841,8.905,0.0136962026763614,-0.0494148244473342,-0.0133255438713625,419,0.0,1.004120879120879,0.973688689760442,0.007,40.00885602821098,39.92703178165909,41.31003420975183,14,5964.394444444445,5964.394444444445,5964.394444444445,5911.155555555556,5964.394444444445,5964.394444444445,33.33333333333346,0.2491088958789189,0.241801077595855,0.3027299654513563,-0.005578266951034,0.0174395725500257,0.0174395725500257,0.0174395725500257,125900.0,-66.66666666666654,5941.580952380952,5941.580952380952,5941.580952380952,5897.849999999999,5941.580952380952,5941.580952380952,0.164,0.493,1.637
2018-01-07,NVB_RRC,22.3,273.8428571428571,5816.273302275467,5968.2,6120.126697724532,7910,0.005,-2.285223367698779,-2.285223367698779,1.8500000000000003,5991.033333333333,5.563901407601435e-06,53,5969.32294423362,5979.735218954308,5957.379587870133,0.693,0.0,0.045,0,0,161,3896,6044.266666666666,0.0090873914577382,-11,177018.0,276918.5714285714,276918.5714285714,5831.3,-0.0045465408733455,66.10542931085295,79.86666666666588,0.0333333333328482,850.0,279930.0,5857.933333333333,-313,471,-10.4122747206884,-6.049320226187266,-4.362954494501135,21.3,14,21,0.9,133.4,0.93,0.841,8.905,0.0135111512109846,-0.0494148244473342,5.563901407601435e-06,419,0.0,1.004120879120879,1.0000055639014076,0.007,53.65336986384955,53.03134494256246,58.77998248096858,14,5968.2,5968.2,5968.2,5911.166666666667,5968.2,5968.2,49.99652270672504,0.4198931713722484,0.4071945384505148,0.510282845583693,-0.0090249573961309,0.0189188486711634,0.0169216365663161,0.0169216365663161,180060.0,-50.00347729327496,5953.944047619048,5953.944047619048,5953.944047619048,5937.788888888889,5953.944047619048,5953.944047619048,0.164,0.493,1.637
2018-01-08,NVB_RRC,22.3,269.5624999999999,5822.740381585253,5981.0375,6139.334618414748,7910,0.005,54.54269564887452,54.54269564887452,4.11,6070.9,0.0133366716741778,53,5984.950183582294,5986.4881656984335,5989.813991335809,0.693,0.0,0.045,0,0,161,3896,6070.9,0.0,-11,168552.0,271581.25,271581.25,5831.3,0.0,73.21195904618612,79.86666666666679,239.59999999999943,79.89999999999964,514150.0,5831.3,-313,471,-1.537982116139574,2.2599779026892493,-3.797960018828823,21.3,14,21,0.9,133.4,0.93,0.841,8.905,0.0133310336002137,-0.0494148244473342,0.0,419,0.0,1.004120879120879,1.0410886080290844,0.007,63.471939115928535,62.4761060706443,70.90483811415915,14,5981.0375,5981.0375,5981.0375,5991.033333333333,5981.0375,5979.614285714286,66.6597120801168,0.5427892493341874,0.5263996971443361,0.6543329978101722,-0.0083266141368665,0.018917866007615,0.0162341397635101,0.0162341397635101,234220.0,-33.34028791988319,5979.934259259259,5979.934259259259,5979.934259259259,6017.655555555556,5979.934259259259,5979.619047619048,0.164,0.493,1.637
2018-01-09,NVB_RRC,22.3,257.35555555555544,5818.057260806312,5973.277777777777,6128.498294749243,7910,0.005,6.045964350090637,6.045964350090637,-2.63,5911.2,-0.0133199799699549,53,5973.60400149271,5980.911264535586,5967.352850954149,0.693,0.0,0.045,0,0,161,3896,6070.9,0.026305819565468,-11,142216.0,252423.33333333337,252423.33333333337,5911.2,-0.026305819565468,67.26749519207512,-159.69999999999982,0.0333333333328482,-79.80000000000018,414990.0,6070.9,-313,471,-7.307263042876002,-2.807442419237743,-4.499820623638259,21.3,14,21,0.9,133.4,0.93,0.841,8.905,-0.026305819565468,-0.0494148244473342,-0.0133199799699549,419,0.0,1.004120879120879,1.0000056390447458,0.007,42.29675745859699,42.6764264127039,38.88504979376538,14,5973.277777777777,5973.277777777777,5973.277777777777,5991.044444444444,5973.277777777777,5968.214285714285,33.34028791988319,0.2777458698961277,0.2765020106169317,0.4186244282923081,-0.0100714652756517,0.0219063648300513,0.0180584607212152,0.0180584607212152,99160.0,-66.65971208011682,5966.187407407408,5966.187407407408,5966.187407407408,5977.738888888889,5966.187407407408,5962.515476190477,0.164,0.493,1.637
2018-01-10,NVB_RRC,22.3,247.58999999999983,5828.278087424782,5975.05,6121.821912575218,7910,0.005,-44.46994193526108,-44.46994193526108,1.35,5991.0,0.0,53,5976.28030895537,5981.658578273691,5974.109179252963,0.693,0.0,0.045,0,0,161,3896,5991.0,0.0,-11,155716.0,241105.0,241105.0,5831.3,-0.0266566516441328,60.41063210745485,79.80000000000018,-0.0333333333328482,-79.89999999999964,554230.0,5991.0,-313,471,-5.378269318321145,-0.702758955746309,-4.675510362574836,21.3,14,21,0.9,133.4,0.93,0.841,8.905,0.0134997969955339,-0.0494148244473342,0.0273866890744773,419,0.0,1.004120879120879,0.9999944361295492,0.007,51.79395593145532,51.532491286520944,53.5570261491067,14,5975.05,5975.05,5975.05,5991.033333333333,5975.05,5956.8,49.98956812017531,0.3966194464809511,0.3882770575842169,0.6850199633382249,-0.0107569815390839,0.0178064418174631,0.0176195203713009,0.0176195203713009,139240.0,-50.01043187982469,5970.698787878789,5970.698787878789,5970.698787878789,5977.716666666667,5970.698787878789,5968.211904761904,0.164,0.493,1.637
2018-01-11,NVB_RRC,22.3,254.1272727272726,5816.042080164698,5991.027272727273,6166.0124652898485,7910,0.005,138.04131200973885,138.04131200973885,2.67,6150.8,0.0266733433483559,53,6003.129492193006,5994.18757247564,6024.592270894974,0.693,0.0,0.045,0,0,161,3896,6150.8,0.0,-11,299544.0,296008.1818181818,296008.1818181818,5831.3,-0.0135167140343753,75.708063089958,159.80000000000018,79.90000000000055,159.80000000000018,1399270.0,5911.2,-313,471,8.941919717365636,10.893944063952375,-1.9520243465867413,21.3,14,21,0.9,133.4,0.93,0.841,8.905,0.0266733433483559,-0.0494148244473342,0.0405390926777002,419,0.0,1.004120879120879,1.0131611457938692,0.007,65.307190552426,64.28249772168387,72.24042507959969,14,5991.027272727273,5991.027272727273,5991.027272727273,6017.666666666667,5991.027272727273,5979.6285714285705,83.3298560400585,0.5657605395322777,0.5491987071463071,1.0,-0.0054706407895177,0.0200905624743107,0.0186107584029475,0.0186107584029475,845040.0,-16.6701439599415,6000.715656565656,6000.715656565656,6000.715656565656,6057.600000000001,6000.715656565656,6016.711904761905,0.164,0.493,1.637
2018-01-12,NVB_RRC,22.3,286.20833333333326,5603.567708230474,6050.941666666667,6498.31562510286,7910,0.005,335.6210702004269,335.6210702004269,9.09,6710.0,0.1200133533633784,53,6111.878801086389,6047.210715255223,6220.423050639267,0.693,0.0,0.045,0,0,161,3896,6710.0,0.0,-11,849532.0,515507.5,515507.5,6070.9,-0.0129901801391689,90.04472679631901,559.1999999999998,798.8000000000002,878.6999999999998,4329270.0,6150.8,-313,471,64.66808583116654,53.29608814220262,11.371997688963914,21.3,14,21,0.9,133.4,0.93,0.841,8.905,0.0909150029264485,-0.0494148244473342,0.1200071217541771,419,0.0,1.004120879120879,1.1351333062660711,0.007,83.93336778210697,82.67973344202912,90.6560262289173,14,6050.941666666667,6050.941666666667,6050.941666666667,6283.933333333333,6050.941666666667,6105.157142857143,100.0,0.7988987972745728,0.7813957287364957,1.0,0.0218395797004999,0.0425405955720572,0.0319011970859888,0.0319011970859888,2930000.0,-0.0,6109.836324786324,6109.836324786324,6109.836324786324,6403.766666666666,6109.836324786324,6199.304761904762,0.164,0.493,1.637
2018-01-13,NVB_RRC,22.3,305.16153846153844,5514.934716854948,6107.782051282052,6700.629385709156,7910,0.005,232.60744100600564,249.5071737133239,7.25,6789.866666666667,0.1333444611361487,53,6216.184626560278,6102.222267211626,6383.121226647096,0.693,0.0,0.045,0,0,161,3896,6869.766666666666,0.0125030644765873,-11,1286688.0,662006.9230769231,662006.9230769231,6337.166666666666,-0.008335376317725,93.36362141111684,79.86666666666679,798.8666666666668,878.6999999999998,6749270.0,6390.433333333333,-313,471,113.96235934865216,82.07228932775061,31.890070020901565,21.3,14,21,0.9,133.4,0.93,0.841,8.905,0.0119026328862394,-0.0494148244473342,0.1184283494484619,419,0.0,1.1333444611361487,1.1333444611361487,0.007,85.26837602892006,84.03489068715618,91.75032599854326,14,6107.782051282052,6107.782051282052,6107.782051282052,6550.222222222222,6107.782051282052,6230.685714285713,92.8556525885965,0.8156086939375141,0.798499574166757,1.0,0.0652780370393957,0.042631685737013,0.0304182525573022,0.0304182525573022,2420000.0,-7.144347411403501,6206.983516483517,6206.983516483517,6206.983516483517,6656.733333333333,6206.983516483517,6370.482142857143,0.164,0.493,1.637
2018-01-14,NVB_RRC,22.3,313.8,5461.986436171873,6162.207142857143,6862.427849542412,7910,0.005,176.26943628152998,203.33380554374995,5.41,6869.733333333334,0.1466755689089189,53,6316.730581448441,6159.074938776197,6522.153257128878,0.693,0.0,0.045,0,0,161,3896,7029.533333333334,0.0241023217463876,-11,1648856.0,751149.2857142857,751149.2857142857,6603.433333333333,-0.0040170536243979,94.77359734669426,79.86666666666679,718.9333333333334,878.7000000000007,8659270.0,6630.066666666667,-313,471,157.65564267224363,100.61245812107364,57.04318455116998,21.3,14,21,0.9,133.4,0.93,0.841,8.905,0.0117626266593355,-0.0494148244473342,0.1621554563089278,419,0.0,1.146675568908919,1.1168845245062973,0.007,86.58565907693279,85.35684846187947,92.91239574074886,14,6162.207142857143,6162.207142857143,6162.207142857143,6789.866666666666,6162.207142857143,6356.214285714285,87.49739203004381,0.8320967296187041,0.815184399138548,1.0,0.1200646068748145,0.0340938353678002,0.0291242532796107,0.0291242532796107,1910000.0,-12.502607969956191,6295.350158730158,6295.350158730158,6295.350158730158,6816.488888888889,6295.350158730158,6530.244047619047,0.164,0.493,1.637
